	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
CDK4.1	 3.180639e-22	-0.6716642	0.190	0.464	 5.663128e-18	1	CDK4
JUN.1	 3.217945e-22	-0.9261465	0.224	0.528	 5.729551e-18	1	JUN
RNASET2.1	 3.339087e-22	 0.3700928	0.664	0.313	 5.945244e-18	1	RNASET2
C5AR1.1	 5.201920e-22	 0.3707715	0.539	0.210	 9.262019e-18	1	C5AR1
APP.1	 6.356595e-22	-0.5319895	0.112	0.400	 1.131792e-17	1	APP
SPARC.1	 6.791893e-22	-0.7135818	0.164	0.452	 1.209297e-17	1	SPARC
HLA-DMA	 7.514503e-22	 0.3577775	0.496	0.176	 1.337957e-17	1	HLA-DMA
CXCR4	 8.340000e-22	 0.3386393	0.345	0.082	 1.484937e-17	1	CXCR4
MS4A7	 1.104793e-21	 0.3516277	0.504	0.184	 1.967084e-17	1	MS4A7
CD83	 1.645290e-21	 0.3434112	0.647	0.303	 2.929438e-17	1	CD83
CNN3.1	 3.297255e-21	-0.5203567	0.078	0.355	 5.870762e-17	1	CNN3
TUBA1A.1	 9.332020e-21	-0.5821099	0.177	0.480	 1.661566e-16	1	TUBA1A
B2M.1	 1.005085e-20	 0.3146669	1.000	0.917	 1.789553e-16	1	B2M
MT1E.1	 1.281089e-20	-0.6274922	0.116	0.400	 2.280978e-16	1	MT1E
NR4A3.1	 1.630631e-20	 0.3832241	0.642	0.307	 2.903339e-16	1	NR4A3
GADD45A.1	 3.435177e-20	-0.4016036	0.047	0.300	 6.116332e-16	1	GADD45A
PSAP.1	 3.916299e-20	 0.4041747	0.875	0.659	 6.972970e-16	1	PSAP
HLA-E.1	 5.943708e-20	 0.3905934	0.685	0.360	 1.058277e-15	1	HLA-E
PLXDC2	 8.304990e-20	 0.2941138	0.392	0.120	 1.478704e-15	1	PLXDC2
CTSD.1	 1.260225e-19	 0.4449195	0.741	0.430	 2.243831e-15	1	CTSD
MT2P1.1	 1.384037e-19	-0.6020982	0.060	0.320	 2.464278e-15	1	MT2P1
CD68	 3.331942e-19	 0.2758311	0.470	0.178	 5.932523e-15	1	CD68
LILRB4	 5.929613e-19	 0.2877878	0.358	0.101	 1.055768e-14	1	LILRB4
SORL1	 9.797869e-19	 0.2991071	0.409	0.137	 1.744510e-14	1	SORL1
CTSB.1	 1.872944e-18	 0.3242364	0.875	0.588	 3.334777e-14	1	CTSB
CCL3.1	 2.152260e-18	-0.2645705	0.668	0.417	 3.832099e-14	1	CCL3
SPARCL1.1	 2.530184e-18	-0.6857636	0.237	0.481	 4.504993e-14	1	SPARCL1
SMARCA5.1	 3.685419e-18	-0.7447627	0.241	0.464	 6.561888e-14	1	SMARCA5
ATP1B2.1	 4.544425e-18	-0.3038570	0.017	0.228	 8.091349e-14	1	ATP1B2
IFI6.1	 6.697629e-18	-0.9303818	0.500	0.679	 1.192513e-13	1	IFI6
HLA-DQB1	 8.417183e-18	 0.3091337	0.353	0.106	 1.498679e-13	1	HLA-DQB1
TSPAN31.1	 1.553675e-17	-0.5468470	0.142	0.390	 2.766318e-13	1	TSPAN31
APOE	 1.685948e-17	 0.3312114	0.927	0.693	 3.001830e-13	1	APOE
FTH1	 1.997359e-17	 0.3233474	0.983	0.973	 3.556298e-13	1	FTH1
CXCL16	 2.198026e-17	 0.3256655	0.457	0.177	 3.913586e-13	1	CXCL16
S100A11	 2.234786e-17	 0.3719712	0.586	0.288	 3.979037e-13	1	S100A11
NPC2.1	 3.327268e-17	 0.3101206	0.681	0.372	 5.924201e-13	1	NPC2
EGR1.1	 6.168793e-17	-0.8165940	0.341	0.520	 1.098354e-12	1	EGR1
SCG2.1	 6.372502e-17	-0.4647874	0.095	0.330	 1.134624e-12	1	SCG2
RGS1.1	 1.320514e-16	 0.3181021	0.621	0.319	 2.351175e-12	1	RGS1
RP11-745C15.2.1	 1.903801e-16	-0.5268472	0.164	0.397	 3.389718e-12	1	RP11-745C15.2
GPNMB	 2.180307e-16	 0.3618618	0.345	0.109	 3.882037e-12	1	GPNMB
NAPSB	 4.972342e-16	 0.2831533	0.349	0.114	 8.853255e-12	1	NAPSB
RP11-620J15.3.1	 7.158618e-16	-0.5312363	0.198	0.420	 1.274592e-11	1	RP11-620J15.3
GPM6B.1	 7.896445e-16	-0.3313213	0.056	0.276	 1.405962e-11	1	GPM6B
GRN	 1.506609e-15	 0.3453030	0.466	0.210	 2.682517e-11	1	GRN
GNA13	 1.508808e-15	 0.2688358	0.315	0.099	 2.686433e-11	1	GNA13
LANCL2.1	 2.014043e-15	-0.3792381	0.052	0.259	 3.586004e-11	1	LANCL2
EGFR.1	 2.086063e-15	-0.5198771	0.151	0.372	 3.714234e-11	1	EGFR
NNMT.1	 2.701092e-15	-0.3925882	0.065	0.286	 4.809294e-11	1	NNMT
SLC11A1	 2.861018e-15	 0.3107154	0.440	0.178	 5.094043e-11	1	SLC11A1
A2M.1	 3.439387e-15	 0.3322574	0.741	0.465	 6.123828e-11	1	A2M
RGCC	 4.416499e-15	 0.2696450	0.440	0.183	 7.863577e-11	1	RGCC
ASAH1	 9.663142e-15	 0.2973715	0.435	0.191	 1.720522e-10	1	ASAH1
SGK1.1	 1.757409e-14	 0.3861663	0.586	0.313	 3.129067e-10	1	SGK1
GPX1P1	 2.831747e-14	 0.2605222	0.345	0.124	 5.041925e-10	1	GPX1P1
ACSL1	 2.962109e-14	 0.2938712	0.323	0.108	 5.274034e-10	1	ACSL1
NR4A1.1	 3.166583e-14	 0.2984774	0.599	0.321	 5.638101e-10	1	NR4A1
CSF1R.1	 3.618483e-14	 0.3028632	0.491	0.227	 6.442709e-10	1	CSF1R
NDUFS5	 3.977491e-14	-0.3597060	0.250	0.487	 7.081922e-10	1	NDUFS5
NES.1	 5.700117e-14	-0.3013145	0.047	0.237	 1.014906e-09	1	NES
ELL2	 6.360125e-14	 0.2665866	0.405	0.163	 1.132420e-09	1	ELL2
EFEMP1.1	 1.125832e-13	-0.3272645	0.052	0.248	 2.004544e-09	1	EFEMP1
LPL	 1.855012e-13	 0.2883221	0.280	0.096	 3.302849e-09	1	LPL
SLC1A3	 1.858885e-13	 0.2978233	0.418	0.183	 3.309744e-09	1	SLC1A3
TRIB1	 1.866938e-13	 0.2526878	0.336	0.120	 3.324083e-09	1	TRIB1
OTUD1	 1.871910e-13	 0.2844365	0.379	0.148	 3.332937e-09	1	OTUD1
TIMP1.1	 2.113380e-13	-0.4209974	0.203	0.426	 3.762874e-09	1	TIMP1
F3	 2.165344e-13	-0.2711868	0.026	0.201	 3.855395e-09	1	F3
SMAP2	 2.371386e-13	 0.2510120	0.306	0.107	 4.222254e-09	1	SMAP2
PTPRZ1.1	 2.697078e-13	-0.3020965	0.069	0.271	 4.802147e-09	1	PTPRZ1
MIF	 2.957253e-13	-0.3819596	0.172	0.407	 5.265389e-09	1	MIF
CST3.1	 3.211638e-13	-0.7544192	0.724	0.818	 5.718321e-09	1	CST3
BASP1	 4.234911e-13	 0.2674547	0.315	0.110	 7.540260e-09	1	BASP1
CFH.1	 6.769611e-13	-0.3045833	0.047	0.227	 1.205329e-08	1	CFH
SLCO2B1.1	 7.139057e-13	 0.2626905	0.461	0.214	 1.271109e-08	1	SLCO2B1
TPT1.1	 9.680462e-13	 0.2790229	0.953	0.822	 1.723606e-08	1	TPT1
NEAT1	 1.206816e-12	 0.3777436	0.638	0.390	 2.148737e-08	1	NEAT1
C8orf4.1	 1.360640e-12	-0.3174316	0.030	0.199	 2.422620e-08	1	C8orf4
NGFRAP1.1	 1.539124e-12	-0.2659096	0.082	0.283	 2.740409e-08	1	NGFRAP1
VIM	 1.634153e-12	-0.4108643	0.698	0.812	 2.909610e-08	1	VIM
MCL1	 1.906297e-12	 0.2957912	0.642	0.390	 3.394161e-08	1	MCL1
IGFBP5.1	 2.328661e-12	-0.8228301	0.224	0.387	 4.146180e-08	1	IGFBP5
RPS24.1	 2.725229e-12	 0.2906957	0.767	0.533	 4.852271e-08	1	RPS24
TMIGD3	 3.252846e-12	 0.2579981	0.315	0.117	 5.791692e-08	1	TMIGD3
MGP.1	 3.825144e-12	-0.8388603	0.263	0.439	 6.810669e-08	1	MGP
CRYAB.1	 4.600221e-12	-0.5012481	0.112	0.312	 8.190693e-08	1	CRYAB
TSFM.1	 7.342510e-12	-0.2766096	0.073	0.256	 1.307334e-07	1	TSFM
AEBP1.1	 8.563792e-12	-0.4864179	0.091	0.267	 1.524783e-07	1	AEBP1
FABP7.1	 1.577851e-11	-0.2511717	0.026	0.177	 2.809364e-07	1	FABP7
RPL37	 1.901917e-11	 0.2933725	0.651	0.422	 3.386363e-07	1	RPL37
HTRA1	 2.655748e-11	 0.2649539	0.440	0.216	 4.728559e-07	1	HTRA1
CKB.1	 3.388075e-11	-0.3270147	0.147	0.322	 6.032468e-07	1	CKB
