	0	1	2	3	4	5	6	7	8	9	10
YBX1P1	0.0130718954248366	0.0517241379310345	0.0138248847926267	0.144827586206897	0.0441176470588235	0.0300751879699248	0.126126126126126	0.0882352941176471	0.0882352941176471	0	0
MTRR	0.0065359477124183	0.0129310344827586	0.0138248847926267	0.0137931034482759	0.0514705882352941	0.0075187969924812	0.00900900900900901	0	0	0	0
CCDC186	0.00980392156862745	0.00431034482758621	0.00921658986175115	0.00689655172413793	0	0	0	0	0	0	0
ZNF784	0.00326797385620915	0	0	0.0137931034482759	0	0	0	0.0294117647058824	0	0	0
PIAS1	0.042483660130719	0.0517241379310345	0.0506912442396313	0.0689655172413793	0.00735294117647059	0.0451127819548872	0.0540540540540541	0	0	0	0
RTN1	0.065359477124183	0.0560344827586207	0.0967741935483871	0.206896551724138	0.139705882352941	0.075187969924812	0.0900900900900901	0.205882352941176	0.117647058823529	0	0
ABHD12	0.104575163398693	0.176724137931034	0.152073732718894	0.0275862068965517	0.0441176470588235	0.075187969924812	0.045045045045045	0.0588235294117647	0.0294117647058824	0.1	0
RHOG	0.205882352941176	0.129310344827586	0.133640552995392	0.0275862068965517	0.0294117647058824	0.0225563909774436	0.00900900900900901	0.0588235294117647	0	0.1	0.111111111111111
KDELR2	0.173202614379085	0.228448275862069	0.170506912442396	0.310344827586207	0.154411764705882	0.338345864661654	0.243243243243243	0.117647058823529	0.264705882352941	0.15	0.222222222222222
FLT4	0.0065359477124183	0.00862068965517241	0.00921658986175115	0.00689655172413793	0	0	0	0	0.0588235294117647	0	0
ZSCAN9	0	0.00862068965517241	0.00460829493087558	0.0137931034482759	0.0514705882352941	0.0225563909774436	0	0.0294117647058824	0	0	0
CTC-471J1.10	0	0.00431034482758621	0	0	0	0.0075187969924812	0.00900900900900901	0.0294117647058824	0	0	0
SLC25A25-AS1	0.00326797385620915	0.00862068965517241	0	0.0137931034482759	0.0367647058823529	0	0	0	0	0	0
ATF4P4	0.0261437908496732	0.0517241379310345	0.0138248847926267	0.0137931034482759	0.0441176470588235	0.0300751879699248	0.0540540540540541	0	0.0588235294117647	0	0
RPL36AP40	0.0065359477124183	0.0129310344827586	0.00460829493087558	0.0137931034482759	0	0.0075187969924812	0	0	0	0	0
TPM2	0.0196078431372549	0.0344827586206897	0.00921658986175115	0.620689655172414	0.485294117647059	0.0225563909774436	0.0810810810810811	0.0294117647058824	0.147058823529412	0	0.666666666666667
ZRANB2-AS2	0.00326797385620915	0	0	0	0.00735294117647059	0	0.00900900900900901	0	0	0	0
SIGLEC7	0.0620915032679739	0.0344827586206897	0.0691244239631336	0	0	0	0	0	0	0.05	0
WARS2	0.0065359477124183	0.00431034482758621	0	0.00689655172413793	0.0294117647058823	0	0.00900900900900901	0	0	0	0
AC018804.7	0.00326797385620915	0	0	0.00689655172413793	0	0.0075187969924812	0	0	0	0	0
PML	0.0490196078431373	0.0431034482758621	0.0460829493087558	0.0137931034482759	0.0147058823529412	0.0225563909774436	0.00900900900900901	0.0294117647058824	0.0294117647058824	0.05	0
EPT1	0.0130718954248366	0.00431034482758621	0.00921658986175115	0.0137931034482759	0.0147058823529412	0.0150375939849624	0.00900900900900901	0	0	0.1	0
ARID1A	0.0196078431372549	0.0474137931034483	0.0414746543778802	0.0620689655172414	0.0661764705882353	0.0977443609022556	0.0630630630630631	0.0588235294117647	0	0	0.111111111111111
LINC00674	0.00326797385620915	0	0	0.0206896551724138	0	0.0300751879699248	0.00900900900900901	0	0	0	0
CKS2	0.160130718954248	0.0905172413793103	0.170506912442396	0.0206896551724138	0.0220588235294118	0.0150375939849624	0.045045045045045	0.0294117647058824	0	0	0.333333333333333
RNASEH2A	0.0359477124183007	0.0129310344827586	0.00460829493087558	0.0137931034482759	0.0147058823529412	0.0150375939849624	0.045045045045045	0	0.0294117647058824	0.05	0
MDM1	0.0065359477124183	0.00431034482758621	0.0138248847926267	0.00689655172413793	0.0294117647058824	0.0150375939849624	0	0	0	0	0
CALR	1.04248366013072	0.594827586206896	0.645161290322581	0.83448275862069	0.522058823529412	0.984962406015037	0.63963963963964	0.352941176470588	0.676470588235294	0.7	0.111111111111111
RP5-1180E21.5	0.00980392156862745	0	0	0.0206896551724138	0.0147058823529412	0	0.00900900900900901	0	0	0	0
FANCM	0.0065359477124183	0	0.00460829493087558	0	0.00735294117647059	0	0	0.0294117647058824	0	0	0
ARL6IP1	0.290849673202614	0.323275862068965	0.354838709677419	0.372413793103448	0.242647058823529	0.18796992481203	0.144144144144144	0.558823529411765	0.264705882352941	0.45	0.222222222222222
RPS20P2	0.00980392156862745	0.021551724137931	0.0138248847926267	0	0.00735294117647059	0	0.036036036036036	0	0.0882352941176471	0	0
TMEM163	0.065359477124183	0.0301724137931034	0.032258064516129	0	0.0147058823529412	0.0075187969924812	0	0.0588235294117647	0	0	0
MAMSTR	0.00980392156862745	0	0	0.0137931034482759	0.0147058823529412	0.0150375939849624	0	0.0294117647058824	0	0	0
RCOR2	0	0	0	0	0.00735294117647059	0.0150375939849624	0.018018018018018	0	0	0	0
RP11-120K24.3	0.00326797385620915	0	0	0	0.0147058823529412	0	0	0	0	0	0
TNRC6C	0.00980392156862745	0.00431034482758621	0.00460829493087558	0.110344827586207	0.0735294117647059	0.0300751879699248	0.0630630630630631	0.0882352941176471	0.0294117647058824	0.05	0.111111111111111
AC107983.4	0.00980392156862745	0.0129310344827586	0.00460829493087558	0	0.0294117647058824	0.0150375939849624	0.018018018018018	0	0.0294117647058824	0	0
PCYT2	0.0196078431372549	0.0129310344827586	0.0184331797235023	0.0344827586206897	0.0441176470588235	0.0225563909774436	0.018018018018018	0.0294117647058824	0	0	0
EIF3K	0.248366013071895	0.301724137931034	0.294930875576037	0.344827586206897	0.205882352941176	0.233082706766917	0.279279279279279	0.264705882352941	0.147058823529412	0.2	0.111111111111111
HNRNPA1P38	0.00326797385620915	0.00431034482758621	0.00460829493087558	0	0	0.0075187969924812	0.036036036036036	0	0	0	0
TMEM182	0	0	0	0.0137931034482759	0	0.0075187969924812	0.00900900900900901	0	0	0	0
RP11-539G18.3	0.00326797385620915	0	0	0.0206896551724138	0	0.0075187969924812	0	0	0	0	0
ZNF559	0.0130718954248366	0.00431034482758621	0	0.0344827586206897	0.0441176470588235	0.0601503759398496	0.00900900900900901	0.0294117647058824	0.0588235294117647	0.05	0
RP11-175B9.3	0.235294117647059	0.538793103448276	0.258064516129032	0.455172413793103	0.389705882352941	0.458646616541353	0.693693693693694	0.588235294117647	0.911764705882353	0.2	0.333333333333333
SNX32	0	0.00431034482758621	0	0	0.0147058823529412	0	0.018018018018018	0	0	0	0
STK35	0.00980392156862745	0.0172413793103448	0.00460829493087558	0.0206896551724138	0.0367647058823529	0.0225563909774436	0.018018018018018	0.0294117647058824	0	0	0
CAPRIN1	0.0816993464052287	0.0603448275862069	0.0599078341013825	0.096551724137931	0.132352941176471	0.0601503759398496	0.0630630630630631	0.0588235294117647	0.0588235294117647	0.05	0.111111111111111
C12orf73	0.0130718954248366	0.0129310344827586	0.00921658986175115	0.0137931034482759	0.0147058823529412	0.0150375939849624	0.00900900900900901	0.0588235294117647	0.0294117647058824	0	0
RP11-566E18.1	0.00326797385620915	0	0	0.00689655172413793	0.00735294117647059	0	0.00900900900900901	0	0	0	0
NANP	0.0163398692810457	0	0.00460829493087558	0.0137931034482759	0.00735294117647059	0.0300751879699248	0.018018018018018	0	0	0	0
TIMP1	0.395424836601307	0.254310344827586	0.387096774193548	1.06896551724138	0.544117647058823	2.81954887218045	1.3963963963964	0.382352941176471	1.02941176470588	0.6	2.11111111111111
RP5-1171I10.5	0.0849673202614379	0.172413793103448	0.0967741935483871	0	0	0	0	0	0	0.25	0
CACNG4	0	0	0	0.00689655172413793	0.0294117647058824	0.0601503759398496	0	0	0.0294117647058824	0	0
SEPT7P6	0	0.00431034482758621	0	0.0827586206896552	0.0220588235294118	0.0601503759398496	0.018018018018018	0	0.0294117647058824	0	0
UBL5	0.568627450980392	0.521551724137931	0.423963133640553	1.02758620689655	0.838235294117647	1.06015037593985	0.864864864864865	0.882352941176471	0.676470588235294	0.4	0.333333333333333
IL17RD	0	0	0.00460829493087558	0	0.0220588235294118	0	0.00900900900900901	0	0	0	0
TUBGCP5	0.00326797385620915	0.00431034482758621	0	0	0.00735294117647059	0.037593984962406	0	0	0	0	0
CDC23	0.0196078431372549	0.0129310344827586	0.0230414746543779	0.0206896551724138	0.0514705882352941	0.0075187969924812	0.027027027027027	0.0294117647058824	0	0.05	0
RP11-237P21.1	0.0065359477124183	0.021551724137931	0	0.00689655172413793	0.00735294117647059	0	0	0	0	0	0
RPL23AP74	0.0326797385620915	0.0689655172413793	0.0691244239631336	0.0758620689655172	0.0441176470588235	0.0601503759398496	0.108108108108108	0.117647058823529	0.117647058823529	0.05	0.111111111111111
BCAM	0.00326797385620915	0.00862068965517241	0.0184331797235023	0.0206896551724138	0.0955882352941176	0.0150375939849624	0.018018018018018	0.0882352941176471	0.0294117647058824	0	0.222222222222222
FAM46C	0.00326797385620915	0	0.0138248847926267	0	0.0220588235294118	0	0.045045045045045	0.0294117647058824	0.0294117647058824	0.15	0
RP11-15E18.5	0.00326797385620915	0.0129310344827586	0.00921658986175115	0.0206896551724138	0.0147058823529412	0.0451127819548872	0.0540540540540541	0.0882352941176471	0.0882352941176471	0	0
SUN1	0.0196078431372549	0.0301724137931034	0.0230414746543779	0.0413793103448276	0.110294117647059	0.037593984962406	0.0540540540540541	0.147058823529412	0.0294117647058824	0.1	0.444444444444444
UBAC1	0.042483660130719	0.0258620689655172	0.0230414746543779	0.0275862068965517	0.0661764705882353	0.0150375939849624	0.018018018018018	0.0294117647058824	0.0294117647058824	0.1	0
RPS5	0.640522875816993	0.646551724137931	0.737327188940092	1.01379310344828	0.610294117647059	0.887218045112782	1.63063063063063	0.970588235294118	0.852941176470588	0.55	0.555555555555555
RP3-399J4.2	0.00980392156862745	0.0129310344827586	0.00460829493087558	0.00689655172413793	0	0.0075187969924812	0	0.0294117647058824	0	0.05	0
CTC-479C5.11	0.00980392156862745	0.0129310344827586	0.0138248847926267	0.00689655172413793	0	0	0.027027027027027	0	0	0	0
APOL1	0.00980392156862745	0.0474137931034483	0.0230414746543779	0	0.0294117647058824	0.0150375939849624	0.018018018018018	0	0	0	0
HNRNPA1	0.673202614379085	0.594827586206896	0.658986175115207	0.496551724137931	0.463235294117647	0.488721804511278	0.522522522522523	0.382352941176471	0.411764705882353	0.35	0.222222222222222
ZMYM3	0.00326797385620915	0.021551724137931	0.0276497695852535	0	0.0588235294117647	0.0150375939849624	0.036036036036036	0.0588235294117647	0	0	0
FBXL7	0.00980392156862745	0.00431034482758621	0	0.0344827586206897	0.0735294117647059	0.0225563909774436	0	0.0294117647058824	0.0294117647058824	0	0.111111111111111
FAM199X	0.0130718954248366	0.0301724137931034	0.0184331797235023	0.0482758620689655	0.0220588235294118	0.0075187969924812	0.027027027027027	0.0294117647058824	0	0	0.111111111111111
MPP3	0	0.00431034482758621	0	0	0.00735294117647059	0	0	0	0	0	0
TECRP1	0.0163398692810458	0.021551724137931	0.0184331797235023	0.0137931034482759	0.0441176470588235	0.0601503759398496	0.036036036036036	0.0294117647058824	0	0	0
SEP15	0.117647058823529	0.189655172413793	0.133640552995392	0.351724137931034	0.25	0.458646616541353	0.378378378378378	0.205882352941176	0.411764705882353	0.05	0
PDXDC1	0.0261437908496732	0.0387931034482759	0.0460829493087558	0.0275862068965517	0.110294117647059	0.0526315789473684	0.0630630630630631	0.0882352941176471	0.0294117647058824	0.05	0
COL6A3	0.140522875816993	0.25	0.115207373271889	0.172413793103448	0.161764705882353	0.135338345864662	0.135135135135135	0.205882352941176	0.0588235294117647	0.3	0.222222222222222
PLXNA4	0	0.00862068965517241	0	0.096551724137931	0.0808823529411765	0.075187969924812	0.00900900900900901	0.0882352941176471	0.0588235294117647	0	0
CTC-458A3.1	0.0065359477124183	0.0129310344827586	0.00921658986175115	0.0206896551724138	0.0441176470588235	0.0225563909774436	0.027027027027027	0	0.0294117647058824	0	0
RPL19	1.24509803921569	1.52586206896552	1.41013824884793	1.12413793103448	0.698529411764706	1.24812030075188	1.85585585585586	1.08823529411765	1.47058823529412	0.8	0.777777777777778
RP11-996F15.6	0.0065359477124183	0.00431034482758621	0	0	0.00735294117647059	0	0	0	0	0	0
RPAP3	0.0196078431372549	0.0129310344827586	0.0184331797235023	0.0344827586206897	0.0220588235294118	0.0300751879699248	0.027027027027027	0	0	0	0
IL32	0	0	0.00921658986175115	0.00689655172413793	0.0294117647058823	0	0.135135135135135	0	0	0	0
AC013437.6	0	0.00431034482758621	0.00460829493087558	0	0.00735294117647059	0.0075187969924812	0	0	0	0	0
KCNK10	0.0130718954248366	0.0129310344827586	0	0	0.00735294117647059	0	0	0	0	0	0
RP11-428J1.5	0.0065359477124183	0	0	0	0	0	0.00900900900900901	0.0294117647058824	0	0	0
TPT1P10	0.00326797385620915	0.0258620689655172	0.0230414746543779	0.0275862068965517	0.00735294117647059	0.0075187969924812	0.018018018018018	0.0294117647058824	0	0	0.111111111111111
PRRT3-AS1	0	0	0.00921658986175115	0.0275862068965517	0.0220588235294118	0.0225563909774436	0	0	0.0294117647058824	0	0
FUT8-AS1	0	0	0	0	0.0220588235294118	0	0	0	0	0	0
PTPRG-AS1	0	0	0	0	0	0	0	0	0	0	0
CDC123	0.0816993464052287	0.0560344827586207	0.032258064516129	0.00689655172413793	0.0367647058823529	0.0150375939849624	0.018018018018018	0	0	0.05	0
NUDT3	0.101307189542484	0.176724137931034	0.0967741935483871	0.0482758620689655	0.0588235294117647	0.0827067669172932	0.171171171171171	0.117647058823529	0.0294117647058824	0	0
EML2	0.0065359477124183	0.00431034482758621	0.00460829493087558	0.0689655172413793	0.102941176470588	0.105263157894737	0.027027027027027	0.0588235294117647	0.0294117647058824	0.15	0
KHNYN	0.0196078431372549	0.0344827586206897	0.0138248847926267	0.00689655172413793	0.0514705882352941	0.0451127819548872	0	0.0294117647058824	0.0588235294117647	0	0
AC073415.2	0	0.00431034482758621	0	0	0	0	0	0.0294117647058824	0	0	0
ABCC5	0.0130718954248366	0.0474137931034483	0.0276497695852535	0.0137931034482759	0.0882352941176471	0	0.018018018018018	0.0882352941176471	0	0.05	0.111111111111111
IFIH1	0.0196078431372549	0.0129310344827586	0.0460829493087558	0	0.0147058823529412	0.0150375939849624	0.018018018018018	0	0	0	0
LUM	0	0	0	0.0344827586206897	0.0147058823529412	0.0225563909774436	0	0	0	0	0.333333333333333
COMMD8	0.0228758169934641	0.00862068965517241	0.00460829493087558	0.0206896551724138	0.0220588235294118	0.0075187969924812	0.00900900900900901	0.0588235294117647	0.0294117647058824	0	0.111111111111111
REC8	0.00980392156862745	0.0301724137931034	0	0.00689655172413793	0.0588235294117647	0	0.00900900900900901	0.0294117647058824	0	0	0
C1orf56	0.0228758169934641	0.0344827586206897	0.0414746543778802	0.0206896551724138	0.0294117647058824	0.0225563909774436	0.0630630630630631	0	0.0294117647058824	0	0.111111111111111
RP11-486G15.1	0	0	0	0	0	0.0075187969924812	0	0	0	0	0
WDR6	0.0261437908496732	0.0689655172413793	0.0737327188940092	0.0758620689655172	0.411764705882353	0.0526315789473684	0.0540540540540541	0.205882352941176	0.117647058823529	0	0
C6orf89	0.0686274509803921	0.0172413793103448	0.0230414746543779	0.0827586206896552	0.0588235294117647	0.0676691729323308	0.0540540540540541	0.147058823529412	0	0	0.111111111111111
CHD9	0.0326797385620915	0.0646551724137931	0.0599078341013825	0.0896551724137931	0.117647058823529	0.0225563909774436	0.036036036036036	0.176470588235294	0.0294117647058824	0.15	0.111111111111111
RP11-506K6.4	0.00326797385620915	0	0	0	0.00735294117647059	0	0	0	0.0294117647058824	0	0
MVP	0.0849673202614379	0.0387931034482759	0.0552995391705069	0.0413793103448276	0.0955882352941176	0.157894736842105	0.0810810810810811	0.117647058823529	0.0294117647058824	0.15	0
C14orf119	0.0686274509803921	0.0474137931034483	0.0184331797235023	0.0275862068965517	0.0661764705882353	0.0451127819548872	0.0630630630630631	0.0588235294117647	0	0.05	0
SWI5	0.0196078431372549	0.0474137931034483	0.0184331797235023	0.0413793103448276	0.0808823529411765	0.0676691729323308	0.045045045045045	0.0294117647058824	0.0294117647058824	0	0
HS3ST3B1	0.0130718954248366	0.00431034482758621	0.0138248847926267	0.00689655172413793	0.0147058823529412	0.037593984962406	0	0	0.0882352941176471	0	0
PGBD1	0	0.00431034482758621	0.00460829493087558	0	0.0147058823529412	0.0150375939849624	0	0	0	0	0
ZNF746	0.0065359477124183	0	0	0.0206896551724138	0.0882352941176471	0.0451127819548872	0.00900900900900901	0.0588235294117647	0.0588235294117647	0.2	0.111111111111111
RP11-430H10.1	0	0	0	0.00689655172413793	0.0147058823529412	0.0075187969924812	0	0.0294117647058824	0	0	0
NUP188	0.0163398692810458	0.0387931034482759	0.0138248847926267	0.0413793103448276	0.0367647058823529	0.0150375939849624	0.0540540540540541	0	0.176470588235294	0	0
NYAP1	0	0	0	0	0.0147058823529412	0.0150375939849624	0	0	0.0294117647058824	0	0
H1F0	0.0784313725490196	0.120689655172414	0.0460829493087558	0.0689655172413793	0.0661764705882353	0.0676691729323308	0.189189189189189	0.0294117647058824	0.0882352941176471	0.35	0.666666666666667
RP11-563H6.1	0.0130718954248366	0.00431034482758621	0.0138248847926267	0	0	0.0075187969924812	0.00900900900900901	0	0	0	0
ANO8	0.0130718954248366	0	0.0184331797235023	0.0413793103448276	0.110294117647059	0.0451127819548872	0	0.0294117647058824	0	0	0
IFT122	0.0326797385620915	0.0129310344827586	0.0230414746543779	0.0206896551724138	0.0367647058823529	0.0075187969924812	0.018018018018018	0.0294117647058824	0	0	0
FGD5-AS1	0.0784313725490196	0.133620689655172	0.032258064516129	0.0620689655172414	0.0588235294117647	0.0526315789473684	0.027027027027027	0.147058823529412	0.117647058823529	0	0
DUS4L	0.00980392156862745	0	0.00460829493087558	0.00689655172413793	0.00735294117647059	0	0.018018018018018	0.0294117647058824	0	0	0
SNHG25	0.258169934640523	0.262931034482759	0.28110599078341	0.462068965517241	0.875	0.586466165413534	0.594594594594595	1.88235294117647	0.176470588235294	0.35	0
RP4-641G12.4	0	0.00431034482758621	0.00460829493087558	0.00689655172413793	0	0	0.00900900900900901	0	0	0	0
KCNJ2	0.00326797385620915	0.00431034482758621	0.0138248847926267	0	0.00735294117647059	0.0075187969924812	0	0.0294117647058824	0	0	0
ERAP1	0.0490196078431373	0.0344827586206897	0.0691244239631336	0.0137931034482759	0.0514705882352941	0.0300751879699248	0.027027027027027	0.117647058823529	0	0	0.111111111111111
ZKSCAN4	0	0.00431034482758621	0	0	0.00735294117647059	0.0075187969924812	0	0	0	0	0
ABCG1	0.0490196078431373	0.0948275862068965	0.0691244239631336	0	0.00735294117647059	0	0.027027027027027	0	0.0294117647058824	0.55	0
DLAT	0.00326797385620915	0.021551724137931	0.0138248847926267	0.0206896551724138	0.0220588235294118	0	0.018018018018018	0.0294117647058824	0.0294117647058824	0	0.111111111111111
PPIAP21	0.0228758169934641	0.0129310344827586	0	0.0344827586206897	0.0441176470588235	0.0150375939849624	0.00900900900900901	0.0294117647058824	0.0588235294117647	0	0
RNASEK	0.0065359477124183	0.00862068965517241	0.00921658986175115	0.0137931034482759	0.00735294117647059	0	0.00900900900900901	0	0	0	0
DDAH1	0.00326797385620915	0.0129310344827586	0	0.0482758620689655	0.117647058823529	0.037593984962406	0.0630630630630631	0.352941176470588	0.0294117647058824	0	0
RP11-520H14.1	0.0130718954248366	0	0	0	0	0	0.00900900900900901	0	0	0	0
CTD-2206G10.2	0.0522875816993464	0.0732758620689655	0.0737327188940092	0.16551724137931	0.132352941176471	0.165413533834586	0.162162162162162	0.323529411764706	0.352941176470588	0.05	0.111111111111111
CRTC2	0.0065359477124183	0.0689655172413793	0.0552995391705069	0.0344827586206897	0.0735294117647059	0.037593984962406	0.027027027027027	0.0294117647058824	0.0588235294117647	0.05	0
SMAD1	0.00326797385620915	0	0	0.00689655172413793	0.00735294117647059	0.0300751879699248	0	0	0	0	0
DDI2	0.0163398692810458	0.0301724137931034	0	0.00689655172413793	0.0441176470588235	0.037593984962406	0.00900900900900901	0.0588235294117647	0	0	0.111111111111111
FAM219B	0.0228758169934641	0.021551724137931	0.0230414746543779	0.0206896551724138	0.0735294117647059	0.0676691729323308	0	0.0294117647058824	0.0294117647058824	0.05	0
SMARCE1P6	0	0	0.0138248847926267	0	0.0147058823529412	0	0	0	0	0	0
NDUFS4	0.0359477124183007	0.0775862068965517	0.0829493087557604	0.179310344827586	0.154411764705882	0.233082706766917	0.162162162162162	0.117647058823529	0.147058823529412	0.25	0.444444444444444
FKBP9P1	0.00326797385620915	0	0.00921658986175115	0.00689655172413793	0	0	0	0	0	0	0
TSTD1	0.0228758169934641	0.0344827586206897	0.032258064516129	0	0	0	0	0	0	0	0
AC092641.2	0.00326797385620915	0.00431034482758621	0	0	0	0	0	0	0	0	0
MTRF1	0.0065359477124183	0.00862068965517241	0.00460829493087558	0.00689655172413793	0.0294117647058824	0.0075187969924812	0.00900900900900901	0.0882352941176471	0	0	0.111111111111111
ARHGEF37	0	0.00431034482758621	0	0.0206896551724138	0.00735294117647059	0	0.018018018018018	0.0588235294117647	0.0294117647058824	0	0
GAPDHP69	0.0849673202614379	0.0517241379310345	0.0414746543778802	0.303448275862069	0.147058823529412	0.338345864661654	0.459459459459459	0.0882352941176471	0.852941176470588	0.15	0
RP11-320P7.2	0	0	0	0	0.0367647058823529	0.0225563909774436	0.00900900900900901	0	0	0	0
BATF	0.0130718954248366	0.0129310344827586	0	0	0	0	0	0	0	0.05	0
ZNF248	0.00980392156862745	0	0	0.00689655172413793	0.0220588235294118	0	0	0.0294117647058824	0	0	0
AC092106.1	0.00326797385620915	0	0	0	0	0	0	0	0	0	0
KREMEN1	0.00326797385620915	0	0.00460829493087558	0.00689655172413793	0.0588235294117647	0.0300751879699248	0	0	0.0588235294117647	0.05	0
ATG14	0.0163398692810457	0.0344827586206897	0.0184331797235023	0.0344827586206897	0.154411764705882	0.0676691729323308	0.027027027027027	0.117647058823529	0.0882352941176471	0.05	0
KIAA1614	0	0	0.00460829493087558	0.00689655172413793	0.00735294117647059	0.0150375939849624	0.00900900900900901	0	0	0	0
GPLD1	0	0.00431034482758621	0	0.00689655172413793	0	0	0	0	0	0	0
ATP1A1-AS1	0.00326797385620915	0.00431034482758621	0.00921658986175115	0.00689655172413793	0	0.0075187969924812	0.018018018018018	0	0	0	0
ACVRL1	0	0	0	0	0.0294117647058824	0.0075187969924812	0	0	0.0294117647058824	0	0.222222222222222
ETNK1	0.0228758169934641	0.0560344827586207	0.0552995391705069	0.0620689655172414	0.0661764705882353	0.0150375939849624	0.036036036036036	0.0588235294117647	0	0	0
TMEM33	0.0457516339869281	0.0689655172413793	0.0506912442396313	0.0344827586206897	0.102941176470588	0.0601503759398496	0.108108108108108	0.0882352941176471	0.0294117647058824	0	0
HSPA8P8	0.00326797385620915	0.00431034482758621	0.00460829493087558	0	0.0147058823529412	0.0075187969924812	0.00900900900900901	0	0	0	0
SAMD9	0.00326797385620915	0.0129310344827586	0.032258064516129	0	0.00735294117647059	0	0.00900900900900901	0.0294117647058824	0	0	0
FASTKD2	0.00980392156862745	0.00431034482758621	0.00460829493087558	0.0137931034482759	0.0220588235294118	0.0150375939849624	0.018018018018018	0.0294117647058824	0.0588235294117647	0	0
ITGB7	0.0130718954248366	0	0	0	0.00735294117647059	0	0.00900900900900901	0	0	0	0
L3HYPDH	0.00980392156862745	0.00431034482758621	0.0138248847926267	0.0344827586206897	0.110294117647059	0.0225563909774436	0	0.0588235294117647	0	0	0
CHD6	0.00326797385620915	0.0431034482758621	0.00921658986175115	0.0551724137931034	0.0514705882352941	0.0225563909774436	0.045045045045045	0.0588235294117647	0	0	0
TCTN3	0.0294117647058824	0.00862068965517241	0	0.0206896551724138	0.0294117647058824	0.037593984962406	0.018018018018018	0.0588235294117647	0	0	0
APOL3	0.0294117647058823	0.021551724137931	0.00921658986175115	0.00689655172413793	0.0588235294117647	0.0225563909774436	0.018018018018018	0.0588235294117647	0	0	0
AKTIP	0.0065359477124183	0.0129310344827586	0.0230414746543779	0.0344827586206897	0.0808823529411765	0.0300751879699248	0.036036036036036	0	0	0	0
ICE1	0.00980392156862745	0.0431034482758621	0.032258064516129	0.0413793103448276	0.0441176470588235	0.0300751879699248	0.018018018018018	0.0588235294117647	0.0294117647058824	0	0
CASP3	0.0163398692810458	0.0258620689655172	0.0138248847926267	0.0482758620689655	0.0514705882352941	0.0225563909774436	0.0540540540540541	0	0.0588235294117647	0.1	0
MRPL42	0.0196078431372549	0.0344827586206897	0.0184331797235023	0.0482758620689655	0.0808823529411765	0.075187969924812	0.045045045045045	0	0	0.1	0
NT5C	0.0980392156862745	0.0862068965517241	0.0506912442396313	0.0482758620689655	0.132352941176471	0.0451127819548872	0.018018018018018	0.117647058823529	0.0294117647058824	0	0
