	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
PTMA	 2.544378e-20	 0.2598001	0.978	0.928	 5.162797e-16	0	PTMA
RPL27A	 3.011934e-20	 0.2655219	0.976	0.940	 6.111515e-16	0	RPL27A
KCTD12	 4.144934e-20	-0.4200762	0.049	0.202	 8.410486e-16	0	KCTD12
RPS21	 4.322112e-20	 0.2908391	0.900	0.789	 8.769997e-16	0	RPS21
RPS5	 1.256786e-19	 0.2724324	0.949	0.864	 2.550144e-15	0	RPS5
RPS14	 2.284339e-19	 0.2585087	0.960	0.919	 4.635152e-15	0	RPS14
PCSK1N	 4.331449e-19	-0.2903099	0.228	0.446	 8.788943e-15	0	PCSK1N
NREP	 4.653768e-19	-0.2844832	0.095	0.273	 9.442960e-15	0	NREP
RPL18A	 4.798949e-19	 0.2832150	0.858	0.753	 9.737548e-15	0	RPL18A
SOX11	 1.179461e-18	-0.3376813	0.219	0.427	 2.393245e-14	0	SOX11
RPS13	 1.814562e-18	 0.2651587	0.907	0.810	 3.681928e-14	0	RPS13
RPS12	 1.964415e-18	 0.2807876	0.936	0.875	 3.985994e-14	0	RPS12
CRYAB	 8.694227e-18	-0.7036841	0.055	0.190	 1.764146e-13	0	CRYAB
IGFBP5	 1.317785e-17	-0.4883582	0.126	0.303	 2.673918e-13	0	IGFBP5
LMO4	 1.758929e-17	-0.3544817	0.153	0.333	 3.569044e-13	0	LMO4
APOE	 3.187657e-17	-0.4831298	0.018	0.120	 6.468074e-13	0	APOE
ELAVL4	 1.757676e-16	-0.2766417	0.139	0.320	 3.566500e-12	0	ELAVL4
STMN2	 2.557143e-16	-0.4406924	0.228	0.392	 5.188699e-12	0	STMN2
RPS3A	 6.805362e-16	 0.2514004	0.836	0.730	 1.380876e-11	0	RPS3A
ITM2C	 8.717618e-16	-0.3583729	0.137	0.297	 1.768892e-11	0	ITM2C
ID3	 2.407604e-15	-0.4281098	0.053	0.170	 4.885269e-11	0	ID3
IGFBP7	 7.027500e-15	-0.4754082	0.018	0.116	 1.425950e-10	0	IGFBP7
RPS11	 7.437959e-15	 0.2543624	0.931	0.874	 1.509236e-10	0	RPS11
CLU	 1.250992e-14	-0.5372948	0.091	0.228	 2.538387e-10	0	CLU
MAP2	 3.219963e-14	-0.2675317	0.310	0.500	 6.533627e-10	0	MAP2
SPARC	 3.492203e-14	-0.5144635	0.080	0.207	 7.086029e-10	0	SPARC
MARCKSL1	 6.164322e-14	-0.2848832	0.553	0.681	 1.250803e-09	0	MARCKSL1
HLA-B	 5.346898e-13	-0.3554463	0.221	0.390	 1.084939e-08	0	HLA-B
HLA-C	 8.927424e-13	-0.2595775	0.150	0.308	 1.811464e-08	0	HLA-C
STMN4	 1.136770e-12	-0.3162520	0.230	0.380	 2.306619e-08	0	STMN4
FOS	 2.531533e-12	-0.5114976	0.170	0.309	 5.136734e-08	0	FOS
TUBB2A	 7.849815e-12	-0.3309622	0.376	0.515	 1.592806e-07	0	TUBB2A
HSPA1B	 2.115226e-11	-0.3311275	0.241	0.403	 4.292006e-07	0	HSPA1B
GFAP	 2.131245e-11	-0.5169573	0.071	0.157	 4.324510e-07	0	GFAP
HSPA1A	 9.567810e-11	-0.3161842	0.170	0.308	 1.941404e-06	0	HSPA1A
IFI6	 1.064093e-10	-0.6762120	0.323	0.410	 2.159152e-06	0	IFI6
VIM	 1.376143e-10	-0.4048361	0.102	0.214	 2.792332e-06	0	VIM
MT2A	 2.758814e-10	-0.6388557	0.190	0.258	 5.597909e-06	0	MT2A
CALM1	 3.170674e-10	-0.2604512	0.564	0.693	 6.433614e-06	0	CALM1
CST3	 5.078185e-10	-0.5649976	0.283	0.392	 1.030414e-05	0	CST3
IFITM3	 1.263577e-09	-0.3284541	0.122	0.237	 2.563924e-05	0	IFITM3
MT1X	 1.503151e-09	-0.3815949	0.080	0.171	 3.050043e-05	0	MT1X
TMSB4X	 4.204538e-09	-0.3059374	0.947	0.943	 8.531428e-05	0	TMSB4X
B2M	 1.235318e-08	-0.4451157	0.367	0.480	 2.506584e-04	0	B2M
UCHL1	 1.488913e-08	-0.2532957	0.500	0.632	 3.021153e-04	0	UCHL1
HLA-A	 3.937093e-08	-0.2692750	0.283	0.417	 7.988756e-04	0	HLA-A
EGR1	 4.335521e-08	-0.4080226	0.177	0.282	 8.797206e-04	0	EGR1
ISG15	 7.284492e-06	-0.3320023	0.204	0.274	 1.478096e-01	0	ISG15
B4GALNT1	 2.059112e-05	-0.2925175	0.527	0.561	 4.178144e-01	0	B4GALNT1
PLP1	 4.222322e-05	-0.3142272	0.093	0.153	 8.567514e-01	0	PLP1
MT3	 8.986244e-04	-0.2597092	0.179	0.209	 1.000000e+00	0	MT3
OLIG1	3.945846e-137	 1.0125003	0.673	0.148	8.006515e-133	1	OLIG1
SMOC1	 5.480391e-68	 0.5652547	0.638	0.222	 1.112026e-63	1	SMOC1
DLL3	 2.157694e-64	 0.4668358	0.460	0.111	 4.378177e-60	1	DLL3
SCD5	 6.085488e-63	 0.5683321	0.654	0.320	 1.234806e-58	1	SCD5
OLIG2	 1.341701e-53	 0.3520900	0.368	0.079	 2.722446e-49	1	OLIG2
CCND2	 1.934775e-45	 0.5278906	0.648	0.362	 3.925852e-41	1	CCND2
RP11-849I19.1	 2.569666e-43	 0.4114232	0.499	0.182	 5.214109e-39	1	RP11-849I19.1
NPPA	 2.597597e-41	 0.3214483	0.341	0.081	 5.270783e-37	1	NPPA
HES6	 1.517373e-39	 0.3997083	0.522	0.210	 3.078901e-35	1	HES6
GLCCI1	 8.638569e-38	 0.2993461	0.352	0.109	 1.752852e-33	1	GLCCI1
FXYD6	 1.656297e-37	 0.4121960	0.664	0.379	 3.360791e-33	1	FXYD6
C1orf61	 7.800965e-37	 0.4286249	0.911	0.707	 1.582894e-32	1	C1orf61
MARCKS	 7.317236e-36	 0.3854003	0.931	0.800	 1.484740e-31	1	MARCKS
GRIA2	 2.523896e-35	 0.3451553	0.469	0.192	 5.121238e-31	1	GRIA2
PTPRZ1	 8.273298e-35	 0.3681202	0.643	0.331	 1.678735e-30	1	PTPRZ1
BCAN	 2.621530e-34	 0.2676526	0.638	0.329	 5.319347e-30	1	BCAN
NOVA1	 7.584117e-33	 0.3832365	0.730	0.493	 1.538893e-28	1	NOVA1
MAP2.1	 9.553269e-33	 0.3972551	0.698	0.434	 1.938454e-28	1	MAP2
DBI	 3.928186e-32	 0.3751747	0.863	0.630	 7.970683e-28	1	DBI
CCND1	 6.081836e-32	 0.2894340	0.314	0.089	 1.234065e-27	1	CCND1
IFITM3.1	 2.100259e-31	-0.5418604	0.039	0.250	 4.261635e-27	1	IFITM3
EGFR	 2.779362e-30	 0.2998607	0.295	0.091	 5.639604e-26	1	EGFR
VIM.1	 2.452995e-28	-0.6150172	0.034	0.224	 4.977372e-24	1	VIM
ADGRG1	 1.773833e-27	 0.2926085	0.538	0.270	 3.599284e-23	1	ADGRG1
B2M.1	 7.498329e-27	-0.7366278	0.300	0.490	 1.521486e-22	1	B2M
SCRG1	 7.977138e-26	 0.3336814	0.638	0.366	 1.618641e-21	1	SCRG1
DLX6-AS1.1	 1.358781e-25	-0.5596471	0.016	0.175	 2.757102e-21	1	DLX6-AS1
PCP4	 2.831889e-24	 0.3308100	0.462	0.216	 5.746185e-20	1	PCP4
ZNF462	 3.625429e-24	 0.2690276	0.362	0.161	 7.356359e-20	1	ZNF462
SPARC.1	 1.568900e-23	-0.6094103	0.039	0.213	 3.183455e-19	1	SPARC
SOX2	 1.723932e-22	 0.3038693	0.634	0.392	 3.498030e-18	1	SOX2
GADD45G	 3.691517e-22	 0.3112125	0.389	0.190	 7.490456e-18	1	GADD45G
ETV1	 3.711487e-20	 0.2931529	0.368	0.171	 7.530979e-16	1	ETV1
CRYAB.1	 6.673862e-20	-0.7836466	0.041	0.191	 1.354193e-15	1	CRYAB
APOE.1	 2.227878e-19	-0.5095031	0.005	0.121	 4.520587e-15	1	APOE
KCTD12.1	 2.410078e-19	-0.4181411	0.048	0.201	 4.890288e-15	1	KCTD12
CLU.1	 3.278350e-18	-0.6382073	0.082	0.229	 6.652100e-14	1	CLU
GFAP.1	 8.889228e-17	-0.6240719	0.039	0.161	 1.803713e-12	1	GFAP
SOX2-OT	 1.065898e-16	 0.3009729	0.565	0.392	 2.162814e-12	1	SOX2-OT
FTH1	 2.230076e-16	-0.3561933	0.979	0.977	 4.525047e-12	1	FTH1
RP11-620J15.3	 2.998823e-16	-0.5529425	0.735	0.813	 6.084912e-12	1	RP11-620J15.3
RBP1	 7.974615e-16	 0.2592486	0.705	0.512	 1.618129e-11	1	RBP1
HLA-C.1	 5.576582e-15	-0.3032115	0.160	0.305	 1.131544e-10	1	HLA-C
MT2A.1	 8.451129e-15	-0.7449681	0.130	0.267	 1.714819e-10	1	MT2A
SOX4.1	 1.104202e-14	 0.2563071	0.748	0.553	 2.240537e-10	1	SOX4
NREP.1	 1.827287e-14	-0.2561696	0.117	0.269	 3.707748e-10	1	NREP
HLA-B.1	 2.183402e-14	-0.4223698	0.249	0.384	 4.430341e-10	1	HLA-B
UBE2C	 2.939902e-14	-0.3144180	0.057	0.176	 5.965354e-10	1	UBE2C
PTTG1	 8.557671e-14	-0.3594459	0.114	0.227	 1.736437e-09	1	PTTG1
UBC	 9.967397e-14	-0.2884537	0.490	0.635	 2.022485e-09	1	UBC
HLA-A.1	 1.423587e-13	-0.3684752	0.297	0.414	 2.888599e-09	1	HLA-A
IGFBP7.1	 1.493042e-13	-0.5011108	0.016	0.116	 3.029532e-09	1	IGFBP7
EIF1	 1.516087e-13	-0.2574084	0.506	0.620	 3.076293e-09	1	EIF1
FOS.1	 4.230869e-13	-0.5318308	0.195	0.304	 8.584855e-09	1	FOS
ID3.1	 4.623173e-12	-0.4185937	0.064	0.167	 9.380881e-08	1	ID3
TPT1	 5.308295e-11	-0.2539358	0.716	0.806	 1.077106e-06	1	TPT1
TMSB4X.1	 9.611311e-11	-0.4160996	0.941	0.944	 1.950231e-06	1	TMSB4X
IFI6.1	 1.924411e-10	-0.6687707	0.316	0.411	 3.904822e-06	1	IFI6
TMSB10	 2.081950e-10	-0.3603266	0.984	0.969	 4.224484e-06	1	TMSB10
SPARCL1.1	 2.601921e-10	-0.4401386	0.080	0.179	 5.279558e-06	1	SPARCL1
OS9	 6.989343e-10	-0.3147820	0.652	0.725	 1.418208e-05	1	OS9
ISG15.1	 8.836494e-10	-0.3503639	0.229	0.269	 1.793013e-05	1	ISG15
HSPB1	 7.956912e-09	-0.2604164	0.153	0.255	 1.614537e-04	1	HSPB1
HSP90AA1	 9.845318e-09	-0.2588987	0.796	0.853	 1.997714e-04	1	HSP90AA1
S100A6	 1.291068e-08	-0.3289289	0.158	0.269	 2.619707e-04	1	S100A6
MT1X.1	 2.773660e-08	-0.3823048	0.080	0.171	 5.628034e-04	1	MT1X
JUN.1	 4.353449e-08	-0.3022996	0.236	0.353	 8.833584e-04	1	JUN
CST3.1	 1.087455e-07	-0.4815054	0.366	0.378	 2.206554e-03	1	CST3
MT3.1	 2.355274e-07	-0.3544656	0.151	0.214	 4.779086e-03	1	MT3
EGR1.1	 4.302928e-06	-0.3416227	0.220	0.275	 8.731070e-02	1	EGR1
IGFBP5.1	 8.348762e-06	-0.2965137	0.229	0.285	 1.694047e-01	1	IGFBP5
FTL	 6.611973e-05	-0.2563375	0.799	0.800	 1.000000e+00	1	FTL
DLX6-AS1.2	1.032720e-248	 1.6473800	0.836	0.067	2.095492e-244	2	DLX6-AS1
MEG3.1	4.405638e-149	 1.2065127	0.854	0.299	8.939480e-145	2	MEG3
KCTD12.2	3.992211e-126	 1.0821162	0.702	0.114	8.100596e-122	2	KCTD12
DLX5	5.139314e-117	 0.5931641	0.547	0.045	1.042818e-112	2	DLX5
TCF4.1	1.080127e-112	 0.8144219	0.883	0.416	2.191685e-108	2	TCF4
STMN1	1.533031e-111	 0.7706023	0.988	0.768	3.110674e-107	2	STMN1
PLXNA4	7.325429e-106	 0.5869573	0.512	0.049	1.486403e-101	2	PLXNA4
STMN2.1	1.086436e-105	 0.8886178	0.880	0.304	2.204487e-101	2	STMN2
TUBB2A.1	4.372344e-103	 0.8250741	0.886	0.446	 8.871924e-99	2	TUBB2A
LMO4.1	4.571124e-103	 0.9086586	0.711	0.256	 9.275268e-99	2	LMO4
SOX4.2	9.133556e-100	 0.8287971	0.933	0.536	 1.853290e-95	2	SOX4
NSG1	 1.777605e-99	 0.7094099	0.763	0.263	 3.606939e-95	2	NSG1
NREP.2	 8.286063e-95	 0.6877481	0.719	0.188	 1.681325e-90	2	NREP
CELF4	 3.826632e-91	 0.5562298	0.553	0.085	 7.764619e-87	2	CELF4
TERF2IP	 2.104951e-88	 0.6431687	0.822	0.341	 4.271155e-84	2	TERF2IP
DYNC1I1	 1.284510e-86	 0.4469900	0.471	0.050	 2.606400e-82	2	DYNC1I1
DCX	 2.380946e-83	 0.6047701	0.696	0.199	 4.831177e-79	2	DCX
PBX1	 4.617424e-83	 0.5956384	0.591	0.151	 9.369216e-79	2	PBX1
TUBB2B	 6.559043e-83	 0.6316591	0.991	0.799	 1.330895e-78	2	TUBB2B
ELAVL4.1	 1.761225e-81	 0.6604689	0.734	0.238	 3.573702e-77	2	ELAVL4
STMN4.1	 4.837599e-79	 0.6942476	0.807	0.302	 9.815972e-75	2	STMN4
SYT1	 2.902061e-75	 0.5104764	0.518	0.094	 5.888572e-71	2	SYT1
HMP19	 6.018252e-75	 0.5811815	0.675	0.195	 1.221163e-70	2	HMP19
TMSB10.1	 2.128790e-71	 0.6161371	0.997	0.968	 4.319528e-67	2	TMSB10
CADM1	 4.665430e-71	 0.5438692	0.591	0.164	 9.466623e-67	2	CADM1
MARCKSL1.1	 2.205758e-69	 0.5571108	0.936	0.628	 4.475704e-65	2	MARCKSL1
UCHL1.1	 6.478715e-67	 0.6385203	0.880	0.579	 1.314596e-62	2	UCHL1
AP1S2	 4.528948e-66	 0.5581188	0.550	0.137	 9.189689e-62	2	AP1S2
DLX1	 3.850530e-64	 0.3251232	0.313	0.023	 7.813110e-60	2	DLX1
MALAT1.1	 1.906102e-63	 0.7320560	0.991	0.930	 3.867672e-59	2	MALAT1
PCSK1N.1	 2.718753e-63	 0.5794703	0.775	0.369	 5.516622e-59	2	PCSK1N
TUBA1A	 4.297062e-63	 0.5678542	1.000	0.968	 8.719168e-59	2	TUBA1A
DCLK1	 5.549264e-63	 0.4783807	0.596	0.166	 1.126001e-58	2	DCLK1
IGFBP5.2	 8.936374e-62	 0.8964682	0.637	0.232	 1.813280e-57	2	IGFBP5
RPS19.1	 2.311364e-58	-0.6085087	0.901	0.974	 4.689989e-54	2	RPS19
GPC2	 5.816241e-58	 0.4898635	0.594	0.196	 1.180173e-53	2	GPC2
DLX6	 8.068452e-56	 0.3060417	0.284	0.022	 1.637170e-51	2	DLX6
STC1	 9.970378e-56	 0.4420645	0.424	0.079	 2.023089e-51	2	STC1
ARL4C	 1.007148e-54	 0.4758018	0.614	0.207	 2.043603e-50	2	ARL4C
SCG2	 5.318252e-54	 0.3521207	0.389	0.063	 1.079126e-49	2	SCG2
MAP1B.1	 5.493363e-54	 0.5527936	0.792	0.410	 1.114658e-49	2	MAP1B
NRXN1	 2.780317e-53	 0.4141458	0.491	0.127	 5.641542e-49	2	NRXN1
RPLP1.1	 1.136240e-49	-0.5595850	0.801	0.935	 2.305544e-45	2	RPLP1
SPOCK1	 2.556580e-49	 0.3464601	0.336	0.049	 5.187557e-45	2	SPOCK1
C4orf48	 9.914964e-49	 0.4863815	0.819	0.486	 2.011845e-44	2	C4orf48
NRXN2	 1.643567e-48	 0.4034430	0.497	0.148	 3.334961e-44	2	NRXN2
ATP1B1	 9.251973e-47	 0.4999090	0.544	0.187	 1.877318e-42	2	ATP1B1
YWHAG	 1.222204e-46	 0.4755331	0.690	0.344	 2.479974e-42	2	YWHAG
NNAT	 1.361361e-45	 0.5018167	0.751	0.373	 2.762338e-41	2	NNAT
MLLT11	 1.053509e-44	 0.4298415	0.740	0.348	 2.137676e-40	2	MLLT11
CRABP1	 4.587078e-43	 0.6978758	0.298	0.043	 9.307639e-39	2	CRABP1
RBFOX2	 4.010026e-41	 0.3609686	0.500	0.165	 8.136744e-37	2	RBFOX2
DKK3	 1.866787e-40	 0.3578028	0.442	0.122	 3.787898e-36	2	DKK3
CDH2	 1.159616e-39	 0.3722058	0.485	0.160	 2.352976e-35	2	CDH2
RPL41.1	 1.925798e-39	-0.4975104	0.930	0.972	 3.907637e-35	2	RPL41
ZEB2	 2.764296e-39	 0.3780246	0.535	0.187	 5.609034e-35	2	ZEB2
GPD1	 1.056478e-38	 0.2800134	0.249	0.032	 2.143699e-34	2	GPD1
SERINC1	 1.110517e-38	 0.3367217	0.491	0.159	 2.253351e-34	2	SERINC1
RPL12.1	 2.254286e-38	-0.5406181	0.538	0.791	 4.574173e-34	2	RPL12
RPS2.1	 2.412393e-38	-0.4938733	0.950	0.974	 4.894987e-34	2	RPS2
AGAP2	 3.058726e-37	 0.4810788	0.608	0.286	 6.206461e-33	2	AGAP2
SOX11.1	 4.935849e-37	 0.4834030	0.699	0.359	 1.001533e-32	2	SOX11
KIDINS220	 1.290615e-36	 0.3167801	0.477	0.157	 2.618786e-32	2	KIDINS220
PPFIBP1	 1.359563e-36	 0.2530845	0.292	0.051	 2.758689e-32	2	PPFIBP1
NDRG4	 1.753733e-36	 0.3359039	0.409	0.122	 3.558500e-32	2	NDRG4
BASP1	 1.839062e-36	 0.4235820	0.652	0.310	 3.731641e-32	2	BASP1
TMSB4X.2	 2.144482e-36	 0.4694394	0.997	0.937	 4.351369e-32	2	TMSB4X
TIMP2	 2.363958e-36	 0.3820881	0.471	0.164	 4.796707e-32	2	TIMP2
KLC1	 3.789033e-36	 0.3689459	0.594	0.263	 7.688326e-32	2	KLC1
HAP1	 5.492927e-36	 0.4360892	0.731	0.431	 1.114570e-31	2	HAP1
TTC3	 1.018183e-35	 0.4266332	0.708	0.418	 2.065996e-31	2	TTC3
ZNF428	 1.355747e-35	 0.3846254	0.731	0.413	 2.750946e-31	2	ZNF428
DPYSL3	 1.420871e-35	 0.4470276	0.734	0.406	 2.883090e-31	2	DPYSL3
SLAIN1	 2.158603e-34	 0.3161260	0.345	0.087	 4.380022e-30	2	SLAIN1
MAP4	 2.538251e-34	 0.3063747	0.573	0.235	 5.150364e-30	2	MAP4
FNBP1L	 2.387483e-33	 0.2796331	0.354	0.090	 4.844441e-29	2	FNBP1L
RPS6	 2.980714e-33	-0.4717217	0.684	0.856	 6.048168e-29	2	RPS6
RPLP2.1	 6.829797e-33	-0.4260548	0.904	0.972	 1.385834e-28	2	RPLP2
CRMP1	 1.465155e-32	 0.3566531	0.544	0.235	 2.972946e-28	2	CRMP1
APLP1	 2.137688e-32	 0.3425584	0.544	0.225	 4.337582e-28	2	APLP1
GNAO1	 4.093847e-32	 0.3234022	0.415	0.135	 8.306825e-28	2	GNAO1
YWHAB	 1.599620e-31	 0.3925589	0.766	0.496	 3.245789e-27	2	YWHAB
ZFP36L1	 1.799551e-31	-0.3941068	0.009	0.233	 3.651469e-27	2	ZFP36L1
EIF4G2	 1.900357e-30	 0.3634255	0.673	0.371	 3.856014e-26	2	EIF4G2
RPS16.1	 5.169617e-30	-0.4064507	0.901	0.953	 1.048967e-25	2	RPS16
OLIG1.1	 9.749393e-30	-0.4732237	0.020	0.248	 1.978249e-25	2	OLIG1
PKIA	 1.050543e-29	 0.2876821	0.401	0.130	 2.131658e-25	2	PKIA
SMOC1.1	 1.514656e-29	-0.4648630	0.058	0.309	 3.073389e-25	2	SMOC1
RPS8.1	 1.110832e-28	-0.3818741	0.895	0.951	 2.253989e-24	2	RPS8
MT2A.2	 1.127446e-28	-0.9104520	0.038	0.274	 2.287700e-24	2	MT2A
RPS20.1	 1.221915e-28	-0.3984083	0.722	0.865	 2.479389e-24	2	RPS20
CALM1.1	 2.482507e-28	 0.3671735	0.877	0.648	 5.037255e-24	2	CALM1
BCAN.1	 3.675514e-28	-0.5282935	0.132	0.403	 7.457985e-24	2	BCAN
RP11-849I19.1.1	 5.266814e-28	-0.3234685	0.029	0.252	 1.068689e-23	2	RP11-849I19.1
H3F3A	 1.453917e-27	 0.3034165	0.971	0.900	 2.950142e-23	2	H3F3A
RPRM	 1.946501e-27	 0.2756013	0.260	0.063	 3.949646e-23	2	RPRM
DAAM1	 3.660617e-27	 0.3261177	0.471	0.191	 7.427759e-23	2	DAAM1
ARHGEF7	 3.780825e-27	 0.2944104	0.491	0.203	 7.671672e-23	2	ARHGEF7
WDR82	 6.532934e-27	 0.3296229	0.588	0.306	 1.325598e-22	2	WDR82
CD24	 1.009493e-26	 0.3536726	0.664	0.362	 2.048363e-22	2	CD24
RPS18.1	 1.239204e-26	-0.4652182	0.839	0.916	 2.514469e-22	2	RPS18
SNAP25	 1.805862e-26	 0.2834210	0.336	0.104	 3.664274e-22	2	SNAP25
RPS23	 2.110969e-26	-0.4014577	0.822	0.926	 4.283368e-22	2	RPS23
GAP43	 4.558760e-26	 0.3375605	0.503	0.217	 9.250181e-22	2	GAP43
PTTG1.1	 6.398895e-26	-0.4715473	0.029	0.234	 1.298400e-21	2	PTTG1
TUBA1B	 6.983868e-26	-0.5386316	0.822	0.871	 1.417097e-21	2	TUBA1B
RPLP0	 7.094262e-26	-0.3890861	0.509	0.717	 1.439497e-21	2	RPLP0
RTN4	 7.950281e-26	 0.3498395	0.693	0.429	 1.613191e-21	2	RTN4
RPL27A.1	 1.046886e-25	-0.3813512	0.906	0.950	 2.124237e-21	2	RPL27A
GAPDH	 1.231061e-25	-0.4473603	0.956	0.974	 2.497946e-21	2	GAPDH
RP11-620J15.3.1	 2.620287e-25	-0.7605566	0.667	0.819	 5.316823e-21	2	RP11-620J15.3
BLCAP	 4.611771e-25	 0.2524513	0.439	0.172	 9.357746e-21	2	BLCAP
RPS21.1	 6.206000e-25	-0.4004966	0.658	0.823	 1.259259e-20	2	RPS21
GNG5	 1.738368e-24	-0.2908021	0.044	0.260	 3.527323e-20	2	GNG5
C1orf61.1	 1.313000e-23	-0.7640429	0.620	0.750	 2.664209e-19	2	C1orf61
MAP2.2	 1.459241e-23	 0.3283903	0.725	0.440	 2.960947e-19	2	MAP2
ACOT7	 2.275647e-23	 0.2768624	0.444	0.191	 4.617515e-19	2	ACOT7
HMGB2	 2.719793e-23	-0.4485784	0.088	0.293	 5.518733e-19	2	HMGB2
TXN	 2.776027e-23	 0.3744969	0.757	0.518	 5.632836e-19	2	TXN
RP11-466H18.1.1	 4.569898e-23	-0.3486591	0.477	0.616	 9.272780e-19	2	RP11-466H18.1
SLC25A4	 8.397561e-23	 0.2635903	0.444	0.187	 1.703949e-18	2	SLC25A4
CKS2	 9.695754e-23	-0.3273436	0.050	0.248	 1.967365e-18	2	CKS2
RPL8.1	 1.413801e-22	-0.3497858	0.687	0.848	 2.868744e-18	2	RPL8
RPL32.1	 2.491262e-22	-0.3893174	0.933	0.970	 5.055020e-18	2	RPL32
MAP4K4	 2.498575e-22	 0.2617860	0.436	0.187	 5.069859e-18	2	MAP4K4
RPL39.1	 4.104951e-22	-0.3684128	0.810	0.911	 8.329357e-18	2	RPL39
CDK4	 6.717941e-22	-0.7329016	0.912	0.950	 1.363137e-17	2	CDK4
LDHB	 1.499745e-21	-0.3621122	0.535	0.730	 3.043132e-17	2	LDHB
PAFAH1B3	 2.000562e-21	 0.3087716	0.620	0.365	 4.059339e-17	2	PAFAH1B3
EIF4A2	 2.231494e-21	 0.3071891	0.751	0.515	 4.527924e-17	2	EIF4A2
UBE2C.1	 3.794207e-21	-0.3676871	0.015	0.178	 7.698825e-17	2	UBE2C
AC016739.2	 7.059564e-21	-0.3402918	0.304	0.522	 1.432456e-16	2	AC016739.2
VAMP2	 7.183865e-21	 0.2600742	0.401	0.171	 1.457678e-16	2	VAMP2
TTYH1	 9.125149e-21	-0.3238948	0.038	0.225	 1.851584e-16	2	TTYH1
GNB2L1	 2.005273e-20	-0.3736805	0.547	0.736	 4.068900e-16	2	GNB2L1
RPL19	 4.072659e-20	-0.3227423	0.830	0.903	 8.263832e-16	2	RPL19
VIM.2	 4.196027e-20	-0.5926126	0.044	0.216	 8.514157e-16	2	VIM
BEX1	 4.212522e-20	 0.2875429	0.681	0.420	 8.547629e-16	2	BEX1
H2AFZ	 5.407454e-20	-0.3779746	0.284	0.489	 1.097227e-15	2	H2AFZ
RPL29	 1.057863e-19	-0.3303227	0.725	0.832	 2.146511e-15	2	RPL29
RPS27	 1.311213e-19	-0.3421415	0.749	0.877	 2.660583e-15	2	RPS27
