	0	1	2	3	4	5	6	7	8	9	10	11	12	13
ZSCAN9	0.016260162601626	0.032520325203252	0.0135869565217391	0.0114285714285714	0.00928792569659443	0.0190114068441065	0.0126582278481013	0.0210526315789474	0	0.0392156862745098	0.125	0.0512820512820513	0	0
RP13-514E23.1	0.0146341463414634	0.00650406504065041	0.00543478260869565	0.00571428571428571	0	0	0.00421940928270042	0.0105263157894737	0	0	0.0416666666666667	0.0256410256410256	0	0
CTC-471J1.10	0.0032520325203252	0.0016260162601626	0	0.00285714285714286	0	0	0	0	0	0	0.0208333333333333	0.0256410256410256	0	0
SLC25A25-AS1	0.00975609756097561	0.0146341463414634	0.00815217391304348	0.0171428571428571	0.00928792569659443	0.0228136882129278	0.0253164556962025	0	0	0.0196078431372549	0.0416666666666667	0	0	0
RPL3P10	0.0211382113821138	0.0178861788617886	0.0217391304347826	0.0228571428571429	0.00928792569659443	0	0.0675105485232067	0.0210526315789474	0	0.0196078431372549	0.0416666666666667	0.0256410256410256	0.117647058823529	0
ATF4P4	0.0227642276422764	0.0211382113821138	0.0298913043478261	0.0342857142857143	0.0495356037151703	0.0190114068441065	0.0548523206751055	0.031578947368421	0.0588235294117647	0.0392156862745098	0	0.0512820512820513	0.0588235294117647	0
AD000684.2	0.0032520325203252	0	0	0.00285714285714286	0.00619195046439629	0.00380228136882129	0	0	0	0	0	0	0	0
RPL36AP40	0.00650406504065041	0.0211382113821138	0.0298913043478261	0.0114285714285714	0.00619195046439629	0.00760456273764259	0.0126582278481013	0	0.0294117647058824	0.0392156862745098	0	0	0	0
SGOL1	0.0032520325203252	0.0048780487804878	0	0.0114285714285714	0.340557275541796	0.00760456273764259	0	0	0	0	0.0625	0	0	0
TPM2	0.0113821138211382	0.0178861788617886	0.00543478260869565	0.0114285714285714	0.0185758513931889	0.0114068441064639	0.0337552742616034	1	0	0.0392156862745098	0	0	0.294117647058823	0
ZRANB2-AS2	0.0032520325203252	0	0.00543478260869565	0	0.00309597523219814	0	0	0.0105263157894737	0	0	0	0	0	0
SIGLEC7	0	0	0.016304347826087	0	0	0	0	0	0	0	0	0	0	0
WARS2	0.0016260162601626	0.0048780487804878	0.00543478260869565	0.00285714285714286	0.0123839009287926	0.00380228136882129	0.0168776371308017	0	0	0	0	0.0256410256410256	0	0
RP11-3D4.3	0.0048780487804878	0.0032520325203252	0	0.00285714285714286	0.00309597523219814	0	0.00421940928270042	0	0	0	0	0	0	0
CDKL2	0.0032520325203252	0	0	0.00285714285714286	0.00309597523219814	0.00380228136882129	0	0	0	0	0	0	0	0
AC018804.7	0.0032520325203252	0	0.00543478260869565	0.00571428571428571	0.00309597523219814	0	0.00843881856540084	0	0	0	0	0	0	0
PML	0.0178861788617886	0.0227642276422764	0.016304347826087	0.0228571428571429	0.0185758513931889	0.00760456273764259	0.0464135021097046	0.0421052631578947	0	0.0196078431372549	0.0208333333333333	0	0.0588235294117647	0.125
EPT1	0.0439024390243902	0.0357723577235772	0.0108695652173913	0.0171428571428571	0.0340557275541796	0.0152091254752852	0.00421940928270042	0.0105263157894737	0.0294117647058824	0.0196078431372549	0.0208333333333333	0	0	0
ARID1A	0.0845528455284553	0.0682926829268293	0.0760869565217391	0.0657142857142857	0.13312693498452	0.091254752851711	0.126582278481013	0.0631578947368421	0.0882352941176471	0.117647058823529	0.125	0	0.176470588235294	0
LINC00674	0.0682926829268293	0.0861788617886179	0.0190217391304348	0.102857142857143	0.086687306501548	0.0836501901140684	0.0717299578059072	0.0210526315789474	0.0294117647058824	0.0392156862745098	0.0208333333333333	0.128205128205128	0	0.125
CKS2	0.0796747967479675	0.11869918699187	0.165760869565217	0.305714285714286	1.28792569659443	0.0798479087452471	0.312236286919831	0.294736842105263	0	0.0588235294117647	0.375	0.0256410256410256	0.0588235294117647	0.5
RNASEH2A	0.048780487804878	0.0439024390243902	0.0407608695652174	0.0542857142857143	0.291021671826625	0.0570342205323194	0.0253164556962025	0.0210526315789474	0.0294117647058824	0	0.145833333333333	0.102564102564103	0.0588235294117647	0
MDM1	0.0439024390243902	0.0130081300813008	0.016304347826087	0.0457142857142857	0.0557275541795666	0.0152091254752852	0.00843881856540084	0	0.0294117647058824	0.117647058823529	0.0208333333333333	0.0256410256410256	0	0
CALR	0.326829268292683	0.383739837398374	0.415760869565217	0.314285714285714	0.436532507739938	0.311787072243346	0.476793248945148	0.494736842105263	0.279411764705882	0.274509803921569	0.479166666666667	0.230769230769231	0.235294117647059	0.5
RP5-1180E21.5	0.0113821138211382	0.0032520325203252	0.00543478260869565	0.00285714285714286	0.00928792569659443	0.00380228136882129	0.00421940928270042	0	0	0	0	0	0	0
FANCM	0.00975609756097561	0.00975609756097561	0.00543478260869565	0.0142857142857143	0.0309597523219814	0.00380228136882129	0.00843881856540084	0	0.0147058823529412	0	0.0208333333333333	0	0	0
RN7SL150P	0.0016260162601626	0	0.00543478260869565	0.00285714285714286	0	0.00380228136882129	0	0	0.0294117647058823	0	0	0	0	0
ARL6IP1	0.564227642276423	0.466666666666667	0.448369565217391	0.468571428571429	2.87616099071207	0.551330798479087	0.468354430379747	0.347368421052632	0.25	0.745098039215686	0.4375	0.358974358974359	0.470588235294118	0
RPS20P2	0.0422764227642276	0.0552845528455285	0.0679347826086956	0.04	0.0681114551083591	0.0304182509505703	0.0464135021097046	0.0526315789473684	0.0735294117647059	0.0392156862745098	0.0416666666666667	0.0769230769230769	0.0588235294117647	0
TMEM163	0.0032520325203252	0	0.00543478260869565	0	0	0	0	0.0105263157894737	0	0.0588235294117647	0	0	0	0
MAMSTR	0.00975609756097561	0.0048780487804878	0.00271739130434783	0.0142857142857143	0.0278637770897833	0.0228136882129278	0.0168776371308017	0	0.0147058823529412	0.0392156862745098	0	0	0	0
RCOR2	0	0.00813008130081301	0	0.00857142857142857	0.00928792569659443	0.00380228136882129	0	0	0	0.0196078431372549	0.125	0	0	0
RP11-120K24.3	0.0048780487804878	0.0048780487804878	0	0.0114285714285714	0.00619195046439628	0.00760456273764259	0	0	0	0	0	0	0	0
TNRC6C	0.11219512195122	0.11869918699187	0.0217391304347826	0.194285714285714	0.154798761609907	0.125475285171103	0.0759493670886076	0.147368421052632	0.102941176470588	0.137254901960784	0	0.0256410256410256	0	0.25
AC107983.4	0.0308943089430894	0.0422764227642276	0.0380434782608696	0.04	0.0309597523219814	0.0494296577946768	0.109704641350211	0.0210526315789474	0	0.0392156862745098	0	0.0256410256410256	0	0
PCYT2	0.0276422764227642	0.0146341463414634	0.0108695652173913	0.00857142857142857	0.021671826625387	0.026615969581749	0.0126582278481013	0.0210526315789474	0.0441176470588235	0.0196078431372549	0	0.0769230769230769	0	0.125
EIF3K	0.427642276422764	0.360975609756098	0.326086956521739	0.44	0.377708978328173	0.380228136882129	0.316455696202532	0.347368421052632	0.352941176470588	0.431372549019608	0.375	0.333333333333333	0.294117647058824	0.625
HNRNPA1P38	0	0.0032520325203252	0	0	0.0123839009287926	0	0	0	0	0	0.0208333333333333	0	0	0.125
TMEM182	0.0048780487804878	0.00650406504065041	0.00271739130434783	0.00285714285714286	0.00309597523219814	0	0	0.0105263157894737	0	0	0	0	0	0
RP11-539G18.3	0.0048780487804878	0.0032520325203252	0	0.0142857142857143	0.00619195046439629	0.00760456273764259	0	0.0105263157894737	0	0.0196078431372549	0	0	0	0
ZNF559	0.0276422764227642	0.0439024390243902	0.016304347826087	0.04	0.0402476780185759	0.0722433460076046	0.0210970464135021	0.0210526315789474	0.0294117647058823	0.0588235294117647	0.145833333333333	0	0.0588235294117647	0
RP11-175B9.3	0.0195121951219512	0.0146341463414634	0.0135869565217391	0.0142857142857143	0.00928792569659443	0	0.029535864978903	0.0105263157894737	0	0.0196078431372549	0.0208333333333333	0.0256410256410256	0	0
SNX32	0.0113821138211382	0.00975609756097561	0.00815217391304348	0.00857142857142857	0.00619195046439629	0	0	0	0.0147058823529412	0.0196078431372549	0.0208333333333333	0.0512820512820513	0	0.125
AC073109.2	0.0032520325203252	0.00650406504065041	0	0.00285714285714286	0	0.00760456273764259	0	0	0.0147058823529412	0	0.0208333333333333	0.0512820512820513	0.0588235294117647	0
ANKAR	0.0211382113821138	0.040650406504065	0.00815217391304348	0.02	0.0123839009287926	0.026615969581749	0.0126582278481013	0	0	0.0784313725490196	0.0208333333333333	0	0	0
STK35	0.016260162601626	0.0227642276422764	0.0190217391304348	0.04	0.00928792569659443	0.00380228136882129	0.0421940928270042	0	0.0294117647058824	0	0	0	0	0
CAPRIN1	0.11219512195122	0.113821138211382	0.0706521739130435	0.0914285714285714	0.126934984520124	0.114068441064639	0.0843881856540084	0.0421052631578947	0.0735294117647059	0.176470588235294	0.125	0.0512820512820513	0.0588235294117647	0
C12orf73	0.024390243902439	0.0308943089430894	0.00815217391304348	0.0628571428571429	0.0340557275541796	0.026615969581749	0.0337552742616034	0.0210526315789474	0.0735294117647059	0	0.0416666666666667	0	0	0.25
RP11-566E18.1	0.0146341463414634	0.016260162601626	0	0.0142857142857143	0.00928792569659443	0.00380228136882129	0.00421940928270042	0	0	0.0392156862745098	0.0416666666666667	0.0256410256410256	0	0
NANP	0.024390243902439	0.00975609756097561	0	0.00857142857142857	0.0154798761609907	0.0152091254752852	0.00843881856540084	0	0.0294117647058823	0.0392156862745098	0	0.0256410256410256	0	0
TIMP1	0.286178861788618	0.36260162601626	0.168478260869565	0.282857142857143	0.278637770897833	0.399239543726236	0.451476793248945	2.37894736842105	0.117647058823529	0.411764705882353	0.125	1.79487179487179	1.94117647058824	0.125
RP5-1171I10.5	0	0	0.0896739130434783	0	0	0	0	0.0210526315789474	0.0294117647058823	0	0	0	0	0
CACNG4	0.00650406504065041	0.016260162601626	0	0.0257142857142857	0.00619195046439629	0.0190114068441065	0	0	0	0.0392156862745098	0	0	0	0
SEPT7P6	0.0926829268292683	0.0569105691056911	0.016304347826087	0.0514285714285714	0.145510835913313	0.0950570342205323	0.029535864978903	0.178947368421053	0.102941176470588	0.0980392156862745	0.0416666666666667	0.0769230769230769	0	0
UBL5	1.36747967479675	0.934959349593496	0.584239130434783	0.768571428571428	0.978328173374613	1.0722433460076	0.594936708860759	0.642105263157895	0.602941176470588	1.27450980392157	1.25	1.35897435897436	0.352941176470588	1.25
IL17RD	0.0357723577235772	0.0211382113821138	0.00543478260869565	0.0228571428571429	0.0154798761609907	0.0494296577946768	0.0675105485232067	0.0105263157894737	0.0294117647058824	0.0392156862745098	0.0416666666666667	0	0	0
TUBGCP5	0.0227642276422764	0.0260162601626016	0.0190217391304348	0.0342857142857143	0.0278637770897833	0.0152091254752852	0.0210970464135021	0.0105263157894737	0.0147058823529412	0.0196078431372549	0.0208333333333333	0.0512820512820513	0	0
ZNF816	0.0048780487804878	0.0032520325203252	0.00271739130434783	0.00857142857142857	0	0	0	0	0	0	0	0	0	0
CDC23	0.0292682926829268	0.0292682926829268	0.0135869565217391	0.0285714285714286	0.0526315789473684	0.026615969581749	0.00843881856540084	0.0210526315789474	0.0441176470588235	0.0196078431372549	0.0625	0.0256410256410256	0	0
RP11-237P21.1	0.0016260162601626	0.0032520325203252	0	0.00285714285714286	0.00309597523219814	0.00760456273764259	0	0	0.0294117647058823	0.0196078431372549	0.0416666666666667	0	0	0
RPL23AP74	0.0308943089430894	0.0341463414634146	0.0298913043478261	0.0428571428571429	0.0464396284829721	0.0456273764258555	0.0168776371308017	0.0105263157894737	0.0735294117647059	0.0392156862745098	0	0.0512820512820513	0.0588235294117647	0
BCAM	0.0861788617886179	0.0520325203252033	0.016304347826087	0.0485714285714286	0.0495356037151703	0.0836501901140684	0.105485232067511	0.0105263157894737	0	0.0196078431372549	0.0208333333333333	0.0512820512820513	0.0588235294117647	0
FAM46C	0.0032520325203252	0.0016260162601626	0.00271739130434783	0.00285714285714286	0.00619195046439629	0	0.0632911392405063	0.0210526315789474	0.0147058823529412	0	0	0	0	0.375
RP11-318G8.4	0	0.0016260162601626	0	0.00285714285714286	0.00619195046439629	0	0.00421940928270042	0	0	0	0	0	0	0
RP11-15E18.5	0.0260162601626016	0.0341463414634146	0.0190217391304348	0.0285714285714286	0.0278637770897833	0.0456273764258555	0.0632911392405063	0.0210526315789474	0	0.0980392156862745	0.0416666666666667	0.0512820512820513	0.176470588235294	0
RNF125	0.00650406504065041	0	0.0326086956521739	0.00285714285714286	0	0	0.0210970464135021	0	0	0	0	0.0256410256410256	0	0.5
ZBTB20-AS4	0.00650406504065041	0.0113821138211382	0.00271739130434783	0.0171428571428571	0.00619195046439629	0	0.00421940928270042	0	0	0	0.0208333333333333	0	0	0
SUN1	0.104065040650407	0.0731707317073171	0.016304347826087	0.102857142857143	0.0588235294117647	0.0684410646387833	0.0464135021097046	0.0631578947368421	0.0735294117647059	0.0784313725490196	0.0625	0.102564102564103	0.0588235294117647	0
UBAC1	0.0682926829268293	0.0341463414634146	0.0298913043478261	0.0428571428571429	0.0743034055727554	0.091254752851711	0.0548523206751055	0.031578947368421	0.0294117647058824	0.0392156862745098	0	0.153846153846154	0	0
RPS5	1.28130081300813	2.13658536585366	1.16304347826087	1.97714285714286	1.56656346749226	1.40684410646388	0.966244725738397	1.10526315789474	1.29411764705882	1.96078431372549	2.8125	1.71794871794872	1.23529411764706	2.875
RP3-399J4.2	0.0032520325203252	0.0016260162601626	0	0.00285714285714286	0	0	0.00421940928270042	0	0	0	0	0	0	0
CTC-479C5.11	0.016260162601626	0.0130081300813008	0.0190217391304348	0.0114285714285714	0.0185758513931889	0.00380228136882129	0.0168776371308017	0.0210526315789474	0.0147058823529412	0.0196078431372549	0.0208333333333333	0	0	0
APOL1	0	0	0.0135869565217391	0	0	0.0114068441064639	0.0717299578059072	0	0	0	0.0208333333333333	0	0.117647058823529	0
PSMD6-AS2	0	0	0.00271739130434783	0.0228571428571429	0.00928792569659443	0	0	0	0	0	0	0	0	0.125
DGCR11	0.0048780487804878	0.00650406504065041	0.00271739130434783	0.00285714285714286	0.00309597523219814	0	0	0	0	0	0	0	0	0
HNRNPA1	0.491056910569106	0.970731707317073	0.529891304347826	0.991428571428571	1.40866873065015	0.5893536121673	0.814345991561181	0.652631578947368	0.588235294117647	1	1.58333333333333	0.230769230769231	0.352941176470588	0.75
ZMYM3	0.032520325203252	0.0195121951219512	0.0135869565217391	0.0171428571428571	0.0402476780185759	0.0304182509505703	0.0253164556962025	0.0105263157894737	0.0147058823529412	0.0196078431372549	0.0208333333333333	0.0512820512820513	0.0588235294117647	0
FBXL7	0.0747967479674797	0.0146341463414634	0.00271739130434783	0.0285714285714286	0.00928792569659443	0.0228136882129278	0.00843881856540084	0.0210526315789474	0.0294117647058823	0.0196078431372549	0	0	0.0588235294117647	0
FAM199X	0.104065040650407	0.0422764227642276	0.0353260869565217	0.0685714285714286	0.0557275541795666	0.102661596958175	0.0210970464135021	0.0315789473684211	0.0147058823529412	0.0392156862745098	0	0.102564102564103	0	0
MPP3	0.0016260162601626	0.0032520325203252	0	0	0.0123839009287926	0	0.00843881856540084	0	0	0	0	0	0	0
RP11-421E14.2	0.0048780487804878	0.0032520325203252	0	0.00571428571428571	0	0.00760456273764258	0.00843881856540084	0	0.0147058823529412	0.0392156862745098	0.0416666666666667	0	0	0.125
TECRP1	0.128455284552846	0.0569105691056911	0.0516304347826087	0.04	0.117647058823529	0.0722433460076046	0.0464135021097046	0.0631578947368421	0.132352941176471	0.0588235294117647	0.0416666666666667	0.102564102564103	0	0
SEP15	0.126829268292683	0.120325203252033	0.125	0.114285714285714	0.108359133126935	0.0988593155893536	0.274261603375527	0.273684210526316	0.176470588235294	0.117647058823529	0.145833333333333	0.230769230769231	0.176470588235294	0.25
RP11-384B12.2	0.0032520325203252	0.0016260162601626	0	0	0	0.00380228136882129	0	0	0	0	0	0.0256410256410256	0	0
PDXDC1	0.0601626016260163	0.0390243902439024	0.0679347826086956	0.0457142857142857	0.0681114551083591	0.0836501901140684	0.0379746835443038	0.0315789473684211	0.0294117647058824	0.117647058823529	0.125	0.0512820512820513	0	0
COL6A3	0.0227642276422764	0.00975609756097561	0.0190217391304348	0.0285714285714286	0.021671826625387	0.0152091254752852	0.0168776371308017	0.0315789473684211	0	0.0196078431372549	0.0208333333333333	0.0256410256410256	0.0588235294117647	0
PLXNA4	0.0536585365853659	0.00813008130081301	0.00543478260869565	0.00857142857142857	0.0185758513931889	0.0114068441064639	0.00843881856540084	0	0	0	0.0625	0.0256410256410256	0	0
CTC-458A3.1	0.00813008130081301	0.00813008130081301	0.0108695652173913	0.00285714285714286	0.0123839009287926	0.00380228136882129	0	0.0210526315789474	0.0294117647058824	0	0.0208333333333333	0	0	0.125
RPL19	0.699186991869919	1.05365853658537	2.33967391304348	0.797142857142857	0.808049535603715	0.775665399239544	1.82700421940928	1.28421052631579	1.76470588235294	0.647058823529412	1.0625	0.923076923076923	1.64705882352941	3.125
Metazoa-SRP	0.0032520325203252	0	0	0.00285714285714286	0	0	0	0	0	0	0	0.0256410256410256	0	0
RP11-996F15.6	0.0130081300813008	0.0032520325203252	0	0.00285714285714286	0.00309597523219814	0	0	0.0210526315789474	0	0	0	0	0	0
RPAP3	0.0260162601626016	0.0195121951219512	0.0326086956521739	0.0428571428571429	0.0743034055727554	0.0304182509505703	0.0421940928270042	0.0210526315789474	0	0.0588235294117647	0.0625	0.0512820512820513	0.0588235294117647	0
IL32	0.00813008130081301	0.00813008130081301	0.00543478260869565	0.00571428571428571	0.00619195046439629	0.00760456273764259	0.316455696202532	0.0105263157894737	0	0	0	0.0512820512820513	0.411764705882353	0.375
RP11-2C24.3	0.0032520325203252	0.0016260162601626	0	0.00571428571428571	0	0	0	0	0.0147058823529412	0.0196078431372549	0	0	0	0
AC013437.6	0.00650406504065041	0.00650406504065041	0	0.00285714285714286	0.00309597523219814	0.00380228136882129	0.00843881856540084	0	0	0.0196078431372549	0	0	0	0
KCNK10	0.0016260162601626	0	0	0.00285714285714286	0.00619195046439629	0	0	0	0	0	0.0208333333333333	0	0	0
RP11-428J1.5	0	0.00650406504065041	0	0	0	0.00380228136882129	0	0	0	0	0	0	0	0
TPT1P10	0.0146341463414634	0.00975609756097561	0.0190217391304348	0.00857142857142857	0.00619195046439629	0.00760456273764259	0.0168776371308017	0.0421052631578947	0.0147058823529412	0.0392156862745098	0	0	0	0
CTD-2302E22.5	0.0016260162601626	0.0016260162601626	0	0.00285714285714286	0.00928792569659443	0	0	0	0	0	0	0	0	0
PRRT3-AS1	0.00813008130081301	0.0016260162601626	0.00271739130434783	0	0.00309597523219814	0.00760456273764258	0.00843881856540084	0	0.0147058823529412	0	0	0	0	0
PTPRG-AS1	0.0048780487804878	0.0113821138211382	0.00271739130434783	0.00285714285714286	0.0123839009287926	0.00760456273764259	0	0	0	0	0	0.0256410256410256	0	0
