	0	1	2	3	4	5	6	7	8	9	10	11
RPL3P10	0.0115606936416185	0	0.00657894736842105	0.0151515151515152	0.0387596899224806	0.032258064516129	0.0412371134020618	0.012987012987013	0	0.046875	0.025	0.027027027027027
ATF4P4	0.0346820809248555	0.201183431952663	0.144736842105263	0.0151515151515152	0.13953488372093	0.0725806451612903	0.0618556701030928	0.0649350649350649	0.0149253731343284	0.203125	0.2	0.0540540540540541
RPL36AP40	0.0173410404624277	0.029585798816568	0.0263157894736842	0.0227272727272727	0.0465116279069767	0.032258064516129	0.0103092783505155	0.038961038961039	0.0447761194029851	0.171875	0.025	0
SGOL1	0	0	0	0.00757575757575758	0	0.0161290322580645	0.0103092783505155	0	0	0	0.025	0.0810810810810811
TPM2	0.0115606936416185	0.0473372781065089	0.0526315789473684	0	0.0542635658914729	0	0.0103092783505155	0.025974025974026	0	0.125	0.025	0.378378378378378
ZRANB2-AS2	0	0	0.0131578947368421	0.00757575757575758	0	0.00806451612903226	0	0	0	0	0	0
SIGLEC7	0.023121387283237	0	0	0.0606060606060606	0	0.0161290322580645	0.0309278350515464	0.012987012987013	0.0149253731343284	0	0	0
WARS2	0.00578034682080925	0.0355029585798817	0.0131578947368421	0.00757575757575758	0.0542635658914729	0.00806451612903226	0	0	0.0746268656716418	0	0.025	0
AC018804.7	0.0115606936416185	0.029585798816568	0	0	0.00775193798449612	0	0.0412371134020618	0	0	0.046875	0.05	0
PML	0.023121387283237	0.100591715976331	0.0657894736842105	0.053030303030303	0.116279069767442	0.0161290322580645	0.0824742268041237	0.012987012987013	0.0895522388059701	0.109375	0.025	0.162162162162162
EPT1	0.0115606936416185	0.0236686390532544	0.0394736842105263	0.00757575757575758	0.0232558139534884	0.0241935483870968	0	0	0.0149253731343284	0.03125	0.05	0
ARID1A	0.069364161849711	0.14792899408284	0.105263157894737	0.166666666666667	0.155038759689922	0.137096774193548	0.11340206185567	0.116883116883117	0.0895522388059701	0.1875	0.175	0.108108108108108
LINC00674	0.00578034682080925	0	0.0263157894736842	0	0.0155038759689922	0.0161290322580645	0.0103092783505155	0	0.0149253731343284	0.03125	0	0.027027027027027
CKS2	0.121387283236994	0.0769230769230769	0.0657894736842105	0.356060606060606	0.0310077519379845	0.233870967741935	0.185567010309278	0.012987012987013	0.119402985074627	0.046875	0.175	0.108108108108108
RNASEH2A	0.00578034682080925	0.0177514792899408	0.0263157894736842	0.053030303030303	0.0155038759689922	0.0483870967741935	0.0103092783505155	0	0	0.046875	0.175	0
MDM1	0.00578034682080925	0.0473372781065089	0.0197368421052632	0.0151515151515152	0.0542635658914729	0.0161290322580645	0.0103092783505155	0	0	0	0.025	0.054054054054054
CALR	1.20809248554913	1.41420118343195	1.07236842105263	1.07575757575758	1.30232558139535	1.62096774193548	1.43298969072165	2.68831168831169	0.552238805970149	3.15625	1.2	1.40540540540541
RP5-1180E21.5	0	0.0118343195266272	0.0197368421052632	0.00757575757575758	0.0232558139534884	0.00806451612903226	0.0206185567010309	0	0.0149253731343284	0.015625	0.025	0
FANCM	0.0173410404624277	0.00591715976331361	0	0.0303030303030303	0	0	0.0206185567010309	0	0	0	0	0.027027027027027
ARL6IP1	0.554913294797688	0.266272189349112	0.375	0.356060606060606	0.449612403100775	0.346774193548387	0.721649484536082	0.597402597402597	0.194029850746269	0.578125	0.475	0.405405405405405
RPS20P2	0.104046242774566	0.112426035502959	0.0789473684210526	0.113636363636364	0.0697674418604651	0.169354838709677	0.0824742268041237	0.155844155844156	0.17910447761194	0.15625	0.125	0
TMEM163	0.046242774566474	0	0.00657894736842105	0.0606060606060606	0	0.0564516129032258	0.144329896907216	0.012987012987013	0	0	0	0.0540540540540541
MAMSTR	0	0	0	0	0.00775193798449612	0	0.0103092783505155	0	0	0	0.025	0
RCOR2	0	0.0118343195266272	0	0.00757575757575758	0.0387596899224806	0	0.0103092783505155	0	0	0.015625	0.225	0
TNRC6C	0.00578034682080925	0.0946745562130177	0.0460526315789474	0.0227272727272727	0.0465116279069767	0.0161290322580645	0.0103092783505155	0.038961038961039	0.17910447761194	0.046875	0.125	0
AC107983.4	0.0635838150289017	0.0710059171597633	0.0460526315789474	0.0606060606060606	0.10077519379845	0.0967741935483871	0.0721649484536082	0.12987012987013	0.0746268656716418	0.0625	0.125	0.027027027027027
PCYT2	0.0173410404624277	0.0236686390532544	0.0460526315789474	0.00757575757575758	0.0542635658914729	0.0161290322580645	0.0412371134020618	0	0	0.03125	0.025	0
EIF3K	0.38728323699422	0.189349112426035	0.348684210526316	0.386363636363636	0.325581395348837	0.75	0.34020618556701	0.38961038961039	0.358208955223881	0.328125	0.35	0.216216216216216
RP11-360L9.7	0.0173410404624277	0	0	0.00757575757575758	0	0.00806451612903226	0	0	0	0.015625	0	0
HNRNPA1P38	0	0.0118343195266272	0.00657894736842105	0.00757575757575758	0	0.00806451612903226	0	0	0	0	0	0
TMEM182	0	0.0177514792899408	0	0.00757575757575758	0.0155038759689922	0	0	0	0	0	0.025	0
ZNF559	0.00578034682080925	0.0473372781065089	0.0131578947368421	0	0.0387596899224806	0	0	0	0.0149253731343284	0.0625	0.075	0
RP11-175B9.3	0.046242774566474	0.0591715976331361	0.0394736842105263	0.0454545454545455	0.0697674418604651	0.0806451612903226	0.0412371134020619	0.0649350649350649	0.373134328358209	0.15625	0.05	0
SNX32	0.00578034682080925	0	0.00657894736842105	0.0151515151515152	0.0155038759689922	0	0	0	0.0298507462686567	0	0	0.0810810810810811
STK35	0.0404624277456647	0.0236686390532544	0.0263157894736842	0.00757575757575758	0	0.0241935483870968	0.0412371134020618	0.0519480519480519	0.0298507462686567	0.046875	0.025	0.054054054054054
CAPRIN1	0.104046242774566	0.218934911242604	0.0657894736842105	0.151515151515151	0.248062015503876	0.17741935483871	0.185567010309278	0.12987012987013	0.0149253731343284	0.125	0.275	0.135135135135135
C12orf73	0.0115606936416185	0.0236686390532544	0.0394736842105263	0.00757575757575758	0.0465116279069767	0.0241935483870968	0.0103092783505155	0	0	0.03125	0.175	0
RP11-566E18.1	0	0.00591715976331361	0.00657894736842105	0	0.0310077519379845	0	0	0	0	0	0	0
NANP	0.00578034682080925	0.0177514792899408	0.0197368421052632	0	0.0232558139534884	0.0161290322580645	0	0.012987012987013	0	0.015625	0	0
TIMP1	2.45664739884393	6.52662721893491	2.88815789473684	1.03787878787879	1.61240310077519	2.55645161290323	0.804123711340206	4.41558441558442	0.313432835820895	2.375	2	4.48648648648649
RP5-1171I10.5	0.184971098265896	0.0177514792899408	0.00657894736842105	0.189393939393939	0.00775193798449612	0.137096774193548	0.412371134020619	0.103896103896104	0.0447761194029851	0	0	0
CACNG4	0	0.0887573964497041	0.00657894736842105	0	0.00775193798449612	0	0	0	0	0.015625	0	0
SEPT7P6	0	0.0177514792899408	0.0789473684210526	0	0.0930232558139535	0.00806451612903226	0	0	0.0298507462686567	0.046875	0.05	0.0810810810810811
UBL5	0.427745664739884	1.10059171597633	1.28289473684211	0.378787878787879	1.37984496124031	0.879032258064516	0.34020618556701	0.61038961038961	0.686567164179104	1.296875	1.225	1.10810810810811
SERPINA5	0	0.0118343195266272	0.0263157894736842	0	0	0	0	0	0	0	0	0.027027027027027
IL17RD	0	0.0414201183431953	0.0131578947368421	0	0.0232558139534884	0.00806451612903226	0	0	0	0.015625	0	0.0810810810810811
TUBGCP5	0.0115606936416185	0.029585798816568	0.00657894736842105	0.00757575757575758	0.0310077519379845	0	0.0103092783505155	0	0.0149253731343284	0.046875	0	0
ZNF816	0	0.00591715976331361	0	0.00757575757575758	0	0	0.0412371134020618	0	0	0	0	0
CDC23	0.0173410404624277	0.0355029585798817	0.0328947368421053	0.0151515151515152	0.0542635658914729	0.032258064516129	0.0103092783505155	0	0.0149253731343284	0.109375	0	0
RP11-237P21.1	0	0	0	0	0.00775193798449612	0	0.0103092783505155	0	0	0.015625	0	0
RPL23AP74	0.00578034682080925	0.0887573964497041	0.144736842105263	0.0681818181818182	0.13953488372093	0.145161290322581	0.0309278350515464	0.142857142857143	0.208955223880597	0.09375	0.05	0.0540540540540541
BCAM	0	0.0118343195266272	0.0394736842105263	0	0.0155038759689922	0	0	0	0	0.015625	0.075	0
FAM46C	0.0115606936416185	0.0118343195266272	0	0.0151515151515152	0.00775193798449612	0	0	0	0.194029850746269	0	0	0
RP11-15E18.5	0.00578034682080925	0.0355029585798817	0.0460526315789474	0	0.0697674418604651	0.00806451612903226	0	0	0.134328358208955	0.078125	0.05	0.027027027027027
RNF125	0	0	0	0.00757575757575758	0	0	0	0	0.26865671641791	0	0	0
SUN1	0.0404624277456647	0.0650887573964497	0.0723684210526316	0.0303030303030303	0.0930232558139535	0.0241935483870968	0.0412371134020618	0.0519480519480519	0	0.296875	0.175	0.027027027027027
UBAC1	0.0578034682080925	0.0118343195266272	0.0263157894736842	0.0984848484848485	0.0387596899224806	0.129032258064516	0.154639175257732	0.025974025974026	0.0447761194029851	0.015625	0.05	0.0810810810810811
RPS5	1.1271676300578	1.94674556213018	2.09868421052632	1.06818181818182	1.3953488372093	1.63709677419355	0.814432989690722	1.62337662337662	2.04477611940298	2.703125	1.7	1.59459459459459
RP3-399J4.2	0.00578034682080925	0.00591715976331361	0.0131578947368421	0.0227272727272727	0	0.00806451612903226	0	0.012987012987013	0	0	0.025	0.027027027027027
CTC-479C5.11	0.0289017341040462	0.0177514792899408	0.0197368421052632	0.0227272727272727	0.0310077519379845	0.0564516129032258	0.0309278350515464	0.0649350649350649	0.0597014925373134	0.0625	0	0
APOL1	0.023121387283237	0.130177514792899	0.190789473684211	0.0227272727272727	0.0155038759689922	0.032258064516129	0.0618556701030928	0.025974025974026	0	0.0625	0	0.108108108108108
PSMD6-AS2	0	0.0118343195266272	0.00657894736842105	0	0	0	0	0.012987012987013	0	0	0	0
HNRNPA1	1.01734104046243	0.668639053254438	0.493421052631579	1.18181818181818	0.682170542635659	1.81451612903226	0.77319587628866	0.844155844155844	0.985074626865671	0.640625	1.4	1.51351351351351
ZMYM3	0.0115606936416185	0.0532544378698225	0.0131578947368421	0.0303030303030303	0.0852713178294574	0	0.0309278350515464	0.0519480519480519	0	0.0625	0.075	0
FBXL7	0.00578034682080925	0.0769230769230769	0.0263157894736842	0	0.0155038759689922	0	0	0	0	0.015625	0.075	0.054054054054054
FAM199X	0.0346820809248555	0.0591715976331361	0.0723684210526316	0.0454545454545454	0.0697674418604651	0.0564516129032258	0.0618556701030928	0.0649350649350649	0	0.0625	0.025	0.054054054054054
MPP3	0	0.0177514792899408	0.00657894736842105	0.00757575757575758	0.0232558139534884	0.0161290322580645	0	0	0	0	0.025	0
TECRP1	0.0115606936416185	0.124260355029586	0.177631578947368	0.0681818181818182	0.155038759689922	0.032258064516129	0.0206185567010309	0	0.0447761194029851	0.09375	0.075	0.108108108108108
SEP15	0.196531791907514	0.461538461538462	0.322368421052632	0.265151515151515	0.37984496124031	0.217741935483871	0.206185567010309	0.337662337662338	0.208955223880597	0.484375	0.3	0.405405405405405
PDXDC1	0.213872832369942	0.142011834319527	0.0921052631578947	0.113636363636364	0.062015503875969	0.129032258064516	0.206185567010309	0.142857142857143	0.119402985074627	0.109375	0	0.027027027027027
COL6A3	0.167630057803468	0.142011834319527	0.105263157894737	0.181818181818182	0.201550387596899	0.217741935483871	0.216494845360825	0.116883116883117	0.0895522388059701	0.234375	0.25	0.351351351351351
PLXNA4	0	0.0118343195266272	0.00657894736842105	0	0.0310077519379845	0	0	0	0	0	0	0
CTC-458A3.1	0.023121387283237	0.00591715976331361	0.0328947368421053	0.0227272727272727	0.0155038759689922	0.0241935483870968	0.0103092783505155	0.012987012987013	0.0895522388059701	0	0.05	0
RPL19	1.64161849710983	1.71597633136095	1.92105263157895	1.62121212121212	1.7984496124031	2.54032258064516	1.56701030927835	2.16883116883117	3.25373134328358	2.203125	2.1	1.72972972972973
RPAP3	0.0115606936416185	0.0355029585798817	0.0328947368421053	0.00757575757575758	0.0310077519379845	0.0403225806451613	0.0309278350515464	0.0519480519480519	0.0597014925373134	0.03125	0.025	0.027027027027027
IL32	0	0.313609467455621	0.368421052631579	0.0378787878787879	0.193798449612403	0.00806451612903226	0.0206185567010309	0.038961038961039	1.19402985074627	0.0625	0.025	0.108108108108108
RP11-2C24.3	0	0	0	0	0.0155038759689922	0.00806451612903226	0.0103092783505155	0	0	0	0.025	0
AC013437.6	0	0.00591715976331361	0.00657894736842105	0.00757575757575758	0.00775193798449612	0	0	0	0	0	0	0
KCNK10	0.0115606936416185	0.0355029585798817	0.00657894736842105	0	0.00775193798449612	0	0	0.012987012987013	0	0.0625	0	0.054054054054054
TPT1P10	0.00578034682080925	0.0236686390532544	0.00657894736842105	0.00757575757575758	0.0155038759689922	0.0645161290322581	0.0206185567010309	0	0.0298507462686567	0.015625	0.025	0.0540540540540541
PTPRG-AS1	0	0	0	0.00757575757575758	0.0155038759689922	0	0	0	0	0	0	0.0540540540540541
CDC123	0.023121387283237	0.029585798816568	0.0723684210526316	0.0833333333333333	0.0542635658914729	0.0887096774193548	0.144329896907216	0.051948051948052	0.0895522388059701	0.015625	0.025	0.0810810810810811
NUDT3	0.219653179190751	0.183431952662722	0.125	0.257575757575758	0.24031007751938	0.330645161290323	0.195876288659794	0.0909090909090909	0.134328358208955	0.15625	0.125	0.054054054054054
EML2	0.023121387283237	0.0769230769230769	0.0131578947368421	0.0227272727272727	0.062015503875969	0.032258064516129	0.0515463917525773	0.025974025974026	0.0149253731343284	0.0625	0.1	0.054054054054054
KHNYN	0.0867052023121387	0.0591715976331361	0.0592105263157895	0.00757575757575758	0.0465116279069767	0.0241935483870968	0.0309278350515464	0.0779220779220779	0.0746268656716418	0.078125	0.025	0
AC073415.2	0	0.00591715976331361	0.0197368421052632	0	0.00775193798449612	0.00806451612903226	0.0103092783505155	0.012987012987013	0	0.046875	0	0
PURG	0	0	0.0197368421052632	0	0	0	0	0	0	0	0	0
ABCC5	0.0346820809248555	0.0473372781065089	0.0197368421052632	0.0681818181818182	0.0542635658914729	0.00806451612903226	0.0824742268041237	0.025974025974026	0.0149253731343284	0	0.025	0
IFIH1	0.00578034682080925	0.0118343195266272	0.0131578947368421	0.00757575757575758	0.0232558139534884	0	0.0206185567010309	0	0.0447761194029851	0.078125	0	0.054054054054054
AL354828.2	0	0	0.00657894736842105	0.00757575757575758	0	0.0161290322580645	0.0103092783505155	0	0.0149253731343284	0	0	0
COMMD8	0.0173410404624277	0.0118343195266272	0.0263157894736842	0.00757575757575758	0.0310077519379845	0.0564516129032258	0.0309278350515464	0.012987012987013	0.0447761194029851	0.046875	0	0.054054054054054
REC8	0.00578034682080925	0.029585798816568	0.0263157894736842	0	0.0465116279069767	0.0241935483870968	0.0515463917525773	0	0	0.03125	0.025	0
C1orf56	0.046242774566474	0.0177514792899408	0.0394736842105263	0.0151515151515152	0.0852713178294574	0.0403225806451613	0.0412371134020619	0.038961038961039	0.134328358208955	0.015625	0	0.189189189189189
RP11-486G15.1	0	0.00591715976331361	0.00657894736842105	0.00757575757575758	0.0155038759689922	0	0	0	0	0	0.025	0
WDR6	0.0982658959537572	0.195266272189349	0.138157894736842	0.0757575757575757	0.178294573643411	0.0564516129032258	0.123711340206186	0.0649350649350649	0.0447761194029851	0.0625	0.3	0
C6orf89	0.069364161849711	0.118343195266272	0.157894736842105	0.0757575757575758	0.170542635658915	0.0564516129032258	0.103092783505155	0.0779220779220779	0.0895522388059701	0.0625	0.075	0
CHD9	0.0635838150289017	0.177514792899408	0.131578947368421	0.136363636363636	0.062015503875969	0.0161290322580645	0.11340206185567	0.0649350649350649	0.0597014925373134	0.09375	0.125	0.054054054054054
MVP	0.127167630057803	0.153846153846154	0.118421052631579	0.0909090909090909	0.155038759689922	0.0887096774193548	0.0824742268041237	0.051948051948052	0.0597014925373134	0.125	0.05	0
C14orf119	0.144508670520231	0.0414201183431953	0.0592105263157895	0.0606060606060606	0.0542635658914729	0.129032258064516	0.0824742268041237	0.142857142857143	0.0149253731343284	0.03125	0	0.162162162162162
SWI5	0.0346820809248555	0.0177514792899408	0.0328947368421053	0.0681818181818182	0.062015503875969	0.032258064516129	0.0515463917525773	0.0779220779220779	0	0.078125	0.05	0.0810810810810811
HS3ST3B1	0.0115606936416185	0.0355029585798817	0.0921052631578947	0.0303030303030303	0.0465116279069767	0.0725806451612903	0.0103092783505155	0.051948051948052	0.0149253731343284	0.015625	0	0.054054054054054
PGBD1	0.00578034682080925	0.0414201183431953	0.00657894736842105	0	0.0232558139534884	0.00806451612903226	0.0103092783505155	0	0	0.015625	0.2	0
ZNF746	0.0520231213872832	0.0236686390532544	0.0723684210526316	0.0454545454545455	0.0310077519379845	0.0241935483870968	0.0824742268041237	0.025974025974026	0	0.03125	0.05	0.108108108108108
NUP188	0.0867052023121387	0.0650887573964497	0.0328947368421053	0.0606060606060606	0.0387596899224806	0.0887096774193548	0.0309278350515464	0.103896103896104	0	0.109375	0	0
NYAP1	0.00578034682080925	0.00591715976331361	0.0131578947368421	0.00757575757575758	0	0	0	0	0	0.03125	0.025	0
H1F0	0.167630057803468	0.526627218934911	0.230263157894737	0.196969696969697	0.449612403100775	0.161290322580645	0.268041237113402	0.48051948051948	0.0149253731343284	0.53125	0.35	0.108108108108108
RP11-563H6.1	0.0115606936416185	0.0177514792899408	0	0	0.0387596899224806	0.0161290322580645	0.0103092783505155	0.025974025974026	0.0149253731343284	0	0	0
ANO8	0.023121387283237	0.029585798816568	0.0460526315789474	0.0151515151515152	0.0542635658914729	0	0	0	0.0149253731343284	0.015625	0	0.054054054054054
IFT122	0.023121387283237	0.0177514792899408	0.0263157894736842	0.0227272727272727	0.0232558139534884	0.0241935483870968	0.0412371134020618	0.025974025974026	0	0.015625	0	0.027027027027027
FGD5-AS1	0.115606936416185	0.118343195266272	0.0723684210526316	0.136363636363636	0.13953488372093	0.145161290322581	0.0927835051546392	0.194805194805195	0.0597014925373134	0.125	0.3	0.216216216216216
DUS4L	0	0.0177514792899408	0.0131578947368421	0.00757575757575758	0.00775193798449612	0	0.0206185567010309	0.012987012987013	0	0.015625	0	0
SNHG25	0.601156069364162	0.0710059171597633	0.0394736842105263	0.265151515151515	0.0852713178294574	0.653225806451613	0.309278350515464	0.857142857142857	0.432835820895522	0.140625	0.3	0.243243243243243
RP4-641G12.4	0	0.0177514792899408	0.00657894736842105	0	0.00775193798449612	0	0	0	0.0447761194029851	0	0	0
KCNJ2	0	0.0177514792899408	0.00657894736842105	0	0.0232558139534884	0.0241935483870968	0	0	0	0.046875	0.025	0.0810810810810811
ERAP1	0.069364161849711	0.0946745562130177	0.0723684210526316	0.053030303030303	0.0852713178294574	0.064516129032258	0.123711340206186	0.142857142857143	0.0298507462686567	0.109375	0.1	0
ZKSCAN4	0.0115606936416185	0.0118343195266272	0.00657894736842105	0.0227272727272727	0	0.00806451612903226	0.0412371134020618	0	0	0	0	0
ABCG1	0.0982658959537572	0.00591715976331361	0.00657894736842105	0.113636363636364	0.00775193798449612	0.0403225806451613	0.0927835051546392	0.116883116883117	0.0298507462686567	0	0	0.027027027027027
DLAT	0.023121387283237	0.0887573964497041	0.0197368421052632	0.0151515151515152	0.0232558139534884	0.0403225806451613	0.0515463917525773	0.025974025974026	0.0149253731343284	0.0625	0.05	0.027027027027027
PPIAP21	0	0.0236686390532544	0.0592105263157895	0.0151515151515152	0.062015503875969	0.0403225806451613	0.0515463917525773	0.012987012987013	0.0447761194029851	0.015625	0.05	0.054054054054054
RNASEK	0.023121387283237	0	0.00657894736842105	0.00757575757575758	0.00775193798449612	0.0483870967741935	0.0206185567010309	0	0	0.015625	0.025	0
DDAH1	0	0.207100591715976	0.0723684210526316	0	0.170542635658915	0.00806451612903226	0	0	0.0149253731343284	0.078125	0.075	0.108108108108108
RP11-520H14.1	0	0.0118343195266272	0.00657894736842105	0.00757575757575758	0.0155038759689922	0.0161290322580645	0	0.038961038961039	0.0149253731343284	0.015625	0	0.027027027027027
CTD-2206G10.2	0.0809248554913295	0.366863905325444	0.368421052631579	0.0909090909090909	0.294573643410853	0.161290322580645	0.0824742268041237	0.246753246753247	0.432835820895522	0.296875	0.4	0.0810810810810811
CRTC2	0.0867052023121387	0.0118343195266272	0	0.0303030303030303	0.0232558139534884	0.145161290322581	0.0618556701030928	0	0.119402985074627	0.125	0	0.108108108108108
SMAD1	0	0.0650887573964497	0.0789473684210526	0.00757575757575758	0.0852713178294574	0.0241935483870968	0	0	0	0.015625	0.1	0
CTD-2587M2.1	0	0	0.00657894736842105	0	0	0	0.0103092783505155	0	0.0298507462686567	0	0.025	0
DDI2	0.0346820809248555	0.0355029585798817	0.0328947368421053	0.0303030303030303	0.0387596899224806	0.0403225806451613	0.103092783505155	0.038961038961039	0.0895522388059701	0.046875	0.05	0
FAM219B	0.0173410404624277	0.0650887573964497	0.0197368421052632	0.0227272727272727	0.0155038759689922	0	0.0927835051546392	0.038961038961039	0	0.046875	0.075	0
SMARCE1P6	0	0.00591715976331361	0.0197368421052632	0	0	0	0	0	0.0298507462686567	0	0	0
NDUFS4	0.0751445086705202	0.266272189349112	0.203947368421053	0.0606060606060606	0.186046511627907	0.0967741935483871	0.0618556701030928	0.0649350649350649	0.149253731343284	0.28125	0.175	0.216216216216216
FKBP9P1	0.00578034682080925	0.0236686390532544	0.0263157894736842	0.00757575757575758	0.0310077519379845	0	0	0	0	0	0.025	0
TSTD1	0.0346820809248555	0.0887573964497041	0.131578947368421	0.0606060606060606	0.155038759689922	0.0725806451612903	0.0721649484536082	0.103896103896104	0.134328358208955	0.078125	0.1	0
AC092641.2	0.00578034682080925	0.0236686390532544	0.0131578947368421	0	0.00775193798449612	0.00806451612903226	0	0	0.0298507462686567	0	0	0.027027027027027
MTRF1	0.0115606936416185	0.0355029585798817	0.00657894736842105	0.00757575757575758	0.00775193798449612	0.0161290322580645	0	0	0	0	0	0
ARHGEF37	0.00578034682080925	0.0177514792899408	0.0131578947368421	0.0227272727272727	0.0310077519379845	0	0.0103092783505155	0.012987012987013	0	0	0.025	0
GAPDHP69	0	0.0828402366863905	0.0460526315789474	0.0227272727272727	0.108527131782946	0.0483870967741935	0.0103092783505155	0.0649350649350649	0	0.140625	0.05	0.027027027027027
RP11-320P7.2	0	0.0118343195266272	0.0131578947368421	0	0	0	0	0	0	0	0	0
