	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
CTSD	 2.298602e-31	 0.7807068	0.919	0.624	 4.252184e-27	0	CTSD
CPVL	 1.053915e-30	 0.5346681	0.538	0.132	 1.949638e-26	0	CPVL
NPC2	 1.916526e-30	 0.5825636	0.821	0.396	 3.545381e-26	0	NPC2
IER3	 2.230798e-30	 0.7096558	0.642	0.206	 4.126753e-26	0	IER3
RNASE1	 3.907508e-30	 0.7917262	0.520	0.146	 7.228499e-26	0	RNASE1
CXCL16	 6.050472e-30	 0.5737640	0.688	0.244	 1.119277e-25	0	CXCL16
MMP19	 6.672265e-30	 0.6526683	0.428	0.087	 1.234302e-25	0	MMP19
CD14	 2.014781e-29	 0.5390141	0.711	0.256	 3.727143e-25	0	CD14
PTN	 3.361295e-29	-0.8385773	0.040	0.423	 6.218060e-25	0	PTN
SLC11A1	 1.148902e-28	 0.4672919	0.705	0.256	 2.125354e-24	0	SLC11A1
METRNL	 1.966642e-28	 0.5203548	0.653	0.225	 3.638091e-24	0	METRNL
CPE	 4.213389e-28	-0.8981019	0.081	0.462	 7.794349e-24	0	CPE
HLA-E	 4.637889e-28	 0.5060642	0.890	0.489	 8.579630e-24	0	HLA-E
CYBA	 6.751974e-28	 0.4903870	0.803	0.357	 1.249048e-23	0	CYBA
CHMP1B	 2.871438e-27	 0.5115871	0.532	0.147	 5.311874e-23	0	CHMP1B
INSIG1	 1.409506e-26	 0.5263058	0.520	0.137	 2.607446e-22	0	INSIG1
HLA-DQB1	 1.415038e-26	 0.5340457	0.647	0.225	 2.617678e-22	0	HLA-DQB1
TPT1	 1.430685e-26	 0.4527920	1.000	0.971	 2.646624e-22	0	TPT1
HLA-DPA1	 2.932064e-26	 0.6254688	0.827	0.429	 5.424025e-22	0	HLA-DPA1
SEMA6B	 8.023838e-26	 0.3855079	0.416	0.079	 1.484330e-21	0	SEMA6B
HLA-DMA	 1.230850e-25	 0.4979878	0.607	0.226	 2.276950e-21	0	HLA-DMA
SAT1	 2.057132e-25	 0.5403872	0.994	0.878	 3.805489e-21	0	SAT1
EPB41L3	 2.625981e-25	 0.4517622	0.526	0.149	 4.857801e-21	0	EPB41L3
MT3	 3.247076e-25	-1.1856397	0.220	0.565	 6.006765e-21	0	MT3
BTG1	 6.756164e-25	 0.5517622	0.844	0.467	 1.249823e-20	0	BTG1
HLA-DRB6	 6.933845e-25	 0.5590035	0.757	0.346	 1.282692e-20	0	HLA-DRB6
C1R	 1.078121e-24	-0.7185077	0.046	0.382	 1.994415e-20	0	C1R
PLTP	 1.136708e-24	 0.5627264	0.751	0.332	 2.102796e-20	0	PLTP
FTH1	 1.303317e-24	 0.4458844	1.000	0.996	 2.411005e-20	0	FTH1
SPARC	 1.713182e-24	-0.9129370	0.110	0.470	 3.169215e-20	0	SPARC
AREG	 3.089487e-24	 0.5413148	0.451	0.105	 5.715242e-20	0	AREG
ITGAX	 5.293759e-24	 0.4830006	0.457	0.117	 9.792926e-20	0	ITGAX
MT1X	 7.101581e-24	-1.3778981	0.301	0.637	 1.313722e-19	0	MT1X
MRC1	 8.936415e-24	 0.3074353	0.324	0.047	 1.653147e-19	0	MRC1
GPX1	 8.982792e-24	 0.5102863	0.936	0.645	 1.661727e-19	0	GPX1
GAP43	 1.022016e-23	-0.8104607	0.040	0.368	 1.890627e-19	0	GAP43
SPARCL1	 2.202716e-23	-1.0240729	0.162	0.485	 4.074805e-19	0	SPARCL1
TCEB3B	 4.159920e-23	 0.5895737	0.890	0.676	 7.695435e-19	0	TCEB3B
MSR1	 1.004844e-22	 0.4731710	0.561	0.185	 1.858861e-18	0	MSR1
CNN3	 1.374072e-22	-0.6016704	0.058	0.391	 2.541896e-18	0	CNN3
CTSZ	 1.586400e-22	 0.5180889	0.642	0.253	 2.934682e-18	0	CTSZ
LYVE1	 6.230813e-22	 0.2589858	0.243	0.022	 1.152638e-17	0	LYVE1
CHI3L1	 6.812273e-22	-1.6569502	0.451	0.670	 1.260202e-17	0	CHI3L1
EFEMP1	 6.836165e-22	-0.8032555	0.075	0.393	 1.264622e-17	0	EFEMP1
LGMN	 7.652411e-22	 0.5166926	0.509	0.166	 1.415620e-17	0	LGMN
PLIN2	 1.098934e-21	 0.4678299	0.607	0.227	 2.032918e-17	0	PLIN2
MT1XP1	 1.282227e-21	-1.0955454	0.081	0.404	 2.371991e-17	0	MT1XP1
HLA-DMB	 1.866380e-21	 0.4663858	0.566	0.201	 3.452616e-17	0	HLA-DMB
PPIF	 4.759133e-21	 0.4903910	0.445	0.123	 8.803920e-17	0	PPIF
EGR1	 8.811699e-21	-0.8161175	0.098	0.423	 1.630076e-16	0	EGR1
CREG1	 1.151824e-20	 0.4021294	0.514	0.168	 2.130759e-16	0	CREG1
MIF	 1.281714e-20	-0.5595360	0.121	0.470	 2.371042e-16	0	MIF
FPR3	 1.609428e-20	 0.3088678	0.266	0.039	 2.977281e-16	0	FPR3
MAP1B	 1.766420e-20	-0.6601126	0.058	0.377	 3.267701e-16	0	MAP1B
MT1G	 1.983165e-20	-1.0332598	0.064	0.376	 3.668657e-16	0	MT1G
CTSS	 2.936910e-20	 0.4060602	0.503	0.166	 5.432989e-16	0	CTSS
APOC1	 3.698394e-20	 0.6803291	0.601	0.238	 6.841658e-16	0	APOC1
ARL4C	 4.030667e-20	 0.5243185	0.613	0.281	 7.456331e-16	0	ARL4C
VSIG4	 4.289094e-20	 0.4736212	0.520	0.181	 7.934394e-16	0	VSIG4
S100A9	 4.658491e-20	 0.3099148	0.578	0.230	 8.617743e-16	0	S100A9
SLC16A3	 7.123925e-20	 0.5085638	0.699	0.332	 1.317855e-15	0	SLC16A3
HEIH	 7.151098e-20	 0.3930871	0.405	0.108	 1.322882e-15	0	HEIH
GK	 1.107672e-19	 0.3732694	0.399	0.111	 2.049082e-15	0	GK
EREG	 1.118069e-19	 0.3979751	0.306	0.053	 2.068316e-15	0	EREG
CRYAB	 1.172819e-19	-1.0403936	0.139	0.444	 2.169597e-15	0	CRYAB
ASAH1	 1.370947e-19	 0.4434136	0.595	0.254	 2.536115e-15	0	ASAH1
TMEM158	 2.847678e-19	-0.5313327	0.017	0.285	 5.267919e-15	0	TMEM158
OCIAD2	 3.853473e-19	-0.5123073	0.040	0.328	 7.128539e-15	0	OCIAD2
TUBA1A	 7.669287e-19	-0.8564656	0.150	0.454	 1.418741e-14	0	TUBA1A
IGFBP2	 8.212823e-19	-0.7187708	0.023	0.290	 1.519290e-14	0	IGFBP2
FCGRT	 9.337431e-19	 0.4652418	0.607	0.298	 1.727331e-14	0	FCGRT
GAA	 1.054987e-18	 0.3894915	0.491	0.174	 1.951621e-14	0	GAA
CYR61	 1.646155e-18	-0.8155785	0.064	0.344	 3.045223e-14	0	CYR61
MPP1	 2.041539e-18	 0.3922654	0.428	0.127	 3.776642e-14	0	MPP1
EMILIN2	 2.250470e-18	 0.3675173	0.364	0.094	 4.163145e-14	0	EMILIN2
LITAF	 2.930179e-18	 0.4537966	0.595	0.261	 5.420538e-14	0	LITAF
MARCO	 4.565076e-18	 0.5617365	0.335	0.077	 8.444934e-14	0	MARCO
MT2P1	 8.414492e-18	-1.0927492	0.127	0.432	 1.556597e-13	0	MT2P1
HLA-B	 9.103393e-18	 0.3598704	1.000	0.987	 1.684037e-13	0	HLA-B
LIMS1	 1.263920e-17	 0.3701627	0.434	0.139	 2.338125e-13	0	LIMS1
PTPRZ1	 1.340284e-17	-0.5757853	0.064	0.350	 2.479391e-13	0	PTPRZ1
CHL1	 1.483608e-17	-0.4188991	0.035	0.302	 2.744527e-13	0	CHL1
PLXDC2	 1.494643e-17	 0.3261571	0.422	0.125	 2.764940e-13	0	PLXDC2
ACP5	 1.549937e-17	 0.2746314	0.214	0.024	 2.867228e-13	0	ACP5
NEAT1	 1.695709e-17	 0.5012277	0.838	0.586	 3.136891e-13	0	NEAT1
CD72	 1.966923e-17	 0.3078713	0.260	0.044	 3.638610e-13	0	CD72
MT-TD	 2.970058e-17	 0.4490634	0.445	0.188	 5.494310e-13	0	MT-TD
DUSP1	 5.096777e-17	 0.3968622	0.896	0.620	 9.428527e-13	0	DUSP1
FCGR3A	 5.334126e-17	 0.3274354	0.520	0.199	 9.867600e-13	0	FCGR3A
SLC39A14	 7.094233e-17	-0.4130917	0.006	0.231	 1.312362e-12	0	SLC39A14
SATB1	 8.712366e-17	 0.2932707	0.312	0.069	 1.611701e-12	0	SATB1
AQP9	 9.089146e-17	 0.2705120	0.335	0.081	 1.681401e-12	0	AQP9
SLCO2B1	 1.233621e-16	 0.3233695	0.457	0.157	 2.282076e-12	0	SLCO2B1
COL6A1	 1.538531e-16	-0.4542377	0.035	0.288	 2.846129e-12	0	COL6A1
HIF1A	 1.558955e-16	 0.4252951	0.798	0.532	 2.883910e-12	0	HIF1A
GPM6B	 1.696105e-16	-0.4249942	0.046	0.315	 3.137625e-12	0	GPM6B
FCGR2A	 2.144046e-16	 0.3584716	0.486	0.176	 3.966270e-12	0	FCGR2A
MAFB	 2.151083e-16	 0.4693987	0.555	0.236	 3.979289e-12	0	MAFB
C8orf4	 2.153950e-16	-0.4834746	0.040	0.298	 3.984592e-12	0	C8orf4
GJA1	 2.442161e-16	-0.3791556	0.012	0.241	 4.517754e-12	0	GJA1
RNF149	 2.563657e-16	 0.3507278	0.462	0.162	 4.742509e-12	0	RNF149
SERPINA1	 2.830343e-16	 0.3421624	0.520	0.202	 5.235852e-12	0	SERPINA1
RPS9	 3.012681e-16	 0.3650213	0.913	0.760	 5.573158e-12	0	RPS9
DNAJB1	 3.177079e-16	-0.8597129	0.214	0.527	 5.877278e-12	0	DNAJB1
SYNGR2	 3.906581e-16	 0.3007803	0.526	0.211	 7.226784e-12	0	SYNGR2
GPNMB	 5.032528e-16	 0.4493747	0.491	0.186	 9.309673e-12	0	GPNMB
CTNNB1	 5.541127e-16	 0.4489381	0.694	0.437	 1.025053e-11	0	CTNNB1
C1S	 7.401201e-16	-0.4756659	0.058	0.314	 1.369148e-11	0	C1S
GFAP	 1.166653e-15	-1.1477303	0.168	0.404	 2.158192e-11	0	GFAP
HSPB1	 1.311858e-15	-0.6903189	0.231	0.527	 2.426807e-11	0	HSPB1
NRCAM	 1.423990e-15	-0.4020218	0.040	0.293	 2.634239e-11	0	NRCAM
SH3BP5	 1.518819e-15	 0.3116261	0.370	0.109	 2.809663e-11	0	SH3BP5
GPM6A	 1.899719e-15	-0.3527540	0.023	0.253	 3.514290e-11	0	GPM6A
CSF1R	 2.684300e-15	 0.2737589	0.468	0.178	 4.965686e-11	0	CSF1R
ANPEP	 4.093649e-15	 0.2600365	0.277	0.058	 7.572842e-11	0	ANPEP
CHI3L2	 4.263039e-15	-1.2522376	0.220	0.459	 7.886195e-11	0	CHI3L2
PTX3	 4.431168e-15	-0.6659227	0.029	0.257	 8.197218e-11	0	PTX3
ACTG1	 4.465166e-15	-0.6150501	0.832	0.904	 8.260111e-11	0	ACTG1
AEBP1	 5.150371e-15	-0.4659637	0.052	0.296	 9.527671e-11	0	AEBP1
EGFR	 5.627514e-15	-0.6109488	0.058	0.320	 1.041034e-10	0	EGFR
CYBB	 5.761380e-15	 0.2986011	0.434	0.152	 1.065798e-10	0	CYBB
SERPING1	 6.325141e-15	-0.4921693	0.064	0.325	 1.170088e-10	0	SERPING1
PMP2	 7.747743e-15	-0.4676832	0.035	0.261	 1.433255e-10	0	PMP2
BASP1	 8.216211e-15	 0.3724678	0.503	0.202	 1.519917e-10	0	BASP1
C11orf96	 8.994110e-15	-0.5821703	0.035	0.272	 1.663820e-10	0	C11orf96
AMPD2	 1.356676e-14	 0.2695456	0.358	0.105	 2.509715e-10	0	AMPD2
S100A16	 1.806277e-14	-0.2605520	0.006	0.203	 3.341433e-10	0	S100A16
MT1E	 1.963041e-14	-0.4426801	0.046	0.283	 3.631429e-10	0	MT1E
PHACTR1	 1.994225e-14	 0.2546847	0.306	0.076	 3.689116e-10	0	PHACTR1
ATP6V0B	 2.172808e-14	 0.3763938	0.584	0.296	 4.019477e-10	0	ATP6V0B
AC019129.2	 2.589354e-14	 0.3449400	0.549	0.252	 4.790045e-10	0	AC019129.2
HEXA	 3.056076e-14	 0.3332371	0.445	0.186	 5.653434e-10	0	HEXA
ALDH2	 3.894030e-14	 0.3117209	0.451	0.170	 7.203565e-10	0	ALDH2
JUN	 4.118932e-14	-0.6322320	0.220	0.492	 7.619612e-10	0	JUN
CXCL14	 5.010919e-14	-0.4828071	0.017	0.226	 9.269699e-10	0	CXCL14
SDCBP	 5.767863e-14	 0.3752835	0.590	0.336	 1.066997e-09	0	SDCBP
ITGB2	 6.704575e-14	 0.3282922	0.514	0.221	 1.240279e-09	0	ITGB2
CREM	 7.203768e-14	 0.3689774	0.462	0.183	 1.332625e-09	0	CREM
S100A4	 7.696701e-14	 0.2761591	0.532	0.241	 1.423813e-09	0	S100A4
PDPN	 8.294028e-14	-0.3650763	0.052	0.286	 1.534312e-09	0	PDPN
MGST1	 8.575675e-14	-0.4043568	0.046	0.271	 1.586414e-09	0	MGST1
TPP1	 8.949465e-14	 0.3511051	0.549	0.269	 1.655562e-09	0	TPP1
THEMIS2	 9.538614e-14	 0.2909362	0.393	0.132	 1.764548e-09	0	THEMIS2
TUBB2B	 9.807648e-14	-0.4715279	0.035	0.254	 1.814317e-09	0	TUBB2B
HSPA1B	 9.893691e-14	-1.1666889	0.410	0.655	 1.830234e-09	0	HSPA1B
ITM2C	 1.005706e-13	-0.4438947	0.092	0.343	 1.860456e-09	0	ITM2C
CD300E	 2.019862e-13	 0.2812945	0.249	0.053	 3.736544e-09	0	CD300E
TFRC	 2.031125e-13	 0.4022097	0.358	0.140	 3.757379e-09	0	TFRC
PABPC4	 2.092039e-13	 0.3419776	0.491	0.218	 3.870063e-09	0	PABPC4
IL1RN	 2.244871e-13	 0.4902508	0.272	0.070	 4.152787e-09	0	IL1RN
AIF1	 2.301469e-13	 0.3340702	0.486	0.202	 4.257488e-09	0	AIF1
MT2A	 2.340429e-13	-1.2062868	0.925	0.953	 4.329559e-09	0	MT2A
CTSH	 2.563789e-13	 0.3509307	0.462	0.199	 4.742753e-09	0	CTSH
TIMP3	 2.832393e-13	-0.3806429	0.029	0.236	 5.239644e-09	0	TIMP3
GLA	 2.920605e-13	 0.3144766	0.358	0.119	 5.402828e-09	0	GLA
ATP6V1B2	 3.002609e-13	 0.3409809	0.416	0.161	 5.554526e-09	0	ATP6V1B2
ARPC1B	 3.309210e-13	 0.3495337	0.595	0.307	 6.121707e-09	0	ARPC1B
UBBP4	 3.439892e-13	-0.4147950	0.139	0.406	 6.363456e-09	0	UBBP4
ID4	 3.466772e-13	-0.3118997	0.012	0.205	 6.413181e-09	0	ID4
NOVA1	 4.297080e-13	-0.2789556	0.012	0.204	 7.949168e-09	0	NOVA1
LAIR1	 4.918762e-13	 0.2931784	0.376	0.128	 9.099218e-09	0	LAIR1
ATP6V0D1	 5.936441e-13	 0.2784942	0.370	0.131	 1.098182e-08	0	ATP6V0D1
NES	 5.952308e-13	-0.2932076	0.017	0.213	 1.101117e-08	0	NES
PLEK	 6.693447e-13	 0.2837610	0.358	0.117	 1.238221e-08	0	PLEK
FABP7	 8.212537e-13	-0.2642008	0.000	0.152	 1.519237e-08	0	FABP7
RASGEF1B	 9.034658e-13	 0.2834766	0.335	0.111	 1.671321e-08	0	RASGEF1B
ACTN1	 9.441672e-13	-0.3967898	0.098	0.341	 1.746615e-08	0	ACTN1
HEXB	 9.857414e-13	 0.2930547	0.416	0.166	 1.823523e-08	0	HEXB
TLR2	 1.064746e-12	 0.2795084	0.370	0.125	 1.969673e-08	0	TLR2
TNC	 1.233686e-12	-0.4718557	0.058	0.276	 2.282196e-08	0	TNC
GRASP	 1.414906e-12	 0.2900825	0.370	0.127	 2.617434e-08	0	GRASP
HLA-DQA1	 1.449415e-12	 0.3228225	0.468	0.196	 2.681273e-08	0	HLA-DQA1
CAPG	 1.753565e-12	 0.3294189	0.514	0.238	 3.243920e-08	0	CAPG
NNMT	 1.931850e-12	-0.5581177	0.058	0.273	 3.573729e-08	0	NNMT
H3F3A	 2.412594e-12	 0.3439310	0.746	0.483	 4.463058e-08	0	H3F3A
COTL1	 2.592264e-12	 0.3386941	0.607	0.315	 4.795429e-08	0	COTL1
RPS24	 2.936577e-12	 0.3431663	0.821	0.587	 5.432374e-08	0	RPS24
GRINA	 3.005770e-12	 0.3381958	0.555	0.293	 5.560373e-08	0	GRINA
S100A6	 3.826318e-12	-0.6469842	0.723	0.798	 7.078305e-08	0	S100A6
GADD45A	 4.312880e-12	-0.3155380	0.029	0.229	 7.978396e-08	0	GADD45A
PLSCR1	 4.783370e-12	 0.3242182	0.422	0.199	 8.848756e-08	0	PLSCR1
GABARAPL1	 5.714436e-12	 0.3134857	0.410	0.163	 1.057113e-07	0	GABARAPL1
ATP1B2	 6.344134e-12	-0.2861932	0.017	0.203	 1.173601e-07	0	ATP1B2
NR4A2	 7.090884e-12	 0.3224573	0.393	0.149	 1.311743e-07	0	NR4A2
SCRG1	 8.391611e-12	-0.3310378	0.035	0.235	 1.552364e-07	0	SCRG1
ID3	 9.429738e-12	-0.5104145	0.116	0.331	 1.744407e-07	0	ID3
HNRNPA2B1	 1.013506e-11	 0.3076110	0.896	0.860	 1.874885e-07	0	HNRNPA2B1
PEBP1	 1.080236e-11	-0.3656963	0.168	0.422	 1.998329e-07	0	PEBP1
UBB	 1.121643e-11	-0.4379706	0.566	0.766	 2.074928e-07	0	UBB
UCHL1	 1.276384e-11	-0.2519363	0.012	0.186	 2.361183e-07	0	UCHL1
HCLS1	 1.399559e-11	 0.2971290	0.405	0.161	 2.589044e-07	0	HCLS1
CCL2	 1.735141e-11	-0.5983631	0.104	0.324	 3.209837e-07	0	CCL2
NGFRAP1	 1.747091e-11	-0.3662850	0.116	0.337	 3.231944e-07	0	NGFRAP1
BAALC	 1.756334e-11	-0.2650537	0.023	0.206	 3.249043e-07	0	BAALC
NLRP1	 1.844356e-11	-0.2890278	0.035	0.227	 3.411874e-07	0	NLRP1
HLA-DRB5	 2.454792e-11	 0.3828976	0.555	0.286	 4.541120e-07	0	HLA-DRB5
PFDN5	 2.590751e-11	 0.3136185	0.746	0.559	 4.792630e-07	0	PFDN5
TUBA1B	 4.297606e-11	-0.4540694	0.202	0.451	 7.950142e-07	0	TUBA1B
CALD1	 4.987014e-11	-0.2907488	0.029	0.217	 9.225476e-07	0	CALD1
RILPL2	 5.062807e-11	 0.2603772	0.341	0.121	 9.365686e-07	0	RILPL2
MFSD1	 5.366436e-11	 0.2648650	0.422	0.178	 9.927370e-07	0	MFSD1
SAA3P	 5.452602e-11	-1.2666192	0.035	0.208	 1.008677e-06	0	SAA3P
DPYSL2	 6.115341e-11	-0.3703894	0.139	0.360	 1.131277e-06	0	DPYSL2
ATP13A3	 7.158234e-11	 0.2703383	0.405	0.175	 1.324202e-06	0	ATP13A3
SCARA3	 7.690241e-11	-0.2551950	0.029	0.212	 1.422618e-06	0	SCARA3
SH2B3	 8.238315e-11	 0.2606195	0.324	0.110	 1.524006e-06	0	SH2B3
COL6A2	 1.052369e-10	-0.2830483	0.017	0.184	 1.946778e-06	0	COL6A2
ZFP36	 1.251848e-10	 0.2833142	0.746	0.477	 2.315793e-06	0	ZFP36
SLC43A2	 1.346986e-10	 0.2680916	0.295	0.108	 2.491789e-06	0	SLC43A2
RDX	 1.515124e-10	-0.2964804	0.052	0.253	 2.802829e-06	0	RDX
GPC1	 1.635633e-10	-0.2803408	0.035	0.213	 3.025757e-06	0	GPC1
PLXND1	 2.362710e-10	 0.2590156	0.358	0.139	 4.370777e-06	0	PLXND1
DUSP8	 2.707256e-10	 0.2913103	0.457	0.211	 5.008154e-06	0	DUSP8
LGALS3BP	 5.514743e-10	-0.2573875	0.052	0.246	 1.020172e-05	0	LGALS3BP
GSTO1	 5.565717e-10	 0.2542220	0.399	0.171	 1.029602e-05	0	GSTO1
C1orf61	 6.117518e-10	-0.4785641	0.075	0.260	 1.131680e-05	0	C1orf61
PTMS	 6.216978e-10	-0.3062241	0.121	0.338	 1.150079e-05	0	PTMS
SAA1	 9.130682e-10	-1.7612992	0.468	0.590	 1.689085e-05	0	SAA1
PPT1	 9.960685e-10	 0.2738187	0.358	0.156	 1.842627e-05	0	PPT1
HOPX	 1.333718e-09	-0.2892931	0.029	0.188	 2.467245e-05	0	HOPX
CLIC4	 1.691237e-09	-0.3196978	0.110	0.303	 3.128619e-05	0	CLIC4
RPS12	 1.983056e-09	 0.2619872	0.971	0.927	 3.668456e-05	0	RPS12
F3	 2.125782e-09	-0.2810190	0.040	0.214	 3.932484e-05	0	F3
DBI	 2.233336e-09	-0.4457768	0.254	0.455	 4.131448e-05	0	DBI
SPOCD1	 2.726415e-09	-0.2509425	0.035	0.203	 5.043596e-05	0	SPOCD1
VAMP8	 2.805765e-09	 0.2752899	0.410	0.186	 5.190384e-05	0	VAMP8
ANXA1	 4.130764e-09	 0.3834500	0.601	0.371	 7.641501e-05	0	ANXA1
S100A13	 4.630101e-09	-0.2709115	0.046	0.219	 8.565224e-05	0	S100A13
TOMM7	 4.948653e-09	-0.3212732	0.335	0.544	 9.154514e-05	0	TOMM7
CD86	 5.010944e-09	 0.2926519	0.347	0.149	 9.269745e-05	0	CD86
IGFBP5	 5.284282e-09	-0.4415000	0.023	0.170	 9.775393e-05	0	IGFBP5
PABPC1	 7.106991e-09	 0.2859477	0.740	0.511	 1.314722e-04	0	PABPC1
AC026803.1	 7.838871e-09	 0.3282549	0.353	0.163	 1.450113e-04	0	AC026803.1
ATP6AP2	 1.091854e-08	 0.2598935	0.468	0.259	 2.019821e-04	0	ATP6AP2
UBL5	 1.233743e-08	-0.3038776	0.266	0.496	 2.282301e-04	0	UBL5
AQP4	 1.506169e-08	-0.2785331	0.029	0.170	 2.786262e-04	0	AQP4
APOC1P1	 1.525633e-08	 0.3609832	0.289	0.142	 2.822269e-04	0	APOC1P1
RPS18	 1.803143e-08	-0.3363527	0.642	0.813	 3.335635e-04	0	RPS18
APLP2	 1.853087e-08	 0.3076589	0.566	0.396	 3.428025e-04	0	APLP2
IGFBP7	 2.036086e-08	-0.4289563	0.075	0.242	 3.766556e-04	0	IGFBP7
VCAN	 2.421994e-08	 0.3750866	0.578	0.378	 4.480446e-04	0	VCAN
CBX3	 2.701000e-08	-0.2554232	0.104	0.285	 4.996580e-04	0	CBX3
S100A11	 2.959892e-08	 0.2624278	0.584	0.350	 5.475504e-04	0	S100A11
ELL2	 3.021963e-08	 0.3091638	0.474	0.261	 5.590330e-04	0	ELL2
GADD45GIP1	 3.791687e-08	-0.2558269	0.104	0.291	 7.014242e-04	0	GADD45GIP1
KLF4	 4.079971e-08	 0.2675881	0.358	0.162	 7.547538e-04	0	KLF4
SKP1	 4.298927e-08	-0.2821727	0.243	0.426	 7.952585e-04	0	SKP1
LTF	 5.857759e-08	-1.0558702	0.202	0.296	 1.083627e-03	0	LTF
GNA13	 6.822451e-08	 0.2560544	0.364	0.170	 1.262085e-03	0	GNA13
SOD2	 6.833051e-08	-0.6917622	0.844	0.832	 1.264046e-03	0	SOD2
CP	 7.809563e-08	-0.3827461	0.069	0.206	 1.444691e-03	0	CP
RPS15	 1.031889e-07	-0.2801675	0.566	0.762	 1.908892e-03	0	RPS15
SAA2	 1.109026e-07	-1.0360587	0.156	0.277	 2.051587e-03	0	SAA2
LAMP1	 1.249137e-07	 0.2758017	0.491	0.297	 2.310779e-03	0	LAMP1
CALM1	 1.565935e-07	-0.3010067	0.231	0.427	 2.896823e-03	0	CALM1
TBCA	 1.774212e-07	-0.2593627	0.139	0.324	 3.282115e-03	0	TBCA
NFKBIZ	 2.153724e-07	-0.2754514	0.064	0.216	 3.984173e-03	0	NFKBIZ
TSPO	 2.292066e-07	 0.2838639	0.520	0.320	 4.240093e-03	0	TSPO
PLA2G2A	 2.785142e-07	-0.9794456	0.127	0.255	 5.152234e-03	0	PLA2G2A
GBP1	 2.922019e-07	-0.3054313	0.052	0.192	 5.405442e-03	0	GBP1
NAMPT	 4.718349e-07	-0.4423170	0.601	0.710	 8.728473e-03	0	NAMPT
HSPE1	 5.289681e-07	-0.2722906	0.162	0.331	 9.785380e-03	0	HSPE1
