"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"SPARCL1" 4.57795632486367e-228 0.341099555273238 0.888 0.872 9.15591264972733e-225 "1" "SPARCL1"
"TMSB4X" 7.5295391998971e-207 -0.477441975655039 0.982 0.99 1.50590783997942e-203 "1" "TMSB4X"
"CYR61" 4.76633785031996e-198 0.286397166112461 0.704 0.604 9.53267570063992e-195 "1" "CYR61"
"SOD2" 1.14571978685044e-191 0.252095153848227 0.653 0.46 2.29143957370088e-188 "1" "SOD2"
"BIRC5.1" 1.95907654651724e-167 -0.275065765997612 0.601 0.667 3.91815309303448e-164 "1" "BIRC5"
"JUN" 1.40077729465325e-161 0.428788567516671 0.866 0.815 2.8015545893065e-158 "1" "JUN"
"OLIG1.1" 8.02930127762838e-142 -0.400576394605447 0.66 0.737 1.60586025552568e-138 "1" "OLIG1"
"TIMP1" 2.66135734608931e-134 -0.316119887086881 0.833 0.883 5.32271469217861e-131 "1" "TIMP1"
"SRGN.1" 6.34150111743297e-133 -0.394713407438978 0.302 0.452 1.26830022348659e-129 "1" "SRGN"
"DBIP1" 1.3264166271808e-132 -0.306143115874499 0.806 0.857 2.6528332543616e-129 "1" "DBIP1"
"IGFBP2" 6.47402672648965e-128 -0.297787307801368 0.742 0.801 1.29480534529793e-124 "1" "IGFBP2"
"CST3.1" 5.83584888883872e-123 0.266655979291942 0.97 0.944 1.16716977776774e-119 "1" "CST3"
"TUBA1B.1" 6.4230402733527e-120 -0.819075661599661 0.829 0.818 1.28460805467054e-116 "1" "TUBA1B"
"COL4A1.1" 4.79079504686377e-113 -0.377134149244967 0.543 0.675 9.58159009372754e-110 "1" "COL4A1"
"TUBB.1" 5.30659039971678e-103 -0.433893253209829 0.572 0.643 1.06131807994336e-99 "1" "TUBB"
"EGR1" 3.25281813124482e-97 0.59129120493203 0.828 0.814 6.50563626248963e-94 "1" "EGR1"
"H2AFZ.1" 1.66442655888084e-96 -0.445664659267123 0.607 0.671 3.32885311776167e-93 "1" "H2AFZ"
"DBI.1" 1.97143669946799e-89 -0.602684582911713 0.971 0.966 3.94287339893597e-86 "1" "DBI"
"UBE2C.1" 7.65242215773044e-64 -0.288225074926681 0.511 0.567 1.53048443154609e-60 "1" "UBE2C"
"RGS1.1" 6.66077564951828e-62 -0.346877656356018 0.323 0.415 1.33215512990366e-58 "1" "RGS1"
"NUCKS1" 2.61516698675034e-59 -0.287444105732184 0.73 0.778 5.23033397350069e-56 "1" "NUCKS1"
"STMN1.1" 7.61612636971464e-57 -0.36007955068707 0.685 0.701 1.52322527394293e-53 "1" "STMN1"
"CCND2.1" 8.72564296297253e-56 -0.305621429890662 0.658 0.693 1.74512859259451e-52 "1" "CCND2"
"LAPTM5.1" 7.77996802367845e-44 -0.319470745271896 0.42 0.47 1.55599360473569e-40 "1" "LAPTM5"
"CLDN5.1" 7.80919112438771e-42 -0.262636727757004 0.505 0.536 1.56183822487754e-38 "1" "CLDN5"
"CCL3.1" 1.45939658209814e-39 -0.353007856188157 0.335 0.405 2.91879316419627e-36 "1" "CCL3"
"HMGN2.1" 6.74856022032668e-34 -0.434433943793776 0.792 0.756 1.34971204406534e-30 "1" "HMGN2"
"MT2A" 2.81868741949589e-33 -0.41631420363343 0.984 0.984 5.63737483899178e-30 "1" "MT2A"
"CCL4.1" 1.64958161348407e-29 -0.270023731062912 0.285 0.348 3.29916322696814e-26 "1" "CCL4"
"HMGB2.1" 3.76454246591892e-29 -0.352565062650817 0.643 0.637 7.52908493183783e-26 "1" "HMGB2"
"HLA-DRB1.1" 2.3133287762042e-23 -0.390434643040066 0.545 0.418 4.62665755240841e-20 "1" "HLA-DRB1"
"C1QB.1" 1.06168587238684e-22 -0.47896272488282 0.312 0.375 2.12337174477368e-19 "1" "C1QB"
"IGFBP5" 1.6116141263395e-20 -0.279784191184916 0.474 0.525 3.22322825267899e-17 "1" "IGFBP5"
"SPP1.1" 6.40960117597459e-20 -0.601912838882487 0.449 0.479 1.28192023519492e-16 "1" "SPP1"
"A2M.1" 3.17645789049297e-17 -0.553777093713186 0.557 0.582 6.35291578098593e-14 "1" "A2M"
"SAT1.1" 6.62875346723911e-16 -0.330421563849142 0.542 0.589 1.32575069344782e-12 "1" "SAT1"
"HLA-DRA.1" 4.10427564596593e-11 -0.604307772823357 0.562 0.456 8.20855129193186e-08 "1" "HLA-DRA"
"FN1.1" 7.94370308924115e-08 -0.401316178074609 0.392 0.42 0.000158874061784823 "1" "FN1"
"DUSP1.1" 1.02252067489818e-07 -0.277917182616892 0.587 0.524 0.000204504134979636 "1" "DUSP1"
"PTTG1.1" 0.000736036233979856 -0.25521495041185 0.628 0.591 1 "1" "PTTG1"
"FTL.1" 0.00160930871973957 -0.53864034222157 0.934 0.898 1 "1" "FTL"
"FCGBP.1" 0.00740543825745792 -0.440787630404461 0.402 0.394 1 "1" "FCGBP"
"CD74.1" 0.00979629574935593 -0.810663129048129 0.552 0.482 1 "1" "CD74"
"CHI3L1.2" 0 0.855705332387459 0.873 0.673 0 "2" "CHI3L1"
"MT1X.2" 0 0.770469790522055 0.967 0.897 0 "2" "MT1X"
"VEGFA" 0 0.689236561395464 0.839 0.612 0 "2" "VEGFA"
"LGALS3" 0 0.569077094605231 0.88 0.722 0 "2" "LGALS3"
"MT2P1" 0 0.49873005564372 0.941 0.862 0 "2" "MT2P1"
"MT2A.1" 8.22736509043838e-299 0.797666828683581 0.996 0.983 1.64547301808768e-295 "2" "MT2A"
"IGFBP5.1" 6.01861259734886e-290 0.79118436862251 0.747 0.481 1.20372251946977e-286 "2" "IGFBP5"
"GDF15" 1.64502213739654e-271 0.264834237031772 0.854 0.752 3.29004427479309e-268 "2" "GDF15"
"MT1G.2" 1.16551650032054e-263 0.57539077008301 0.884 0.787 2.33103300064108e-260 "2" "MT1G"
"MT1XP1" 2.59727922180132e-217 0.439422017235888 0.891 0.812 5.19455844360264e-214 "2" "MT1XP1"
"NDRG1" 2.3258649118801e-211 0.30341044488615 0.71 0.538 4.65172982376019e-208 "2" "NDRG1"
"TMSB10.2" 2.8455257293632e-164 0.347444583383644 0.99 0.966 5.6910514587264e-161 "2" "TMSB10"
"CRYAB.2" 6.35458729112886e-139 0.278269266201103 0.918 0.821 1.27091745822577e-135 "2" "CRYAB"
"IGFBP2.1" 2.42085358897394e-133 0.255372984420983 0.855 0.781 4.84170717794788e-130 "2" "IGFBP2"
"HSPB1" 5.75015855258223e-104 0.404696246478889 0.927 0.896 1.15003171051645e-100 "2" "HSPB1"
"TUBA1B.2" 1.01687503906981e-90 -0.762499809879831 0.798 0.824 2.03375007813961e-87 "2" "TUBA1B"
"VIM" 1.72265462429969e-85 0.262547685779279 0.967 0.943 3.44530924859938e-82 "2" "VIM"
"CD9" 3.62758512216934e-82 0.250697419559737 0.857 0.804 7.25517024433867e-79 "2" "CD9"
"STMN1.2" 9.46098313414896e-76 -0.353125956543366 0.645 0.706 1.89219662682979e-72 "2" "STMN1"
"MT3.1" 1.94148108782621e-71 0.251074128966615 0.991 0.979 3.88296217565243e-68 "2" "MT3"
"TUBB.2" 5.21460371383071e-60 -0.359402999012649 0.579 0.638 1.04292074276614e-56 "2" "TUBB"
"PTTG1.2" 1.37027691774089e-59 -0.266234472030708 0.534 0.607 2.74055383548177e-56 "2" "PTTG1"
"BCAN.2" 4.22116452227775e-55 -0.399570469720534 0.766 0.784 8.44232904455551e-52 "2" "BCAN"
"HSPA1A" 1.35380190356635e-45 0.270933594868289 0.914 0.833 2.7076038071327e-42 "2" "HSPA1A"
"HMGB1.1" 1.45615338962691e-40 -0.351605027395483 0.798 0.804 2.91230677925383e-37 "2" "HMGB1"
"LAPTM5.2" 5.00023174249831e-37 -0.291399637301453 0.408 0.47 1.00004634849966e-33 "2" "LAPTM5"
"CST3.2" 3.20810986582109e-36 -0.315390675320386 0.949 0.948 6.41621973164218e-33 "2" "CST3"
"HMGN2.2" 2.62320986090287e-35 -0.382886947210953 0.759 0.763 5.24641972180574e-32 "2" "HMGN2"
"IFI6.1" 1.28444340299002e-33 -0.359533147333705 0.886 0.888 2.56888680598005e-30 "2" "IFI6"
"HSPA1B" 3.20745352916135e-28 0.274028002622425 0.85 0.775 6.4149070583227e-25 "2" "HSPA1B"
"HMGB2.2" 4.63414210436294e-28 -0.310572875487937 0.621 0.641 9.26828420872588e-25 "2" "HMGB2"
"GFAP.2" 4.03140781398489e-24 -0.727028328862009 0.793 0.707 8.06281562796979e-21 "2" "GFAP"
"ATP1A2.1" 1.13321773812612e-23 -0.295264667182773 0.662 0.665 2.26643547625225e-20 "2" "ATP1A2"
"CCL3.2" 8.59140532542012e-22 -0.315344454305999 0.358 0.398 1.71828106508402e-18 "2" "CCL3"
"UBE2C.2" 2.2113221163718e-17 -0.275416062034949 0.592 0.553 4.42264423274361e-14 "2" "UBE2C"
"FN1.2" 7.31046032351212e-15 -0.367560730556248 0.385 0.42 1.46209206470242e-11 "2" "FN1"
"H2AFZ.2" 1.70508000512838e-14 -0.304611183127678 0.67 0.658 3.41016001025676e-11 "2" "H2AFZ"
"DBI.2" 8.09052771663024e-11 -0.262827424867841 0.971 0.966 1.61810554332605e-07 "2" "DBI"
"SRGN.2" 8.51127061850937e-08 -0.339250235673097 0.43 0.426 0.000170225412370187 "2" "SRGN"
"APOE.2" 6.9595216883184e-07 -0.671411315764246 0.916 0.881 0.00139190433766368 "2" "APOE"
"DUSP1.2" 3.9110447938533e-06 -0.259456766142252 0.599 0.524 0.0078220895877066 "2" "DUSP1"
"HLA-DRA.2" 3.23703376958083e-05 -0.588482699178059 0.548 0.463 0.0647406753916166 "2" "HLA-DRA"
"A2M.2" 0.000171876258520128 -0.462513635371238 0.642 0.568 0.343752517040256 "2" "A2M"
"RGS1.2" 0.000256784093577798 -0.288181134555553 0.462 0.39 0.513568187155597 "2" "RGS1"
"IGFBP7.2" 0.000592954760709711 -0.804256704314636 0.714 0.734 1 "2" "IGFBP7"
"C3.1" 0.00234625220082009 -0.278600000420973 0.422 0.351 1 "2" "C3"
"MT-CO1.1" 0 -0.448847919511376 0.628 0.907 0 "3" "MT-CO1"
"JUN.1" 1.14132468673514e-269 -0.504395499333531 0.578 0.857 2.28264937347028e-266 "3" "JUN"
"ZFP36L2.1" 1.01642141646e-254 -0.409308531637911 0.525 0.814 2.03284283292e-251 "3" "ZFP36L2"
"MT-CO3.1" 1.90829796014389e-249 -0.434497450329063 0.655 0.897 3.81659592028777e-246 "3" "MT-CO3"
"MT-CO2.1" 2.10556382013414e-232 -0.399659012983358 0.661 0.909 4.21112764026828e-229 "3" "MT-CO2"
"FOS.1" 5.19677615427351e-211 -0.615604780199592 0.706 0.91 1.0393552308547e-207 "3" "FOS"
"EGFR.1" 3.57586150779415e-189 -0.39761629007124 0.836 0.958 7.15172301558829e-186 "3" "EGFR"
"GFAP.3" 1.22746688851793e-181 -1.17817986931332 0.485 0.75 2.45493377703587e-178 "3" "GFAP"
"MT-ATP6.1" 1.1108244062975e-177 -0.272952188281271 0.59 0.848 2.22164881259499e-174 "3" "MT-ATP6"
"AQP4.1" 3.91648820886042e-176 -0.373923197208444 0.554 0.811 7.83297641772084e-173 "3" "AQP4"
"CPE.1" 5.1261104758457e-174 -0.328813081884923 0.71 0.904 1.02522209516914e-170 "3" "CPE"
"ZFP36.2" 2.25750831220591e-159 -0.380343921378923 0.333 0.637 4.51501662441182e-156 "3" "ZFP36"
"MT-RNR2.1" 7.00132793054101e-153 -0.255719738429899 0.735 0.933 1.4002655861082e-149 "3" "MT-RNR2"
"EGR1.1" 1.47032401821464e-146 -0.448034315121371 0.627 0.842 2.94064803642929e-143 "3" "EGR1"
"HSPA1A.1" 3.23461435580364e-138 -0.502418237273982 0.667 0.868 6.46922871160728e-135 "3" "HSPA1A"
"RHOB" 9.12808932874653e-135 -0.309636688042969 0.467 0.711 1.82561786574931e-131 "3" "RHOB"
"ATP1A2.2" 2.00377798500403e-131 -0.288873650638338 0.429 0.697 4.00755597000807e-128 "3" "ATP1A2"
"ITM2C.1" 7.44776088179613e-131 -0.303790954616615 0.464 0.726 1.48955217635923e-127 "3" "ITM2C"
"SPARC.1" 4.19612878549603e-123 -0.795452966931252 0.773 0.931 8.39225757099206e-120 "3" "SPARC"
"JUNB.2" 9.53209056311647e-120 -0.315189462351444 0.35 0.629 1.90641811262329e-116 "3" "JUNB"
"RGS5.1" 9.66639247324656e-115 -0.319630808441378 0.485 0.724 1.93327849464931e-111 "3" "RGS5"
"HSPA1B.1" 1.90587109905421e-113 -0.392589861659353 0.6 0.81 3.81174219810842e-110 "3" "HSPA1B"
"HMGB2.3" 2.81104849989917e-110 -0.281828259528239 0.425 0.667 5.62209699979835e-107 "3" "HMGB2"
"BCAN.3" 3.87059817379716e-106 -0.347763757259228 0.583 0.809 7.74119634759432e-103 "3" "BCAN"
"CTSB.1" 2.63471220831182e-102 -0.300765873514308 0.411 0.68 5.26942441662365e-99 "3" "CTSB"
"IGFBP7.3" 2.16463284088562e-96 -0.843855529145885 0.53 0.759 4.32926568177125e-93 "3" "IGFBP7"
"GADD45B.1" 3.50325975889527e-89 -0.324609738989316 0.395 0.629 7.00651951779054e-86 "3" "GADD45B"
"HMGN2.3" 1.14858865591734e-88 -0.269191986108181 0.544 0.792 2.29717731183469e-85 "3" "HMGN2"
"APOE.3" 2.41393260957395e-87 -0.951541107930976 0.747 0.905 4.8278652191479e-84 "3" "APOE"
"DNAJB1" 4.43293123985264e-85 -0.251760747797634 0.413 0.664 8.86586247970527e-82 "3" "DNAJB1"
"FOSB" 5.6143557660357e-85 -0.272738079791557 0.25 0.536 1.12287115320714e-81 "3" "FOSB"
"CHI3L1.3" 1.1254963665817e-83 -0.409056808925636 0.505 0.726 2.25099273316341e-80 "3" "CHI3L1"
"TMSB10.3" 1.54583065030962e-80 0.347461802687883 0.959 0.971 3.09166130061924e-77 "3" "TMSB10"
"TMSB4X.1" 5.7272967314338e-74 0.35813257565462 0.981 0.99 1.14545934628676e-70 "3" "TMSB4X"
"A2M.3" 6.76972505855881e-70 -0.510972632707416 0.351 0.609 1.35394501171176e-66 "3" "A2M"
"UBE2C.3" 5.15251205543083e-67 -0.258168205265157 0.356 0.585 1.03050241108617e-63 "3" "UBE2C"
"DBI.3" 9.30989021854965e-67 0.563267633529087 0.955 0.968 1.86197804370993e-63 "3" "DBI"
"DUSP1.3" 8.66685905144697e-58 -0.386752026923344 0.333 0.562 1.73337181028939e-54 "3" "DUSP1"
"COL4A1.2" 5.35992941828209e-51 -0.339454044150419 0.465 0.678 1.07198588365642e-47 "3" "COL4A1"
"CLU.1" 3.16655102650111e-50 -0.552940718711648 0.866 0.932 6.33310205300223e-47 "3" "CLU"
"SAT1.2" 7.71360726603202e-48 -0.379824433501811 0.389 0.608 1.5427214532064e-44 "3" "SAT1"
"MT3.2" 9.9578090912895e-48 0.395374380035015 0.972 0.982 1.9915618182579e-44 "3" "MT3"
