"p_val" "avg_logFC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"IGFBP71" 6.32363161122907e-280 2.55002052310886 0.992 0.726 1.26472632224581e-276 "10" "IGFBP7"
"SPARC1" 9.85965909004268e-270 2.36634234326021 0.994 0.91 1.97193181800854e-266 "10" "SPARC"
"COL4A11" 1.95606382226005e-269 2.27003163878941 0.969 0.646 3.91212764452011e-266 "10" "COL4A1"
"THY1" 9.41009641192897e-246 1.48033670057823 0.928 0.457 1.88201928238579e-242 "10" "THY1"
"MIR4435-2HG" 1.08978265993527e-241 1.81486364842498 0.944 0.735 2.17956531987054e-238 "10" "MIR4435-2HG"
"BGN" 5.81338194839293e-237 1.74360130874196 0.915 0.45 1.16267638967859e-233 "10" "BGN"
"LGALS1" 4.13768763931556e-226 1.78115641380094 0.961 0.623 8.27537527863112e-223 "10" "LGALS1"
"ITGB11" 6.27977490148965e-225 1.47236203025569 0.925 0.523 1.25595498029793e-221 "10" "ITGB1"
"COL4A21" 4.18360317537288e-219 1.54399813869644 0.919 0.618 8.36720635074577e-216 "10" "COL4A2"
"OLFML3" 1.58442422779331e-216 1.23080474181221 0.89 0.442 3.16884845558662e-213 "10" "OLFML3"
"COL1A2" 1.16789809088269e-213 1.56945811415897 0.867 0.34 2.33579618176538e-210 "10" "COL1A2"
"NDUFA4L2" 9.16214464446717e-208 1.63678873752592 0.89 0.507 1.83242892889343e-204 "10" "NDUFA4L2"
"CALD1" 2.07444023974933e-200 1.55330223913924 0.919 0.718 4.14888047949866e-197 "10" "CALD1"
"IFITM3" 7.53717707965232e-179 1.3984110060409 0.944 0.88 1.50743541593046e-175 "10" "IFITM3"
"TMSB4X" 7.0983942483119e-178 1.18119274884133 1 0.988 1.41967884966238e-174 "10" "TMSB4X"
"HIGD1B" 1.17613511693472e-173 1.37222565670225 0.853 0.63 2.35227023386945e-170 "10" "HIGD1B"
"LINC00152" 2.98254200741062e-162 1.29460035157813 0.872 0.677 5.96508401482124e-159 "10" "LINC00152"
"MGP" 2.3057311111416e-127 1.10893653566257 0.749 0.338 4.6114622222832e-124 "10" "MGP"
"C11orf96" 1.05169136883923e-125 1.05643783335486 0.783 0.478 2.10338273767847e-122 "10" "C11orf96"
"APOLD11" 5.45617462605032e-123 1.0173889663663 0.789 0.556 1.09123492521006e-119 "10" "APOLD1"
"DCN" 1.52970407198176e-116 1.05917965976803 0.882 0.869 3.05940814396352e-113 "10" "DCN"
"TIMP1" 2.86457237949668e-101 1.22148090669801 0.915 0.873 5.72914475899336e-98 "10" "TIMP1"
"TAGLN" 7.15707727393107e-93 1.05796739399703 0.683 0.379 1.43141545478621e-89 "10" "TAGLN"
