	0	1	2	3	4	5	6	7	8	9	10	11	12
SKA2	0.176943699731903	0.123333333333333	0.302013422818792	0.495575221238938	0.166666666666667	0.132275132275132	0.3	0.878571428571428	0.26605504587156	0.142857142857143	0.106060606060606	0.136363636363636	0.1
CIB1	0.268096514745308	0.283333333333333	0.100671140939597	0.084070796460177	0.128571428571429	0.227513227513228	0.0941176470588235	0.15	0.376146788990826	0.404761904761905	0.454545454545455	0.0909090909090909	0.1
KB-1125A3.11	0.00268096514745308	0.00333333333333333	0.00335570469798658	0	0.00476190476190476	0	0.0117647058823529	0	0	0	0	0	0
NDUFB9	0.528150134048257	0.58	0.610738255033557	0.619469026548673	0.823809523809524	0.825396825396825	0.841176470588235	0.757142857142857	0.44954128440367	0.523809523809524	0.212121212121212	0.590909090909091	0.4
SUMO2P7	0.00268096514745308	0.00333333333333333	0.00335570469798658	0.00442477876106195	0.00952380952380952	0	0.0117647058823529	0.00714285714285714	0	0	0	0	0
RP1-266L20.9	0.00536193029490617	0.00333333333333333	0	0	0.00476190476190476	0	0	0	0.00917431192660551	0	0.0151515151515152	0	0
SH3TC2	0.00268096514745308	0	0	0.00884955752212389	0.00476190476190476	0.00529100529100529	0	0	0	0.0357142857142857	0	0	0
YBX1P1	0.0670241286863271	0.06	0.164429530201342	0.199115044247788	0.142857142857143	0.105820105820106	0.223529411764706	0.2	0.091743119266055	0.0238095238095238	0.0606060606060606	0.181818181818182	0
MTRR	0.0402144772117962	0.0466666666666667	0.023489932885906	0.0221238938053097	0.0238095238095238	0.0211640211640212	0.0411764705882353	0.0642857142857143	0.018348623853211	0.0833333333333333	0.0303030303030303	0.0454545454545455	0.1
GS1-166A23.2	0.00536193029490617	0.00333333333333333	0.0100671140939597	0	0	0	0.0117647058823529	0	0	0	0	0	0
CCDC186	0.0857908847184987	0.0766666666666667	0.0436241610738255	0.0309734513274336	0.00952380952380952	0.0317460317460317	0.0705882352941176	0.0357142857142857	0.110091743119266	0.0238095238095238	0.0757575757575758	0.136363636363636	0.3
ZNF784	0.0214477211796247	0.00666666666666667	0.00335570469798658	0.00442477876106195	0.019047619047619	0.0158730158730159	0.0352941176470588	0.00714285714285714	0.0458715596330275	0.0119047619047619	0.0151515151515152	0.0454545454545455	0
PIAS1	0.0777479892761394	0.123333333333333	0.0536912751677852	0.0973451327433628	0.0666666666666667	0.0634920634920635	0.141176470588235	0.1	0.0642201834862385	0.0952380952380952	0.166666666666667	0.0909090909090909	0
RTN1	0.0563002680965147	0.0533333333333333	0.0100671140939597	0	0.019047619047619	0	0.0823529411764706	0.0285714285714286	0	0.0595238095238095	0.0151515151515152	0	0.1
HOXA11	0.00536193029490617	0	0.00671140939597315	0.00884955752212389	0	0.00529100529100529	0.00588235294117647	0.00714285714285714	0	0	0	0	0
ABHD12	0.096514745308311	0.0666666666666667	0.104026845637584	0.190265486725664	0.138095238095238	0.132275132275132	0.0941176470588235	0.0785714285714286	0.110091743119266	0.142857142857143	0.272727272727273	0	0.2
RHOG	0.0536193029490617	0.0866666666666667	0.0604026845637584	0.0265486725663717	0.0761904761904762	0.116402116402116	0.0647058823529412	0.0857142857142857	0.110091743119266	0.178571428571429	0.242424242424242	0	0.1
KATNBL1P6	0.00536193029490617	0.00666666666666667	0.00671140939597315	0.00442477876106195	0.0142857142857143	0	0.0294117647058823	0.0142857142857143	0	0	0.0303030303030303	0	0
KDELR2	0.675603217158177	0.62	0.701342281879195	0.668141592920354	0.619047619047619	0.645502645502645	0.417647058823529	0.564285714285714	0.440366972477064	0.309523809523809	0.181818181818182	0.5	0.5
FLT4	0.0107238605898123	0	0	0	0.00952380952380952	0.00529100529100529	0	0	0.00917431192660551	0	0	0.0909090909090909	0.2
RP11-270L13.1	0	0	0.00335570469798658	0.00442477876106195	0.00952380952380952	0	0	0	0	0.0119047619047619	0	0	0
ZSCAN9	0.0804289544235925	0.0733333333333333	0.0302013422818792	0.0619469026548673	0.0380952380952381	0.0211640211640212	0.188235294117647	0.0428571428571429	0	0.0952380952380952	0	0.0909090909090909	0
RP13-514E23.1	0.00804289544235925	0.0133333333333333	0.0100671140939597	0.00884955752212389	0	0.0317460317460317	0.00588235294117647	0.00714285714285714	0	0	0	0	0
CTC-471J1.10	0.00536193029490617	0.00666666666666667	0	0	0.00476190476190476	0.00529100529100529	0	0	0	0	0	0	0
SLC25A25-AS1	0.096514745308311	0.0666666666666667	0.0604026845637584	0.0353982300884956	0.0428571428571429	0.0317460317460317	0.0411764705882353	0.0642857142857143	0.0275229357798165	0.0714285714285714	0.0303030303030303	0.136363636363636	0.1
RP11-1072A3.4	0.00536193029490617	0.00333333333333333	0.00671140939597315	0	0.00476190476190476	0	0.0117647058823529	0	0	0	0	0	0
ZNF680P1	0.00268096514745308	0.00333333333333333	0.00335570469798658	0.00442477876106195	0	0.0158730158730159	0	0.00714285714285714	0	0.0119047619047619	0	0	0
RPL3P10	0	0.00666666666666667	0.00671140939597315	0.00442477876106195	0.00476190476190476	0	0	0	0.00917431192660551	0	0	0	0
ATF4P4	0.0804289544235925	0.0533333333333333	0.0503355704697987	0.0619469026548673	0.0476190476190476	0.0423280423280423	0.1	0.0571428571428571	0.0458715596330275	0.0595238095238095	0.0303030303030303	0.0909090909090909	0.2
RPL36AP40	0.0134048257372654	0.0133333333333333	0.00335570469798658	0.0132743362831858	0.00952380952380952	0.0105820105820106	0.0176470588235294	0.0142857142857143	0	0.0119047619047619	0.0303030303030303	0.0454545454545455	0
SGOL1	0.0107238605898123	0.0133333333333333	0.0100671140939597	0.0707964601769911	0	0.0158730158730159	0.0117647058823529	0.221428571428571	0	0	0	0	0
TPM2	0.198391420911528	0.396666666666667	0.0805369127516778	0.0707964601769911	0.0666666666666667	0.0211640211640212	0.111764705882353	0.1	0.63302752293578	0.0714285714285714	0.0303030303030303	3.81818181818182	0.1
ZRANB2-AS2	0.0107238605898123	0.0233333333333333	0	0	0.00952380952380952	0.0105820105820106	0.0176470588235294	0.0142857142857143	0	0	0.0151515151515152	0.0454545454545455	0
SIGLEC7	0	0.00333333333333333	0	0	0	0	0	0	0	0.0238095238095238	0.0757575757575757	0	0
WARS2	0.0160857908847185	0.02	0.023489932885906	0.00442477876106195	0.019047619047619	0.0211640211640212	0.0117647058823529	0.0214285714285714	0.036697247706422	0	0	0.0454545454545455	0
RP11-3D4.3	0.0107238605898123	0	0	0.00442477876106195	0.00476190476190476	0	0	0	0	0.0119047619047619	0	0	0
AC018804.7	0	0.00666666666666667	0.0100671140939597	0.00884955752212389	0	0.00529100529100529	0.0176470588235294	0.0142857142857143	0	0.0119047619047619	0	0	0
PML	0.0214477211796247	0.0333333333333333	0.0167785234899329	0.0309734513274336	0.0619047619047619	0.0476190476190476	0.0470588235294118	0.0357142857142857	0.055045871559633	0.0238095238095238	0.0454545454545455	0.136363636363636	0.2
EPT1	0.0670241286863271	0.0666666666666667	0.0503355704697987	0.101769911504425	0.0904761904761905	0.121693121693122	0.0764705882352941	0.0357142857142857	0.073394495412844	0.0833333333333333	0.0151515151515152	0	0
ARID1A	0.171581769436997	0.12	0.191275167785235	0.18141592920354	0.147619047619048	0.132275132275132	0.147058823529412	0.242857142857143	0.192660550458716	0.0714285714285714	0.0606060606060606	0.0909090909090909	0.2
LINC00674	0.0214477211796247	0.0533333333333333	0.0167785234899329	0.0176991150442478	0.00476190476190476	0.0476190476190476	0.0117647058823529	0.0357142857142857	0.0825688073394495	0.0595238095238095	0	0.0454545454545455	0
STON1-GTF2A1L	0.00804289544235925	0.00666666666666667	0	0	0	0	0	0	0.018348623853211	0	0	0	0
CKS2	0.372654155495979	0.39	0.399328859060403	0.849557522123894	0.295238095238095	0.465608465608466	0.323529411764706	2.07142857142857	0.302752293577982	0.297619047619048	0.378787878787879	0.136363636363636	0.8
RNASEH2A	0.0589812332439678	0.0333333333333333	0.214765100671141	0.455752212389381	0.114285714285714	0.0899470899470899	0.123529411764706	0.228571428571429	0.073394495412844	0.0476190476190476	0.0151515151515152	0	0.2
MDM1	0.0348525469168901	0.0366666666666667	0.0201342281879195	0.0309734513274336	0.019047619047619	0.00529100529100529	0.0176470588235294	0.0571428571428571	0.0275229357798165	0.0238095238095238	0.0303030303030303	0	0
CALR	1.63270777479893	1.6	0.942953020134228	0.783185840707964	1.1	1.22751322751323	0.8	1	1.00917431192661	0.607142857142857	0.939393939393939	1.18181818181818	1.2
RP5-1180E21.5	0.0348525469168901	0.01	0.0167785234899329	0.0176991150442478	0.00476190476190476	0.0158730158730159	0.0235294117647059	0.0142857142857143	0.018348623853211	0	0	0	0
FANCM	0	0	0.00335570469798658	0.0132743362831858	0.00476190476190476	0	0.00588235294117647	0.0214285714285714	0	0	0	0.0454545454545455	0
ARL6IP1	0.506702412868633	0.44	0.664429530201342	0.70353982300885	0.395238095238095	0.412698412698413	0.717647058823529	5.04285714285714	0.834862385321101	0.75	0.666666666666667	0.0909090909090909	0.4
RPS20P2	0.0268096514745308	0.0466666666666667	0.0570469798657718	0.0752212389380531	0.0476190476190476	0.037037037037037	0.0705882352941176	0.0714285714285714	0.036697247706422	0.0476190476190476	0	0.227272727272727	0.1
TMEM163	0.0670241286863271	0.0633333333333333	0.130872483221477	0.146017699115044	0.219047619047619	0.544973544973545	0.0941176470588235	0.214285714285714	0.238532110091743	0.0357142857142857	0.0303030303030303	0	0
MAMSTR	0	0.0166666666666667	0.00335570469798658	0.00884955752212389	0	0.0211640211640212	0.0117647058823529	0	0	0.0119047619047619	0	0	0
RCOR2	0.211796246648794	0.06	0.147651006711409	0.18141592920354	0.257142857142857	0.0740740740740741	0.735294117647059	0.192857142857143	0	0.0595238095238095	0	0	0
RP11-120K24.3	0.00804289544235925	0.00333333333333333	0.00335570469798658	0.00442477876106195	0	0	0.0117647058823529	0.00714285714285714	0	0	0	0	0
RP11-416N2.4	0.0160857908847185	0.00666666666666667	0.0134228187919463	0.0176991150442478	0.00952380952380952	0	0.0352941176470588	0.00714285714285714	0.0275229357798165	0	0	0.0454545454545455	0
TNRC6C	0.249329758713137	0.18	0.231543624161074	0.238938053097345	0.185714285714286	0.195767195767196	0.317647058823529	0.214285714285714	0.146788990825688	0.202380952380952	0.0151515151515152	0.227272727272727	0.1
AC107983.4	0.0482573726541555	0.0333333333333333	0.0268456375838926	0.0663716814159292	0.0476190476190476	0.0423280423280423	0.0176470588235294	0.0571428571428571	0.00917431192660551	0	0	0.0454545454545455	0
PCYT2	0.0375335120643432	0.04	0.023489932885906	0.0176991150442478	0.0285714285714286	0.0423280423280423	0.0352941176470588	0.05	0.0825688073394495	0.0952380952380952	0.0151515151515152	0	0
EIF3K	0.471849865951743	0.47	0.479865771812081	0.508849557522124	0.566666666666667	0.555555555555555	0.523529411764706	0.364285714285714	0.330275229357798	0.416666666666667	0.393939393939394	0.909090909090909	0.3
RP11-360L9.7	0.00536193029490617	0	0	0.00442477876106195	0	0.00529100529100529	0.00588235294117647	0	0	0	0	0	0
HNRNPA1P38	0.0160857908847185	0	0.0100671140939597	0.0132743362831858	0	0.0158730158730159	0.0235294117647059	0.0285714285714286	0	0.0119047619047619	0	0	0
TMEM182	0.0187667560321716	0.02	0.0134228187919463	0.0176991150442478	0.0142857142857143	0.0211640211640212	0.0176470588235294	0.00714285714285714	0.018348623853211	0	0	0	0
RP11-539G18.3	0.00804289544235925	0.0233333333333333	0.0100671140939597	0.0176991150442478	0.00952380952380952	0.00529100529100529	0.0117647058823529	0	0	0	0.0151515151515152	0	0
ZNF559	0.0857908847184987	0.0866666666666667	0.0604026845637584	0.0575221238938053	0.0238095238095238	0.037037037037037	0.0705882352941176	0.05	0.055045871559633	0.0119047619047619	0	0.0909090909090909	0
RP11-175B9.3	0.0187667560321716	0.01	0.0268456375838926	0.00442477876106195	0.0142857142857143	0.0158730158730159	0.0235294117647059	0.00714285714285714	0	0.0238095238095238	0.0151515151515152	0	0
SNX32	0.0563002680965147	0.04	0.0402684563758389	0.0265486725663717	0.0809523809523809	0.0952380952380952	0.0882352941176471	0.0214285714285714	0.0642201834862385	0.0119047619047619	0	0	0
AC073109.2	0.00268096514745308	0.00333333333333333	0.00335570469798658	0	0	0	0.00588235294117647	0.00714285714285714	0	0	0	0	0
ANKAR	0.0134048257372654	0.0233333333333333	0.0134228187919463	0	0	0	0.0117647058823529	0.05	0.00917431192660551	0	0	0	0
STK35	0.0536193029490617	0.0466666666666667	0.0167785234899329	0.0221238938053097	0.0142857142857143	0.0634920634920635	0.0352941176470588	0.0214285714285714	0.018348623853211	0.0595238095238095	0.0151515151515152	0.0909090909090909	0.3
CAPRIN1	0.369973190348525	0.353333333333333	0.402684563758389	0.314159292035398	0.471428571428571	0.566137566137566	0.376470588235294	0.428571428571429	0.440366972477064	0.130952380952381	0.196969696969697	0.0454545454545455	0
C12orf73	0.117962466487936	0.08	0.0704697986577181	0.0707964601769911	0.0904761904761905	0.0634920634920635	0.170588235294118	0.0785714285714286	0.055045871559633	0.119047619047619	0.0454545454545455	0.136363636363636	0
RP11-566E18.1	0.0134048257372654	0.01	0.023489932885906	0.00442477876106195	0.0238095238095238	0.0476190476190476	0	0.0214285714285714	0	0.0119047619047619	0	0	0
NANP	0.0348525469168901	0.01	0.0134228187919463	0.0486725663716814	0.00952380952380952	0.00529100529100529	0.0176470588235294	0.00714285714285714	0.018348623853211	0	0.0151515151515152	0	0
TIMP1	0.404825737265416	1.02	0.295302013422819	0.18141592920354	0.176190476190476	0.216931216931217	0.123529411764706	0.25	0.623853211009174	0.226190476190476	0.272727272727273	3.45454545454546	1.2
RP5-1171I10.5	0.00268096514745308	0.00666666666666667	0	0	0	0	0	0	0	0	0.227272727272727	0	0
CACNG4	0.0697050938337802	0.0633333333333333	0.560402684563758	0.353982300884956	0.642857142857143	0.354497354497354	0.129411764705882	0.314285714285714	0.201834862385321	0.0595238095238095	0.0151515151515152	0	0
SEPT7P6	0.0241286863270777	0.0533333333333333	0.0201342281879195	0.0265486725663717	0.0238095238095238	0.0423280423280423	0.0235294117647059	0.05	0.119266055045872	0.0119047619047619	0	0	0.1
UBL5	1.32171581769437	1.62	1.62751677852349	1.53982300884956	1.4952380952381	1.61375661375661	1.32352941176471	1.67142857142857	1.51376146788991	1.76190476190476	1.24242424242424	1.36363636363636	1.7
IL17RD	0.0348525469168901	0.03	0.0436241610738255	0.0265486725663717	0.0333333333333333	0.0264550264550265	0.0588235294117647	0.0642857142857143	0.0825688073394495	0.0119047619047619	0	0	0
TUBGCP5	0.0428954423592493	0.0266666666666667	0.0369127516778523	0.00884955752212389	0.0142857142857143	0.0105820105820106	0.0352941176470588	0.0214285714285714	0.036697247706422	0.0595238095238095	0	0.0909090909090909	0
ZNF816	0	0.00666666666666667	0	0	0	0.00529100529100529	0.0176470588235294	0.00714285714285714	0.00917431192660551	0	0	0	0
CDC23	0.0804289544235925	0.0666666666666667	0.0469798657718121	0.101769911504425	0.019047619047619	0.0687830687830688	0.0529411764705882	0.1	0.055045871559633	0.0357142857142857	0.0303030303030303	0.0909090909090909	0.2
RP11-237P21.1	0.00804289544235925	0.00333333333333333	0.0100671140939597	0	0.00476190476190476	0	0.0117647058823529	0.0214285714285714	0	0	0	0	0
RPL23AP74	0.0563002680965147	0.0866666666666667	0.124161073825503	0.101769911504425	0.0523809523809524	0.0740740740740741	0.0470588235294118	0.0785714285714286	0.0642201834862385	0.0833333333333333	0.0454545454545455	0.136363636363636	0
BCAM	0.0160857908847185	0.0266666666666667	0.00671140939597315	0.0221238938053097	0.00952380952380952	0	0.0176470588235294	0	0	0	0	0.181818181818182	0.8
FAM46C	0.0134048257372654	0.0233333333333333	0	0	0.00476190476190476	0.0317460317460317	0	0	0.00917431192660551	0	0	0	0
PCDHGA11	0.00268096514745308	0.00333333333333333	0	0	0	0	0.0176470588235294	0	0	0	0	0	0
RP11-15E18.5	0.0616621983914209	0.0433333333333333	0.0604026845637584	0.0353982300884956	0.0428571428571429	0.0687830687830688	0.0411764705882353	0.0428571428571429	0.036697247706422	0.0119047619047619	0.0303030303030303	0.0454545454545455	0.1
RNF125	0.00268096514745308	0.00333333333333333	0	0.00884955752212389	0.0428571428571429	0.0740740740740741	0.00588235294117647	0	0.00917431192660551	0.0357142857142857	0.0151515151515152	0	0
ZBTB20-AS4	0.00268096514745308	0.0133333333333333	0.0100671140939597	0.00884955752212389	0	0.00529100529100529	0.00588235294117647	0	0.0275229357798165	0	0	0	0
SUN1	0.310991957104558	0.276666666666667	0.228187919463087	0.194690265486726	0.247619047619048	0.216931216931217	0.223529411764706	0.192857142857143	0.174311926605505	0.19047619047619	0.0151515151515152	0.0909090909090909	0
UBAC1	0.142091152815013	0.153333333333333	0.0973154362416107	0.212389380530973	0.128571428571429	0.137566137566138	0.170588235294118	0.157142857142857	0.137614678899083	0.178571428571429	0.121212121212121	0.227272727272727	0.1
RPS5	2.6112600536193	2.33666666666667	2.87248322147651	2.79203539823009	2.61904761904762	2.29100529100529	2.78823529411765	2.55714285714286	1.46788990825688	2.98809523809524	1.54545454545455	2.18181818181818	1.3
RP3-399J4.2	0.00804289544235925	0.00333333333333333	0.0100671140939597	0.0221238938053097	0.0142857142857143	0.00529100529100529	0.00588235294117647	0.00714285714285714	0	0	0	0	0
CDH3	0.0187667560321716	0	0.00671140939597315	0	0.00952380952380952	0	0.00588235294117647	0	0.00917431192660551	0	0	0	0
CTC-479C5.11	0.00804289544235925	0.0166666666666667	0.0100671140939597	0.0132743362831858	0.00476190476190476	0	0.0117647058823529	0.0142857142857143	0	0	0	0	0
APOL1	0.00268096514745308	0.00333333333333333	0.00671140939597315	0	0	0.00529100529100529	0	0	0.018348623853211	0	0.0151515151515152	0	0.2
DGCR11	0.00268096514745308	0	0.0167785234899329	0	0	0.00529100529100529	0.0117647058823529	0	0	0	0	0	0
HNRNPA1	1.84182305630027	1.49333333333333	2.58724832214765	3.21681415929204	2.27142857142857	2.33333333333333	2.21176470588235	3.66428571428571	1.44036697247706	1.41666666666667	1.22727272727273	2.18181818181818	0.7
ZMYM3	0.0750670241286863	0.0833333333333333	0.0973154362416107	0.0442477876106195	0.0428571428571429	0.0529100529100529	0.147058823529412	0.1	0.0458715596330275	0.0833333333333333	0.0303030303030303	0	0
FBXL7	0.0563002680965147	0.04	0.0503355704697987	0.0309734513274336	0.0142857142857143	0.0582010582010582	0.00588235294117647	0.0571428571428571	0.0275229357798165	0.0119047619047619	0.0151515151515152	0	0
FAM199X	0.0831099195710456	0.06	0.0771812080536913	0.079646017699115	0.0761904761904762	0.0740740740740741	0.0352941176470588	0.15	0.128440366972477	0.0833333333333333	0.0454545454545455	0.0454545454545455	0
MPP3	0.0214477211796247	0.0166666666666667	0.0369127516778523	0.0398230088495575	0.019047619047619	0.0105820105820106	0.0470588235294118	0.00714285714285714	0.00917431192660551	0.0238095238095238	0	0.0454545454545455	0.1
RP11-421E14.2	0.00536193029490617	0.00666666666666667	0	0	0.0142857142857143	0	0.0117647058823529	0	0	0	0	0.0454545454545455	0
SPATA9	0.00268096514745308	0	0.00335570469798658	0.00884955752212389	0.00476190476190476	0.0158730158730159	0	0	0	0	0	0	0
TECRP1	0.144772117962466	0.283333333333333	0.0570469798657718	0.0619469026548673	0.123809523809524	0.211640211640212	0.0764705882352941	0.114285714285714	0.119266055045872	0.25	0.0151515151515152	0.0454545454545455	0
SEP15	0.289544235924933	0.453333333333333	0.298657718120805	0.274336283185841	0.285714285714286	0.35978835978836	0.364705882352941	0.242857142857143	0.495412844036697	0.357142857142857	0.242424242424242	0.227272727272727	1
RP11-384B12.2	0	0.00333333333333333	0.0100671140939597	0	0	0.0105820105820106	0.00588235294117647	0	0	0	0	0	0.1
PDXDC1	0.351206434316354	0.256666666666667	0.181208053691275	0.18141592920354	0.19047619047619	0.238095238095238	0.252941176470588	0.207142857142857	0.073394495412844	0.452380952380952	0.106060606060606	0.181818181818182	0
COL6A3	0.064343163538874	0.09	0.0704697986577181	0.0486725663716814	0.0523809523809524	0.0529100529100529	0.0529411764705882	0.107142857142857	0.0825688073394495	0.0238095238095238	0.136363636363636	0.0909090909090909	0
PLXNA4	0.064343163538874	0.0833333333333333	0	0	0.00476190476190476	0.00529100529100529	0.0764705882352941	0.00714285714285714	0.229357798165138	0	0	0	0
CTC-458A3.1	0.0187667560321716	0.02	0.0369127516778523	0.0442477876106195	0	0.0264550264550265	0.0352941176470588	0.0285714285714286	0.00917431192660551	0.0357142857142857	0.0454545454545454	0	0
RPL19	2.57908847184987	2.87	3.49328859060403	3.04867256637168	3.49047619047619	3.41269841269841	2.05882352941176	3.1	1.85321100917431	2.58333333333333	3.12121212121212	2.95454545454545	3.4
Metazoa-SRP	0	0	0	0	0	0.00529100529100529	0.00588235294117647	0.00714285714285714	0.018348623853211	0	0	0.0454545454545455	0
RP11-996F15.6	0.0134048257372654	0.01	0.0134228187919463	0.00884955752212389	0.0333333333333333	0.0105820105820106	0	0	0.036697247706422	0	0	0	0
RPAP3	0.0482573726541555	0.07	0.0604026845637584	0.0663716814159292	0.0952380952380952	0.0740740740740741	0.0588235294117647	0.0357142857142857	0.0825688073394495	0.0595238095238095	0.0454545454545455	0	0.1
LINC01436	0.00536193029490617	0.00666666666666667	0.00671140939597315	0.0176991150442478	0.019047619047619	0.0158730158730159	0.00588235294117647	0	0.00917431192660551	0	0	0	0
IL32	0.0107238605898123	0	0.00335570469798658	0.0132743362831858	0	0	0.00588235294117647	0	0.0275229357798165	0.0595238095238095	0	0	0.1
RP11-2C24.3	0.00536193029490617	0	0.00335570469798658	0	0	0.0211640211640212	0	0.00714285714285714	0	0	0	0.0454545454545455	0
KCNK10	0.00804289544235925	0.01	0	0.0132743362831858	0	0	0.00588235294117647	0	0.0458715596330275	0	0	0	0
RP11-428J1.5	0	0.00333333333333333	0.00335570469798658	0.00442477876106195	0	0.00529100529100529	0	0	0	0	0	0	0
TPT1P10	0.0107238605898123	0.00333333333333333	0.00335570469798658	0.00442477876106195	0.0142857142857143	0.00529100529100529	0.0117647058823529	0	0.018348623853211	0	0.0151515151515152	0.0454545454545455	0
CTD-2302E22.5	0.00268096514745308	0.00666666666666667	0	0.00442477876106195	0.00476190476190476	0	0	0.00714285714285714	0	0	0	0	0
PRRT3-AS1	0.0160857908847185	0.02	0.00671140939597315	0	0.00476190476190476	0.037037037037037	0.0294117647058824	0.00714285714285714	0	0	0	0.0454545454545455	0
PTPRG-AS1	0.0107238605898123	0.0433333333333333	0.023489932885906	0.0398230088495575	0.0142857142857143	0.0211640211640212	0.0117647058823529	0.00714285714285714	0.00917431192660551	0	0	0	0
CDC123	0.163538873994638	0.193333333333333	0.241610738255034	0.234513274336283	0.180952380952381	0.354497354497354	0.241176470588235	0.192857142857143	0.229357798165138	0.154761904761905	0.151515151515152	0.181818181818182	0
NUDT3	0.278820375335121	0.183333333333333	0.308724832214765	0.353982300884956	0.276190476190476	0.206349206349206	0.370588235294118	0.335714285714286	0.403669724770642	0.119047619047619	0.287878787878788	0.454545454545455	0.2
