	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
TNR.1	 1.297866e-24	-0.4970379	0.070	0.340	 2.829738e-20	1	TNR
LAPTM4A	 3.088902e-24	 0.3707278	0.527	0.242	 6.734734e-20	1	LAPTM4A
TOMM7	 3.523798e-24	 0.3345715	0.940	0.815	 7.682936e-20	1	TOMM7
SHD	 4.395068e-24	-0.3689187	0.070	0.323	 9.582568e-20	1	SHD
HILPDA	 4.578359e-24	 0.3703871	0.307	0.089	 9.982196e-20	1	HILPDA
OLIG2.1	 2.205171e-23	-0.3943725	0.073	0.317	 4.807935e-19	1	OLIG2
TMSB4X.1	 3.514526e-23	 0.4716540	0.987	0.963	 7.662721e-19	1	TMSB4X
SCRG1.1	 1.749488e-22	-0.5708916	0.657	0.794	 3.814410e-18	1	SCRG1
CALD1	 3.351884e-22	 0.3522732	0.550	0.252	 7.308112e-18	1	CALD1
FRZB	 5.459576e-22	 0.3174408	0.290	0.076	 1.190351e-17	1	FRZB
SEC61G.1	 6.440580e-22	 0.3830179	0.883	0.742	 1.404240e-17	1	SEC61G
TUBB4A.1	 6.858113e-22	-0.4043075	0.027	0.249	 1.495274e-17	1	TUBB4A
RP11-161M6.2.1	 1.039905e-21	-0.4612330	0.103	0.361	 2.267305e-17	1	RP11-161M6.2
MSI2	 1.200343e-21	 0.3146341	0.493	0.224	 2.617109e-17	1	MSI2
FOSB	 1.200784e-21	 0.4374236	0.490	0.212	 2.618069e-17	1	FOSB
PNRC1	 2.705629e-21	 0.4091620	0.513	0.235	 5.899082e-17	1	PNRC1
HMGN2.1	 2.974650e-21	-0.5221193	0.393	0.590	 6.485629e-17	1	HMGN2
RP11-726G1.1.1	 3.970204e-21	-0.2983238	0.017	0.208	 8.656236e-17	1	RP11-726G1.1
AK4	 4.214230e-21	 0.2838870	0.327	0.097	 9.188286e-17	1	AK4
GADD45A	 6.349418e-21	 0.3746624	0.403	0.154	 1.384364e-16	1	GADD45A
SLC16A1	 1.709017e-20	 0.2959446	0.407	0.158	 3.726169e-16	1	SLC16A1
EPAS1	 2.014527e-20	 0.2590827	0.310	0.090	 4.392274e-16	1	EPAS1
MT1M	 3.247137e-20	 0.3352863	0.240	0.062	 7.079733e-16	1	MT1M
TRIM2	 3.919792e-20	 0.3866097	0.557	0.285	 8.546323e-16	1	TRIM2
PFN2.1	 5.923466e-20	-0.4898644	0.703	0.794	 1.291493e-15	1	PFN2
ENO1	 6.847653e-20	 0.3457723	0.917	0.809	 1.492994e-15	1	ENO1
ENO2.1	 7.009598e-20	 0.4030856	0.777	0.543	 1.528303e-15	1	ENO2
LOX	 7.375560e-20	 0.2693034	0.180	0.025	 1.608093e-15	1	LOX
SMOC1.1	 8.190306e-20	-0.4170799	0.093	0.330	 1.785732e-15	1	SMOC1
ASPH	 8.218292e-20	 0.2833701	0.407	0.159	 1.791834e-15	1	ASPH
AL353644.10	 1.646714e-19	 0.3795651	0.357	0.157	 3.590330e-15	1	AL353644.10
OVOS2.1	 3.043930e-19	-0.2742148	0.027	0.221	 6.636680e-15	1	OVOS2
MALAT1	 5.560695e-19	 0.3943835	1.000	0.987	 1.212398e-14	1	MALAT1
ATCAY	 8.794246e-19	-0.3022552	0.073	0.298	 1.917409e-14	1	ATCAY
HES6	 1.297270e-18	-0.3647084	0.083	0.302	 2.828437e-14	1	HES6
RCC2	 1.496820e-18	-0.3064428	0.120	0.352	 3.263516e-14	1	RCC2
UBE2C.1	 2.710917e-18	-0.3569385	0.023	0.190	 5.910612e-14	1	UBE2C
UCHL1	 3.002692e-18	-0.3784112	0.470	0.688	 6.546768e-14	1	UCHL1
TMSB15A.1	 3.890887e-18	-0.3316510	0.103	0.314	 8.483302e-14	1	TMSB15A
PTPRF	 5.482040e-18	 0.2562174	0.437	0.183	 1.195249e-13	1	PTPRF
FOS	 8.292395e-18	 0.4393146	0.660	0.415	 1.807991e-13	1	FOS
DLL3.1	 8.940888e-18	-0.3827711	0.070	0.271	 1.949382e-13	1	DLL3
UBB	 2.768751e-17	-0.3470944	0.937	0.963	 6.036708e-13	1	UBB
RP11-798M19.6	 2.804804e-17	 0.2827763	0.363	0.137	 6.115314e-13	1	RP11-798M19.6
GRIA2	 3.633112e-17	-0.4035837	0.233	0.440	 7.921274e-13	1	GRIA2
MLLT11	 3.910152e-17	-0.3362597	0.220	0.419	 8.525303e-13	1	MLLT11
NASP	 9.229865e-17	-0.3544624	0.203	0.414	 2.012388e-12	1	NASP
DBI.1	 1.353894e-16	-0.4408971	0.703	0.820	 2.951896e-12	1	DBI
BNIP3L	 1.522886e-16	 0.3457305	0.467	0.246	 3.320349e-12	1	BNIP3L
ID2	 1.535204e-16	 0.4392331	0.473	0.264	 3.347206e-12	1	ID2
APOD.1	 1.999501e-16	-0.4635448	0.167	0.368	 4.359512e-12	1	APOD
PKM	 2.416089e-16	 0.2835774	0.827	0.620	 5.267799e-12	1	PKM
MIF	 2.735452e-16	 0.2504555	0.960	0.847	 5.964105e-12	1	MIF
HN1	 4.679645e-16	-0.3595857	0.283	0.474	 1.020303e-11	1	HN1
RHOB	 7.542836e-16	 0.3667179	0.533	0.307	 1.644565e-11	1	RHOB
TOP2A	 1.682705e-15	-0.2649759	0.020	0.163	 3.668801e-11	1	TOP2A
HSPA8	 1.684563e-15	 0.3267533	0.887	0.743	 3.672852e-11	1	HSPA8
SIRT2.1	 1.753984e-15	-0.6661654	0.247	0.432	 3.824212e-11	1	SIRT2
DDIT4	 2.399805e-15	 0.4385504	0.267	0.159	 5.232295e-11	1	DDIT4
YBX1	 2.760695e-15	-0.3427906	0.570	0.709	 6.019142e-11	1	YBX1
SOX10.1	 3.031517e-15	-0.2963833	0.040	0.216	 6.609616e-11	1	SOX10
CENPV	 3.218188e-15	-0.2661439	0.130	0.315	 7.016615e-11	1	CENPV
ZNF428	 3.705980e-15	-0.3356271	0.377	0.588	 8.080148e-11	1	ZNF428
STMN2.1	 3.842355e-15	-0.3161988	0.053	0.214	 8.377488e-11	1	STMN2
SOX4.1	 3.902940e-15	-0.4629841	0.280	0.480	 8.509580e-11	1	SOX4
ANGPTL4	 5.218983e-15	 0.2643578	0.197	0.050	 1.137895e-10	1	ANGPTL4
MYLK	 5.842445e-15	 0.2619684	0.193	0.048	 1.273828e-10	1	MYLK
SLC2A3	 7.744157e-15	 0.3017544	0.323	0.132	 1.688459e-10	1	SLC2A3
HMGB2.1	 8.016117e-15	-0.4652115	0.250	0.376	 1.747754e-10	1	HMGB2
COL20A1	 8.368596e-15	-0.2761432	0.053	0.222	 1.824605e-10	1	COL20A1
NDUFA4L2.1	 1.289938e-14	 0.3421411	0.367	0.143	 2.812452e-10	1	NDUFA4L2
PPIA.1	 1.400200e-14	-0.3286993	0.940	0.969	 3.052857e-10	1	PPIA
PLP1.1	 1.401043e-14	-0.9566630	0.127	0.317	 3.054693e-10	1	PLP1
DUSP1	 1.410212e-14	 0.3147523	0.333	0.139	 3.074685e-10	1	DUSP1
GPR17	 2.182521e-14	-0.2622838	0.017	0.168	 4.758550e-10	1	GPR17
TSC22D4.1	 3.564718e-14	-0.4236839	0.307	0.526	 7.772155e-10	1	TSC22D4
GPM6A.1	 4.693137e-14	-0.3722130	0.503	0.679	 1.023245e-09	1	GPM6A
APLN	 4.768890e-14	 0.2584434	0.157	0.041	 1.039761e-09	1	APLN
GPI	 5.198332e-14	 0.2788968	0.537	0.298	 1.133392e-09	1	GPI
SNX22	 9.242789e-14	-0.2672999	0.057	0.219	 2.015205e-09	1	SNX22
IGFBP2.1	 1.376191e-13	 0.2840048	0.847	0.639	 3.000510e-09	1	IGFBP2
C4orf48	 2.308592e-13	-0.3146959	0.303	0.501	 5.033424e-09	1	C4orf48
TIMP1	 2.728628e-13	 0.4254817	0.407	0.197	 5.949228e-09	1	TIMP1
SARAF	 3.272685e-13	 0.2890083	0.610	0.406	 7.135435e-09	1	SARAF
HNRNPA1	 5.780133e-13	-0.2868142	0.737	0.829	 1.260242e-08	1	HNRNPA1
SOX11	 9.688419e-13	-0.3071248	0.170	0.298	 2.112366e-08	1	SOX11
AP000769.1	 9.837866e-13	 0.3101426	0.410	0.209	 2.144950e-08	1	AP000769.1
CNP.1	 1.195016e-12	-0.4653869	0.257	0.426	 2.605493e-08	1	CNP
CADM4	 1.263434e-12	-0.2788221	0.157	0.352	 2.754664e-08	1	CADM4
C8orf22.1	 1.538758e-12	 0.3420143	0.370	0.161	 3.354954e-08	1	C8orf22
EIF1.1	 1.589839e-12	 0.2571795	0.907	0.833	 3.466326e-08	1	EIF1
